pageID,source,title,englishTitle,categoryIDs,heroImageName,auditStatus,currentBackgroundSystem,needsBackdropWork,recommendedAsset,recommendation,rolloutBucket,imageTheme,routeContext,canonicalPageID,humanAccessVerdict,isHumanReachable,accessProof,deletionReview,reachabilityStatus,normalUserPath,backdropRisk,nextAction,searchReachable,relatedEntry,browseBackdropOverride,reachabilityChannels,incomingRelationCount,outgoingRelationCount,supportReference,assetExists,priority,runtimeExists,runtimePhraseID,runtimeAccessTier,runtimeSourceFamily,runtimeAudioStatus,runtimeAudioUsageCount,runtimeAudioFileCount,runtimeAudioFilesExist,runtimeMissingAudioCount,runtimeSearchIndexed,runtimeAliasStatus,searchAuditDecision,searchAuditReason,searchOnlyWhyCreated,searchDeleteRecommendation
viet-phrase-v900-shop-im-looking-for-a-gift,catalog-promoted premium phrase page,Tôi đang tìm một món quà,I’m looking for a gift,"shopping, v900-shop-im-looking-for-a-gift, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryNumbersMoney,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryNumbersMoney.,Use category hero now; later add market/payment mini-pool,"Market stall, price tag, cash/card/QR payment, receipt moment.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-shop-im-looking-for-a-gift,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-shop-im-looking-for-a-gift,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-shop-no-thank-you-ill-look-around-first,catalog-promoted premium phrase page,"Không, cảm ơn, tôi sẽ xem xét xung quanh trước","No thank you, I’ll look around first","shopping, v900-shop-no-thank-you-ill-look-around-first, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryNumbersMoney,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryNumbersMoney.,Use category hero now; later add market/payment mini-pool,"Market stall, price tag, cash/card/QR payment, receipt moment.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-shop-no-thank-you-ill-look-around-first,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 1 detail page link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 1 page,1,5,No,Yes,P2 premium catalog,Yes,v900-shop-no-thank-you-ill-look-around-first,premium,Premium long-tail phrase catalog,ready,2,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-shop-that-is-still-too-expensive-for-me,catalog-promoted premium phrase page,Điều đó vẫn còn quá đắt đối với tôi,That is still too expensive for me,"shopping, v900-shop-that-is-still-too-expensive-for-me, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryNumbersMoney,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryNumbersMoney.,Use category hero now; later add market/payment mini-pool,"Market stall, price tag, cash/card/QR payment, receipt moment.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-shop-that-is-still-too-expensive-for-me,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-shop-that-is-still-too-expensive-for-me,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-shop-this-fits-well,catalog-promoted premium phrase page,Điều này rất phù hợp,This fits well,"shopping, v900-shop-this-fits-well, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryNumbersMoney,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryNumbersMoney.,Use category hero now; later add market/payment mini-pool,"Market stall, price tag, cash/card/QR payment, receipt moment.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-shop-this-fits-well,Front-facing: visible from Browse,Yes,Browse > Shopping > Sizes; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Shopping > Sizes,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,No,Yes,Browse > Shopping > Sizes | Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-shop-this-fits-well,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,,,,
viet-phrase-v900-shop-this-one-is-damaged,catalog-promoted premium phrase page,Cái này bị hỏng,This one is damaged,"shopping, v900-shop-this-one-is-damaged, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryNumbersMoney,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryNumbersMoney.,Use category hero now; later add market/payment mini-pool,"Market stall, price tag, cash/card/QR payment, receipt moment.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-shop-this-one-is-damaged,Front-facing: visible from Browse,Yes,Browse > Numbers & money > More Shopping; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Numbers & money > More Shopping,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,No,Yes,Browse > Numbers & money > More Shopping | Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-shop-this-one-is-damaged,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,,,,
viet-phrase-v900-shop-what-is-your-best-price,catalog-promoted premium phrase page,Giá tốt nhất của bạn là gì?,What is your best price?,"shopping, v900-shop-what-is-your-best-price, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryNumbersMoney,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryNumbersMoney.,Use category hero now; later add market/payment mini-pool,"Market stall, price tag, cash/card/QR payment, receipt moment.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-shop-what-is-your-best-price,Front-facing: visible from Browse,Yes,Browse > Shopping > Prices; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Shopping > Prices,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,No,Yes,Browse > Shopping > Prices | Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-shop-what-is-your-best-price,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,,,,
viet-phrase-v900-shop-where-is-the-fitting-room,catalog-promoted premium phrase page,Phòng thử đồ ở đâu?,Where is the fitting room?,"shopping, v900-shop-where-is-the-fitting-room, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryNumbersMoney,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryNumbersMoney.,Use category hero now; later add market/payment mini-pool,"Market stall, price tag, cash/card/QR payment, receipt moment.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-shop-where-is-the-fitting-room,Front-facing: visible from Browse,Yes,Browse > Shopping > Sizes; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Shopping > Sizes,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,No,Yes,Browse > Shopping > Sizes | Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-shop-where-is-the-fitting-room,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,,,,
viet-phrase-sight-6,catalog-promoted premium phrase page,Tôi cần đặt trước không?,Do I need to book in advance?,"sightseeing-activities, sight-book-in-advance, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-sight-6,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 21 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 21 pages,21,5,No,Yes,P2 premium catalog,Yes,sight-6,premium,Premium long-tail phrase catalog,ready,22,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v500-sigh-acti-can-i-have-a-map,catalog-promoted premium phrase page,Tôi có thể có bản đồ được không?,Can I have a map?,"sightseeing-activities, v500-sigh-acti-can-i-have-a-map, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v500-sigh-acti-can-i-have-a-map,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v500-sigh-acti-can-i-have-a-map,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v500-sigh-acti-can-i-join-today,catalog-promoted premium phrase page,Tôi có thể tham gia ngay hôm nay không?,Can I join today?,"sightseeing-activities, v500-sigh-acti-can-i-join-today, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v500-sigh-acti-can-i-join-today,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v500-sigh-acti-can-i-join-today,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v500-sigh-acti-what-should-i-avoid,catalog-promoted premium phrase page,Tôi nên tránh những gì?,What should I avoid?,"sightseeing-activities, v500-sigh-acti-what-should-i-avoid, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v500-sigh-acti-what-should-i-avoid,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v500-sigh-acti-what-should-i-avoid,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v500-sigh-acti-where-can-i-buy-tickets,catalog-promoted premium phrase page,Tôi có thể mua vé ở đâu?,Where can I buy tickets?,"sightseeing-activities, v500-sigh-acti-where-can-i-buy-tickets, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v500-sigh-acti-where-can-i-buy-tickets,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 94 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 94 pages,94,5,No,Yes,P2 premium catalog,Yes,v500-sigh-acti-where-can-i-buy-tickets,premium,Premium long-tail phrase catalog,ready,76,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v500-sigh-acti-where-is-the-entrance,catalog-promoted premium phrase page,Lối vào ở đâu?,Where is the entrance?,"sightseeing-activities, v500-sigh-acti-where-is-the-entrance, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v500-sigh-acti-where-is-the-entrance,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 116 detail pages link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 116 pages,116,5,No,Yes,P2 premium catalog,Yes,v500-sigh-acti-where-is-the-entrance,premium,Premium long-tail phrase catalog,ready,117,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v500-sigh-acti-where-is-the-exit,catalog-promoted premium phrase page,Lối ra ở đâu?,Where is the exit?,"sightseeing-activities, v500-sigh-acti-where-is-the-exit, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v500-sigh-acti-where-is-the-exit,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v500-sigh-acti-where-is-the-exit,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-sigh-acti-can-i-take-a-photo-here,catalog-promoted premium phrase page,Tôi có thể chụp ảnh ở đây được không?,Can I take a photo here?,"sightseeing-activities, v900-sigh-acti-can-i-take-a-photo-here, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-sigh-acti-can-i-take-a-photo-here,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-sigh-acti-can-i-take-a-photo-here,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-sigh-acti-can-you-write-the-name-for-me,catalog-promoted premium phrase page,Bạn có thể viết tên cho tôi được không?,Can you write the name for me?,"sightseeing-activities, v900-sigh-acti-can-you-write-the-name-for-me, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-sigh-acti-can-you-write-the-name-for-me,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-sigh-acti-can-you-write-the-name-for-me,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-sigh-acti-i-cannot-find-the-tour-guide,catalog-promoted premium phrase page,Tôi không thể tìm thấy hướng dẫn viên du lịch,I cannot find the tour guide,"sightseeing-activities, v900-sigh-acti-i-cannot-find-the-tour-guide, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-sigh-acti-i-cannot-find-the-tour-guide,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-sigh-acti-i-cannot-find-the-tour-guide,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-sigh-acti-id-like-to-book-a-tour,catalog-promoted premium phrase page,Tôi muốn đặt một chuyến tham quan,I’d like to book a tour,"sightseeing-activities, v900-sigh-acti-id-like-to-book-a-tour, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-sigh-acti-id-like-to-book-a-tour,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-sigh-acti-id-like-to-book-a-tour,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-sigh-acti-is-lunch-included,catalog-promoted premium phrase page,Có bao gồm bữa trưa không?,Is lunch included?,"sightseeing-activities, v900-sigh-acti-is-lunch-included, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-sigh-acti-is-lunch-included,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-sigh-acti-is-lunch-included,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-sigh-acti-is-photography-allowed,catalog-promoted premium phrase page,Có được phép chụp ảnh không?,Is photography allowed?,"sightseeing-activities, v900-sigh-acti-is-photography-allowed, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-sigh-acti-is-photography-allowed,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-sigh-acti-is-photography-allowed,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-sigh-acti-is-there-an-english-guide,catalog-promoted premium phrase page,Có hướng dẫn tiếng Anh không?,Is there an English guide?,"sightseeing-activities, v900-sigh-acti-is-there-an-english-guide, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryGettingAround,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryGettingAround.,Use landmarks/city hero pool,"Ticket booth, attraction entrance, landmark walkway, photo-friendly place scene.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-sigh-acti-is-there-an-english-guide,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-sigh-acti-is-there-an-english-guide,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
