priority,pageID,title,englishTitle,intent,sectionID,kind,audioKey,text
p3,viet-family-city-danang-go-vo-nguyen-giap-street,Đi Đường Võ Nguyên Giáp,Go to Vo Nguyen Giap Street,derived_place_phrase,related-phrases,phrase,audio-authored-duong-vo-nguyen-giap-gan-day-khong-8d519813c0,Đường Võ Nguyên Giáp gần đây không?
p3,viet-family-city-danang-go-vo-nguyen-giap-street,Đi Đường Võ Nguyên Giáp,Go to Vo Nguyen Giap Street,derived_place_phrase,related-phrases,phrase,audio-authored-duong-vo-nguyen-giap-o-dau-f4d3cdd20c,Đường Võ Nguyên Giáp ở đâu?
p3,viet-family-city-danang-stop-nen,Cho tôi xuống gần nhà hàng Nén Đà Nẵng.,Let me off near Nén Đà Nẵng restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-xuong-gan-nha-hang-nen-da-nang-1d452a36b2,Cho tôi xuống gần nhà hàng Nén Đà Nẵng.
p3,viet-family-city-danang-where-bach-dang-street,Đường Bạch Đằng ở đâu?,Where is Bach Dang Street?,derived_place_phrase,hero,hero,audio-authored-duong-bach-dang-o-dau-7accb753ff,Đường Bạch Đằng ở đâu?
p3,viet-family-city-hanoi-eat-near-dong-xuan-market,Ăn gần Chợ Đồng Xuân,Eat near Dong Xuan Market,derived_place_phrase,hero,hero,audio-authored-an-gan-cho-dong-xuan-081dd9e648,Ăn gần Chợ Đồng Xuân
p3,viet-family-city-hanoi-go-noi-bai-airport,Đi Sân bay Nội Bài,Go to Noi Bai Airport,derived_place_phrase,hero,hero,audio-authored-di-san-bay-noi-bai-aec73cbb92,Đi Sân bay Nội Bài
p3,viet-family-city-hanoi-go-noi-bai-airport,Đi Sân bay Nội Bài,Go to Noi Bai Airport,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-san-bay-noi-bai-4172210010,Dừng ở Sân bay Nội Bài
p3,viet-family-city-hanoi-go-noi-bai-airport,Đi Sân bay Nội Bài,Go to Noi Bai Airport,derived_place_phrase,related-phrases,phrase,audio-authored-san-bay-noi-bai-o-dau-12b39dc9ab,Sân bay Nội Bài ở đâu?
p3,viet-family-city-hanoi-go-phan-dinh-phung-street,Đi Phố Phan Đình Phùng,Go to Phan Dinh Phung Street,derived_place_phrase,hero,hero,audio-authored-di-pho-phan-dinh-phung-fc15d0a6a7,Đi Phố Phan Đình Phùng
p3,viet-family-city-hanoi-go-phan-dinh-phung-street,Đi Phố Phan Đình Phùng,Go to Phan Dinh Phung Street,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-pho-phan-dinh-phung-23e02f2531,Dừng ở Phố Phan Đình Phùng
p3,viet-family-city-hanoi-go-phan-dinh-phung-street,Đi Phố Phan Đình Phùng,Go to Phan Dinh Phung Street,derived_place_phrase,related-phrases,phrase,audio-authored-pho-phan-dinh-phung-o-dau-32d3e3590c,Phố Phan Đình Phùng ở đâu?
p3,viet-family-city-hanoi-go-pho-bat-dan,Cho tôi đến nhà hàng Phở Bát Đàn.,Please take me to Phở Bát Đàn restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-den-nha-hang-pho-bat-dan-c2a63e3ef7,Cho tôi đến nhà hàng Phở Bát Đàn.
p3,viet-family-city-hanoi-go-pho-bat-dan,Cho tôi đến nhà hàng Phở Bát Đàn.,Please take me to Phở Bát Đàn restaurant.,derived_place_phrase,related-phrases,phrase,audio-authored-pho-bat-dan-o-dau-83990a6d09,Phở Bát Đàn ở đâu?
p3,viet-family-city-hanoi-go-ta-hien,Đi phố Tạ Hiện,Go to Ta Hien Street,derived_place_phrase,hero,hero,audio-authored-di-pho-ta-hien-a89d38c003,Đi phố Tạ Hiện
p3,viet-family-city-hanoi-go-ta-hien,Đi phố Tạ Hiện,Go to Ta Hien Street,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-pho-ta-hien-61af86caad,Dừng ở Phố Tạ Hiện
p3,viet-family-city-hanoi-go-ta-hien,Đi phố Tạ Hiện,Go to Ta Hien Street,derived_place_phrase,related-phrases,phrase,audio-authored-pho-ta-hien-o-dau-ba823123b6,Phố Tạ Hiện ở đâu?
p3,viet-family-city-hanoi-go-tam-vi,Cho tôi đến nhà hàng Tầm Vị.,Please take me to Tầm Vị restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-den-nha-hang-tam-vi-79e56b48fc,Cho tôi đến nhà hàng Tầm Vị.
p3,viet-family-city-hanoi-go-tam-vi,Cho tôi đến nhà hàng Tầm Vị.,Please take me to Tầm Vị restaurant.,derived_place_phrase,related-phrases,phrase,audio-authored-toi-co-dat-ban-o-tam-vi-f7c3384972,Tôi có đặt bàn ở Tầm Vị
p3,viet-family-city-hanoi-go-tam-vi,Cho tôi đến nhà hàng Tầm Vị.,Please take me to Tầm Vị restaurant.,derived_place_phrase,related-phrases,phrase,audio-authored-tam-vi-o-dau-b1adc2cdb6,Tầm Vị ở đâu?
p3,viet-family-city-hanoi-go-tay-ho,Đi Tây Hồ,Go to Tay Ho,derived_place_phrase,hero,hero,audio-authored-di-tay-ho-9f562eeb0d,Đi Tây Hồ
p3,viet-family-city-hanoi-go-tay-ho,Đi Tây Hồ,Go to Tay Ho,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-tay-ho-1c049299a3,Dừng ở Tây Hồ
p3,viet-family-city-hanoi-go-tay-ho,Đi Tây Hồ,Go to Tay Ho,derived_place_phrase,related-phrases,phrase,audio-authored-tay-ho-o-dau-9ce491d8b4,Tây Hồ ở đâu?
p3,viet-family-city-hanoi-go-train-street,Đi Phố đường tàu Hà Nội,Go to Hanoi Train Street,derived_place_phrase,hero,hero,audio-authored-di-pho-duong-tau-ha-noi-64a1647db8,Đi Phố đường tàu Hà Nội
p3,viet-family-city-hanoi-go-train-street,Đi Phố đường tàu Hà Nội,Go to Hanoi Train Street,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-pho-duong-tau-ha-noi-9b7192ef4b,Dừng ở Phố đường tàu Hà Nội
p3,viet-family-city-hanoi-go-train-street,Đi Phố đường tàu Hà Nội,Go to Hanoi Train Street,derived_place_phrase,related-phrases,phrase,audio-authored-pho-duong-tau-ha-noi-o-dau-101315f206,Phố đường tàu Hà Nội ở đâu?
p3,viet-family-city-hanoi-stop-bun-cha-huong-lien,Cho tôi xuống gần nhà hàng Bún chả Hương Liên.,Let me off near Bún chả Hương Liên restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-xuong-gan-nha-hang-bun-cha-huong-lien-d22fc78377,Cho tôi xuống gần nhà hàng Bún chả Hương Liên.
p3,viet-family-city-hanoi-stop-cha-ca-thang-long,Cho tôi xuống gần nhà hàng Chả cá Thăng Long.,Let me off near Chả cá Thăng Long restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-xuong-gan-nha-hang-cha-ca-thang-long-a27ee5242f,Cho tôi xuống gần nhà hàng Chả cá Thăng Long.
p3,viet-family-city-hanoi-stop-giang-cafe,Dừng ở Cà phê Giảng,Stop at Giang Cafe,derived_place_phrase,hero,hero,audio-authored-dung-o-ca-phe-giang-9ed36d9bae,Dừng ở Cà phê Giảng
p3,viet-family-city-hanoi-stop-pho-bat-dan,Cho tôi xuống gần nhà hàng Phở Bát Đàn.,Let me off near Phở Bát Đàn restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-xuong-gan-nha-hang-pho-bat-dan-dde984ba81,Cho tôi xuống gần nhà hàng Phở Bát Đàn.
p3,viet-family-city-hanoi-stop-tam-vi,Cho tôi xuống gần nhà hàng Tầm Vị.,Let me off near Tầm Vị restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-xuong-gan-nha-hang-tam-vi-60fd4cc368,Cho tôi xuống gần nhà hàng Tầm Vị.
p3,viet-family-city-hanoi-where-hang-gai-street,Phố Hàng Gai ở đâu?,Where is Hang Gai Street?,derived_place_phrase,hero,hero,audio-authored-pho-hang-gai-o-dau-6464750f35,Phố Hàng Gai ở đâu?
p3,viet-family-city-hcmc-binh-tay-far,Chợ Bình Tây xa không?,Is Binh Tay Market far?,derived_place_phrase,hero,hero,audio-authored-cho-binh-tay-xa-khong-0499415dd3,Chợ Bình Tây xa không?
p3,viet-family-city-hcmc-eat-near-anan-saigon,Ăn gần Anăn Sài Gòn,Eat near Anan Saigon,derived_place_phrase,hero,hero,audio-authored-an-gan-anan-sai-gon-31374474ed,Ăn gần Anăn Sài Gòn
p3,viet-family-city-hcmc-eat-near-ben-thanh-market,Ăn gần Chợ Bến Thành,Eat near Ben Thanh Market,derived_place_phrase,hero,hero,audio-authored-an-gan-cho-ben-thanh-2ab5f289f9,Ăn gần Chợ Bến Thành
p3,viet-family-city-hcmc-eat-near-binh-tay-market,Ăn gần Chợ Bình Tây,Eat near Binh Tay Market,derived_place_phrase,hero,hero,audio-authored-an-gan-cho-binh-tay-da98d2858c,Ăn gần Chợ Bình Tây
p3,viet-family-city-hcmc-eat-near-district-1,Ăn gần Quận 1,Eat near District 1,derived_place_phrase,hero,hero,audio-authored-an-gan-quan-1-cc70494074,Ăn gần Quận 1
p3,viet-family-city-hcmc-go-anan-saigon,Cho tôi đến nhà hàng Anăn Sài Gòn.,Please take me to Anăn Sài Gòn restaurant.,derived_place_phrase,related-phrases,phrase,audio-authored-anan-sai-gon-gan-day-khong-fe9746aa3c,Anăn Sài Gòn gần đây không?
p3,viet-family-city-hcmc-go-le-thanh-ton-street,Đi Đường Lê Thánh Tôn,Go to Le Thanh Ton Street,derived_place_phrase,hero,hero,audio-authored-di-duong-le-thanh-ton-32224dd281,Đi Đường Lê Thánh Tôn
p3,viet-family-city-hcmc-go-le-thanh-ton-street,Đi Đường Lê Thánh Tôn,Go to Le Thanh Ton Street,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-duong-le-thanh-ton-903b634e21,Dừng ở Đường Lê Thánh Tôn
p3,viet-family-city-hcmc-go-nguyen-trai-street,Đi Đường Nguyễn Trãi,Go to Nguyen Trai Street,derived_place_phrase,hero,hero,audio-authored-di-duong-nguyen-trai-ef9d860e6c,Đi Đường Nguyễn Trãi
p3,viet-family-city-hcmc-go-nguyen-trai-street,Đi Đường Nguyễn Trãi,Go to Nguyen Trai Street,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-duong-nguyen-trai-810ac12f79,Dừng ở Đường Nguyễn Trãi
p3,viet-family-city-hcmc-go-pasteur-street,Đi Đường Pasteur,Go to Pasteur Street,derived_place_phrase,hero,hero,audio-authored-di-duong-pasteur-06f740c791,Đi Đường Pasteur
p3,viet-family-city-hcmc-go-pasteur-street,Đi Đường Pasteur,Go to Pasteur Street,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-duong-pasteur-c7b28db040,Dừng ở Đường Pasteur
p3,viet-family-city-hcmc-go-pham-ngu-lao-street,Đi Phố Phạm Ngũ Lão,Go to Pham Ngu Lao Street,derived_place_phrase,hero,hero,audio-authored-di-pho-pham-ngu-lao-5b513ecafe,Đi Phố Phạm Ngũ Lão
p3,viet-family-city-hcmc-go-pham-ngu-lao-street,Đi Phố Phạm Ngũ Lão,Go to Pham Ngu Lao Street,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-pho-pham-ngu-lao-e517964405,Dừng ở Phố Phạm Ngũ Lão
p3,viet-family-city-hcmc-go-pho-hoa-pasteur,Cho tôi đến nhà hàng Phở Hòa Pasteur.,Please take me to Phở Hòa Pasteur restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-den-nha-hang-pho-hoa-pasteur-6d60ef6f68,Cho tôi đến nhà hàng Phở Hòa Pasteur.
p3,viet-family-city-hcmc-go-pho-hoa-pasteur,Cho tôi đến nhà hàng Phở Hòa Pasteur.,Please take me to Phở Hòa Pasteur restaurant.,derived_place_phrase,related-phrases,phrase,audio-authored-pho-hoa-pasteur-o-dau-5eb3dcb7e8,Phở Hòa Pasteur ở đâu?
p3,viet-family-city-hcmc-go-tan-son-nhat-airport,Đi Sân bay Tân Sơn Nhất,Go to Tan Son Nhat Airport,derived_place_phrase,hero,hero,audio-authored-di-san-bay-tan-son-nhat-4360f3fa57,Đi Sân bay Tân Sơn Nhất
p3,viet-family-city-hcmc-go-tan-son-nhat-airport,Đi Sân bay Tân Sơn Nhất,Go to Tan Son Nhat Airport,derived_place_phrase,related-phrases,phrase,audio-authored-san-bay-tan-son-nhat-o-dau-4821b02591,Sân bay Tân Sơn Nhất ở đâu?
p3,viet-family-city-hcmc-go-thao-dien,Đi Thảo Điền,Go to Thao Dien,derived_place_phrase,hero,hero,audio-authored-di-thao-dien-f3e165f472,Đi Thảo Điền
p3,viet-family-city-hcmc-near-binh-tay-market,Chợ Bình Tây gần đây không?,Is Binh Tay Market near here?,derived_place_phrase,hero,hero,audio-authored-cho-binh-tay-gan-day-khong-0443e728c0,Chợ Bình Tây gần đây không?
p3,viet-family-city-hcmc-near-district-1,Quận 1 gần đây không?,Is District 1 near here?,derived_place_phrase,hero,hero,audio-authored-quan-1-gan-day-khong-cac5063d07,Quận 1 gần đây không?
p3,viet-family-city-hcmc-stop-anan-saigon,Cho tôi xuống gần nhà hàng Anăn Sài Gòn.,Let me off near Anăn Sài Gòn restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-xuong-gan-nha-hang-anan-sai-gon-6183ddc907,Cho tôi xuống gần nhà hàng Anăn Sài Gòn.
p3,viet-family-city-hcmc-where-dong-khoi-street,Đường Đồng Khởi ở đâu?,Where is Dong Khoi Street?,derived_place_phrase,hero,hero,audio-authored-duong-dong-khoi-o-dau-85f0b0c280,Đường Đồng Khởi ở đâu?
p3,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không?,Do you have cao lau here?,derived_place_phrase,hero,hero,audio-authored-o-day-co-cao-lau-khong-a4556ef6fb,Ở đây có cao lầu không?
p3,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không?,Do you have cao lau here?,derived_place_phrase,related-phrases,phrase,audio-authored-an-cao-lau-o-dau-560d9e6f49,Ăn cao lầu ở đâu?
p3,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không?,Do you have cao lau here?,derived_place_phrase,related-phrases,phrase,audio-authored-cho-toi-cao-lau-ab019a52e2,Cho tôi cao lầu
p3,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không?,Do you have cao lau here?,derived_place_phrase,related-phrases,phrase,audio-authored-o-dau-co-cao-lau-9bb550ad37,Ở đâu có cao lầu?
p3,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không?,Do you have cao lau here?,derived_place_phrase,related-phrases,phrase,audio-authored-toi-muon-an-cao-lau-o-hoi-an-f70cc5e0b9,Tôi muốn ăn cao lầu ở Hội An
p3,viet-family-city-hoian-eat-near-an-hoi-island,Ăn gần Đảo An Hội,Eat near An Hoi Island,derived_place_phrase,hero,hero,audio-authored-an-gan-dao-an-hoi-f28c97fe87,Ăn gần Đảo An Hội
p3,viet-family-city-hoian-eat-near-ancient-town,Ăn gần Phố cổ Hội An,Eat near Hoi An Ancient Town,derived_place_phrase,hero,hero,audio-authored-an-gan-pho-co-hoi-an-f957116c2e,Ăn gần Phố cổ Hội An
p3,viet-family-city-hoian-go-ancient-town,Đi phố cổ Hội An,Go to Hoi An Ancient Town,derived_place_phrase,related-phrases,phrase,audio-authored-pho-co-hoi-an-gan-day-khong-59789659cf,Phố cổ Hội An gần đây không?
p3,viet-family-city-hoian-go-morning-glory,Cho tôi đến nhà hàng Morning Glory Hội An.,Please take me to Morning Glory Hội An restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-den-nha-hang-morning-glory-hoi-an-319dbe3a8b,Cho tôi đến nhà hàng Morning Glory Hội An.
p3,viet-family-city-hoian-go-morning-glory,Cho tôi đến nhà hàng Morning Glory Hội An.,Please take me to Morning Glory Hội An restaurant.,derived_place_phrase,related-phrases,phrase,audio-authored-toi-co-dat-ban-o-morning-glory-hoi-an-a2be3e72df,Tôi có đặt bàn ở Morning Glory Hội An
p3,viet-family-city-hoian-go-morning-glory,Cho tôi đến nhà hàng Morning Glory Hội An.,Please take me to Morning Glory Hội An restaurant.,derived_place_phrase,related-phrases,phrase,audio-authored-morning-glory-hoi-an-o-dau-e29baeec87,Morning Glory Hội An ở đâu?
p3,viet-family-city-hoian-go-reach-out-tea-house,Đi Reaching Out Tea House,Go to Reaching Out Tea House,derived_place_phrase,hero,hero,audio-authored-di-reaching-out-tea-house-703ef21a07,Đi Reaching Out Tea House
p3,viet-family-city-hoian-go-reach-out-tea-house,Đi Reaching Out Tea House,Go to Reaching Out Tea House,derived_place_phrase,related-phrases,phrase,audio-authored-reaching-out-tea-house-o-dau-9b461d9e88,Reaching Out Tea House ở đâu?
p3,viet-family-city-hoian-go-tran-phu-street,Đi Phố Trần Phú,Go to Tran Phu Street,derived_place_phrase,hero,hero,audio-authored-di-pho-tran-phu-0957b3bca1,Đi Phố Trần Phú
p3,viet-family-city-hoian-go-tran-phu-street,Đi Phố Trần Phú,Go to Tran Phu Street,derived_place_phrase,related-phrases,phrase,audio-authored-pho-tran-phu-o-dau-db15bc256a,Phố Trần Phú ở đâu?
p3,viet-family-city-hoian-near-night-market,Chợ đêm Hội An gần đây không?,Is Hoi An Night Market near here?,derived_place_phrase,hero,hero,audio-authored-cho-dem-hoi-an-gan-day-khong-b6c4ec65e8,Chợ đêm Hội An gần đây không?
p3,viet-family-city-hoian-near-night-market,Chợ đêm Hội An gần đây không?,Is Hoi An Night Market near here?,derived_place_phrase,related-phrases,phrase,audio-authored-di-cho-dem-hoi-an-20458c4184,Đi chợ đêm Hội An
p3,viet-family-city-hoian-near-night-market,Chợ đêm Hội An gần đây không?,Is Hoi An Night Market near here?,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-cho-dem-hoi-an-1d0d80e598,Dừng ở Chợ đêm Hội An
p3,viet-family-city-hoian-near-night-market,Chợ đêm Hội An gần đây không?,Is Hoi An Night Market near here?,derived_place_phrase,related-phrases,phrase,audio-authored-cho-dem-hoi-an-o-dau-51847b5dd3,Chợ đêm Hội An ở đâu?
p3,viet-family-city-hoian-stop-banh-mi-phuong,Cho tôi xuống gần nhà hàng Bánh mì Phượng.,Let me off near Bánh mì Phượng restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-xuong-gan-nha-hang-banh-mi-phuong-6bc7140f67,Cho tôi xuống gần nhà hàng Bánh mì Phượng.
p3,viet-family-city-hoian-stop-faifo-coffee,Dừng ở Faifo Coffee,Stop at Faifo Coffee,derived_place_phrase,hero,hero,audio-authored-dung-o-faifo-coffee-7681bd356b,Dừng ở Faifo Coffee
p3,viet-family-city-hoian-stop-morning-glory,Cho tôi xuống gần nhà hàng Morning Glory Hội An.,Let me off near Morning Glory Hội An restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-xuong-gan-nha-hang-morning-glory-hoi-an-1f23001d6f,Cho tôi xuống gần nhà hàng Morning Glory Hội An.
p3,viet-family-city-hoian-stop-reach-out-tea-house,Dừng ở Reaching Out Tea House,Stop at Reaching Out Tea House,derived_place_phrase,hero,hero,audio-authored-dung-o-reaching-out-tea-house-78d411e6a4,Dừng ở Reaching Out Tea House
p3,viet-family-city-hue-atm-bun-bo-city,Ở đây có bún bò Huế không?,Do you have bun bo Hue here?,derived_place_phrase,hero,hero,audio-authored-o-day-co-bun-bo-hue-khong-9932ce4ab2,Ở đây có bún bò Huế không?
p3,viet-family-city-hue-atm-bun-bo-city,Ở đây có bún bò Huế không?,Do you have bun bo Hue here?,derived_place_phrase,related-phrases,phrase,audio-authored-an-bun-bo-hue-o-dau-e9709dc7ad,Ăn bún bò Huế ở đâu?
p3,viet-family-city-hue-atm-bun-bo-city,Ở đây có bún bò Huế không?,Do you have bun bo Hue here?,derived_place_phrase,related-phrases,phrase,audio-authored-tim-bun-bo-hue-o-dau-2de4ea1518,Tìm bún bò Huế ở đâu?
p3,viet-family-city-hue-atm-bun-bo-city,Ở đây có bún bò Huế không?,Do you have bun bo Hue here?,derived_place_phrase,related-phrases,phrase,audio-authored-cho-toi-bun-bo-hue-f9baf6ac96,Cho tôi bún bò Huế
p3,viet-family-city-hue-atm-bun-bo-city,Ở đây có bún bò Huế không?,Do you have bun bo Hue here?,derived_place_phrase,related-phrases,phrase,audio-authored-o-dau-co-bun-bo-hue-6e3219b3f3,Ở đâu có bún bò Huế?
p3,viet-family-city-hue-bun-bo,Tôi muốn ăn bún bò Huế,I want to eat bun bo Hue,derived_place_phrase,hero,hero,audio-authored-toi-muon-an-bun-bo-hue-5c5f5ccf1f,Tôi muốn ăn bún bò Huế
p3,viet-family-city-hue-eat-near-an-cuu-market,Ăn gần Chợ An Cựu,Eat near An Cuu Market,derived_place_phrase,hero,hero,audio-authored-an-gan-cho-an-cuu-fe0ed70903,Ăn gần Chợ An Cựu
p3,viet-family-city-hue-eat-near-bao-vinh-ancient-town,Ăn gần Phố cổ Bao Vinh,Eat near Bao Vinh Ancient Town,derived_place_phrase,hero,hero,audio-authored-an-gan-pho-co-bao-vinh-bc52fa8066,Ăn gần Phố cổ Bao Vinh
p3,viet-family-city-hue-eat-near-dong-ba-bun-bo,Ăn gần Bún bò ở chợ Đông Ba,Eat near Bun bo at Dong Ba Market,derived_place_phrase,hero,hero,audio-authored-an-gan-bun-bo-o-cho-dong-ba-4f19bbe03d,Ăn gần Bún bò ở chợ Đông Ba
p3,viet-family-city-hue-eat-near-dong-ba-bun-bo,Ăn gần Bún bò ở chợ Đông Ba,Eat near Bun bo at Dong Ba Market,derived_place_phrase,related-phrases,phrase,audio-authored-bun-bo-cho-dong-ba-o-hue-9f9e5730d8,Bún bò chợ Đông Ba ở Huế
p3,viet-family-city-hue-eat-near-dong-ba-bun-bo,Ăn gần Bún bò ở chợ Đông Ba,Eat near Bun bo at Dong Ba Market,derived_place_phrase,related-phrases,phrase,audio-authored-toi-muon-tim-bun-bo-o-cho-dong-ba-6a80605aab,Tôi muốn tìm bún bò ở chợ Đông Ba
p3,viet-family-city-hue-eat-near-dong-ba-bun-bo,Ăn gần Bún bò ở chợ Đông Ba,Eat near Bun bo at Dong Ba Market,derived_place_phrase,related-phrases,phrase,audio-authored-bun-bo-o-cho-dong-ba-o-cho-nao-28554209a3,Bún bò ở chợ Đông Ba ở chỗ nào?
p3,viet-family-city-hue-eat-near-dong-ba-market,Ăn gần Chợ Đông Ba,Eat near Dong Ba Market,derived_place_phrase,hero,hero,audio-authored-an-gan-cho-dong-ba-245b10880b,Ăn gần Chợ Đông Ba
p3,viet-family-city-hue-go-nguyen-dinh-chieu-street,Đi Phố đi bộ Nguyễn Đình Chiểu,Go to Nguyen Dinh Chieu Walking Street,derived_place_phrase,hero,hero,audio-authored-di-pho-di-bo-nguyen-dinh-chieu-da21a38d23,Đi Phố đi bộ Nguyễn Đình Chiểu
p3,viet-family-city-hue-go-nguyen-dinh-chieu-street,Đi Phố đi bộ Nguyễn Đình Chiểu,Go to Nguyen Dinh Chieu Walking Street,derived_place_phrase,related-phrases,phrase,audio-authored-pho-di-bo-nguyen-dinh-chieu-gan-day-khong-f91f88d2ba,Phố đi bộ Nguyễn Đình Chiểu gần đây không?
p3,viet-family-city-hue-go-nguyen-dinh-chieu-street,Đi Phố đi bộ Nguyễn Đình Chiểu,Go to Nguyen Dinh Chieu Walking Street,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-pho-di-bo-nguyen-dinh-chieu-97fd25f6e8,Dừng ở Phố đi bộ Nguyễn Đình Chiểu
p3,viet-family-city-hue-go-nguyen-dinh-chieu-street,Đi Phố đi bộ Nguyễn Đình Chiểu,Go to Nguyen Dinh Chieu Walking Street,derived_place_phrase,related-phrases,phrase,audio-authored-pho-di-bo-nguyen-dinh-chieu-o-dau-11f8892859,Phố đi bộ Nguyễn Đình Chiểu ở đâu?
p3,viet-family-city-hue-go-night-market,Đi Chợ đêm Huế,Go to Hue Night Market,derived_place_phrase,hero,hero,audio-authored-di-cho-dem-hue-c6f0b56294,Đi Chợ đêm Huế
p3,viet-family-city-hue-go-night-market,Đi Chợ đêm Huế,Go to Hue Night Market,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-cho-dem-hue-9fdfc2e991,Dừng ở Chợ đêm Huế
p3,viet-family-city-hue-go-night-market,Đi Chợ đêm Huế,Go to Hue Night Market,derived_place_phrase,related-phrases,phrase,audio-authored-cho-dem-hue-o-dau-b671c6e9ee,Chợ đêm Huế ở đâu?
p3,viet-family-city-hue-go-night-market,Đi Chợ đêm Huế,Go to Hue Night Market,derived_place_phrase,related-phrases,phrase,audio-authored-cho-dem-hue-gan-day-khong-ef23eec0b4,Chợ đêm Huế gần đây không?
p3,viet-family-city-hue-go-phu-bai-airport,Đi Sân bay Phú Bài,Go to Phu Bai Airport,derived_place_phrase,hero,hero,audio-authored-di-san-bay-phu-bai-0b6cb48b86,Đi Sân bay Phú Bài
p3,viet-family-city-hue-go-phu-bai-airport,Đi Sân bay Phú Bài,Go to Phu Bai Airport,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-san-bay-phu-bai-239a867946,Dừng ở Sân bay Phú Bài
p3,viet-family-city-hue-go-phu-bai-airport,Đi Sân bay Phú Bài,Go to Phu Bai Airport,derived_place_phrase,related-phrases,phrase,audio-authored-san-bay-phu-bai-o-dau-9e32a12323,Sân bay Phú Bài ở đâu?
