"normalized_text","expected_text","usage_count","suggested_audio_key","source_page_ids","source_sections","surface_types"
"dừng ở cầu tình yêu","Dừng ở Cầu Tình Yêu","1","audio-authored-dung-o-cau-tinh-yeu-85bdca9f7a","viet-family-city-danang-go-love-bridge","when-to-use","phrase"
"dừng ở cầu trường tiền","Dừng ở cầu Trường Tiền","1","audio-authored-dung-o-cau-truong-tien-acc681b9ea","viet-family-city-hue-get-off-truong-tien","when-to-use","phrase"
"dừng ở cầu vàng","Dừng ở Cầu Vàng","1","audio-authored-dung-o-cau-vang-b204206ddb","viet-family-city-danang-atm-golden-bridge","when-to-use","phrase"
"dừng ở chả cá thăng long","Dừng ở Chả cá Thăng Long","1","audio-authored-dung-o-cha-ca-thang-long-47c14d33a7","viet-family-city-hanoi-atm-cha-ca-thang-long","when-to-use","phrase"
"dừng ở chợ an cựu","Dừng ở Chợ An Cựu","1","audio-authored-dung-o-cho-an-cuu-3fd42d45ea","viet-family-city-hue-stop-an-cuu-market","hero","hero"
"dừng ở chợ bến thành","Dừng ở Chợ Bến Thành","1","audio-authored-dung-o-cho-ben-thanh-e242de4fd3","viet-family-city-hcmc-stop-ben-thanh-market","hero","hero"
"dừng ở chợ bình tây","Dừng ở Chợ Bình Tây","1","audio-authored-dung-o-cho-binh-tay-aa06b37299","viet-family-city-hcmc-stop-binh-tay-market","hero","hero"
"dừng ở chợ cồn","Dừng ở Chợ Cồn","1","audio-authored-dung-o-cho-con-a8822d2df7","viet-family-city-danang-atm-con-market","explore-next","phrase"
"dừng ở chợ đêm helio","Dừng ở Chợ đêm Helio","1","audio-authored-dung-o-cho-dem-helio-824082d204","viet-family-city-danang-atm-helio-night-market","when-to-use","phrase"
"dừng ở chợ đêm hội an","Dừng ở Chợ đêm Hội An","1","audio-authored-dung-o-cho-dem-hoi-an-1d0d80e598","viet-family-city-hoian-near-night-market","when-to-use","phrase"
"dừng ở chợ đêm huế","Dừng ở Chợ đêm Huế","1","audio-authored-dung-o-cho-dem-hue-9fdfc2e991","viet-family-city-hue-go-night-market","when-to-use","phrase"
"dừng ở chợ đêm nguyễn hoàng","Dừng ở Chợ đêm Nguyễn Hoàng","1","audio-authored-dung-o-cho-dem-nguyen-hoang-bcb97b9f73","viet-family-city-hoian-entrance-nguyen-hoang-night-market","when-to-use","phrase"
"dừng ở chợ đông ba","Dừng ở Chợ Đông Ba","1","audio-authored-dung-o-cho-dong-ba-412cae532d","viet-family-city-hue-stop-dong-ba-market","hero","hero"
"dừng ở chợ đồng xuân","Dừng ở Chợ Đồng Xuân","1","audio-authored-dung-o-cho-dong-xuan-ef50ba4124","viet-family-city-hanoi-stop-dong-xuan-market","hero","hero"
"dừng ở chợ hàn","Dừng ở chợ Hàn","1","audio-authored-dung-o-cho-han-db6f463ef8","viet-family-city-danang-stop-han-market","hero","hero"
"dừng ở chợ hoa hồ thị kỷ","Dừng ở Chợ hoa Hồ Thị Kỷ","1","audio-authored-dung-o-cho-hoa-ho-thi-ky-c3021e9b10","viet-family-city-hcmc-atm-ho-thi-ky-flower-market","explore-next","phrase"
"dừng ở chợ hội an","Dừng ở Chợ Hội An","1","audio-authored-dung-o-cho-hoi-an-5fbe5198c4","viet-family-city-hoian-atm-market","explore-next","phrase"
"dừng ở chợ lớn","Dừng ở Chợ Lớn","1","audio-authored-dung-o-cho-lon-b49d53ebe5","viet-family-city-hcmc-atm-cho-lon","when-to-use","phrase"
"dừng ở chợ long biên","Dừng ở Chợ Long Biên","1","audio-authored-dung-o-cho-long-bien-355e2d2ae8","viet-family-city-hanoi-atm-long-bien-market","explore-next","phrase"
"dừng ở chùa cầu","Dừng ở Chùa Cầu","1","audio-authored-dung-o-chua-cau-5e294ed336","viet-family-city-hoian-go-japanese-bridge","when-to-use","phrase"
"dừng ở chùa linh ứng","Dừng ở Chùa Linh Ứng","1","audio-authored-dung-o-chua-linh-ung-73099539ac","viet-family-city-danang-atm-linh-ung-pagoda","when-to-use","phrase"
"dừng ở chùa ngọc hoàng","Dừng ở Chùa Ngọc Hoàng","1","audio-authored-dung-o-chua-ngoc-hoang-95f4b0d26d","viet-family-city-hcmc-go-jade-emperor-pagoda","when-to-use","phrase"
"dừng ở chùa trấn quốc","Dừng ở Chùa Trấn Quốc","1","audio-authored-dung-o-chua-tran-quoc-80f7e33b1c","viet-family-city-hanoi-go-tran-quoc-pagoda","when-to-use","phrase"
"dừng ở cồn hến","Dừng ở Cồn Hến","1","audio-authored-dung-o-con-hen-b3f238b240","viet-family-city-hue-atm-hen-island","when-to-use","phrase"
"dừng ở công viên apec","Dừng ở Công viên APEC","1","audio-authored-dung-o-cong-vien-apec-1882f915fc","viet-family-city-danang-atm-apec-park","when-to-use","phrase"
"dừng ở công viên châu á","Dừng ở Công viên Châu Á","1","audio-authored-dung-o-cong-vien-chau-a-a9bab4c71d","viet-family-city-danang-atm-asia-park","when-to-use","phrase"
"dừng ở cù lao chàm","Dừng ở Cù Lao Chàm","1","audio-authored-dung-o-cu-lao-cham-37ac263681","viet-family-city-hoian-atm-cham-islands","when-to-use","phrase"
"dừng ở cung an định","Dừng ở Cung An Định","1","audio-authored-dung-o-cung-an-dinh-932c42b254","viet-family-city-hue-atm-an-dinh-palace","when-to-use","phrase"
"dừng ở đảo an hội","Dừng ở Đảo An Hội","1","audio-authored-dung-o-dao-an-hoi-6eeda6a703","viet-family-city-hoian-atm-an-hoi-island","explore-next","phrase"
"dừng ở đảo ký ức hội an","Dừng ở Đảo Ký ức Hội An","1","audio-authored-dung-o-dao-ky-uc-hoi-an-59e3f47a38","viet-family-city-hoian-go-memories-land","when-to-use","phrase"
"dừng ở đền huyền trân","Dừng ở Đền Huyền Trân","1","audio-authored-dung-o-den-huyen-tran-df10759e29","viet-family-city-hue-atm-huyen-tran-temple","when-to-use","phrase"
"dừng ở đền quán thánh","Dừng ở Đền Quán Thánh","1","audio-authored-dung-o-den-quan-thanh-d75028cf67","viet-family-city-hanoi-go-quan-thanh-temple","when-to-use","phrase"
"dừng ở đỉnh bàn cờ","Dừng ở Đỉnh Bàn Cờ","1","audio-authored-dung-o-dinh-ban-co-7353790cff","viet-family-city-danang-atm-ban-co-peak","when-to-use","phrase"
"dừng ở dinh độc lập","Dừng ở Dinh Độc Lập","1","audio-authored-dung-o-dinh-doc-lap-00ff7f01f1","viet-family-city-hcmc-go-independence-palace","when-to-use","phrase"
"dừng ở đường bạch đằng","Dừng ở Đường Bạch Đằng","1","audio-authored-dung-o-duong-bach-dang-a467848815","viet-family-city-danang-atm-bach-dang-street","explore-next","phrase"
"dừng ở đường đồng khởi","Dừng ở Đường Đồng Khởi","1","audio-authored-dung-o-duong-dong-khoi-6c50fba404","viet-family-city-hcmc-atm-dong-khoi-street","explore-next","phrase"
"dừng ở đường lê lợi","Dừng ở Đường Lê Lợi","1","audio-authored-dung-o-duong-le-loi-07b7da83a9","viet-family-city-hue-atm-le-loi-street","when-to-use","phrase"
"dừng ở đường lê thánh tôn","Dừng ở Đường Lê Thánh Tôn","1","audio-authored-dung-o-duong-le-thanh-ton-903b634e21","viet-family-city-hcmc-go-le-thanh-ton-street","when-to-use","phrase"
"dừng ở đường nguyễn trãi","Dừng ở Đường Nguyễn Trãi","1","audio-authored-dung-o-duong-nguyen-trai-810ac12f79","viet-family-city-hcmc-go-nguyen-trai-street","when-to-use","phrase"
"dừng ở đường nguyễn văn linh","Dừng ở Đường Nguyễn Văn Linh","1","audio-authored-dung-o-duong-nguyen-van-linh-ea7a5b650b","viet-family-city-danang-go-nguyen-van-linh-street","when-to-use","phrase"
"dừng ở đường pasteur","Dừng ở Đường Pasteur","1","audio-authored-dung-o-duong-pasteur-c7b28db040","viet-family-city-hcmc-go-pasteur-street","when-to-use","phrase"
"dừng ở faifo coffee","Dừng ở Faifo Coffee","1","audio-authored-dung-o-faifo-coffee-7681bd356b","viet-family-city-hoian-atm-faifo-coffee","when-to-use","phrase"
"dừng ở ga đà nẵng","Dừng ở Ga Đà Nẵng","1","audio-authored-dung-o-ga-da-nang-e93d73ac2e","viet-family-city-danang-go-railway-station","when-to-use","phrase"
"dừng ở ga huế","Dừng ở Ga Huế","1","audio-authored-dung-o-ga-hue-7f2f73305a","viet-family-city-hue-go-railway-station","when-to-use","phrase"
"dừng ở hồ hoàn kiếm","Dừng ở Hồ Hoàn Kiếm","1","audio-authored-dung-o-ho-hoan-kiem-df27527610","viet-family-city-hanoi-atm-hoan-kiem-lake","explore-next","phrase"
"dừng ở hoàng thành thăng long","Dừng ở Hoàng thành Thăng Long","1","audio-authored-dung-o-hoang-thanh-thang-long-16959d0e55","viet-family-city-hanoi-atm-imperial-citadel","when-to-use","phrase"
"dừng ở hội quán phúc kiến","Dừng ở Hội quán Phúc Kiến","1","audio-authored-dung-o-hoi-quan-phuc-kien-09a071f436","viet-family-city-hoian-atm-fujian-assembly-hall","when-to-use","phrase"
"dừng ở kinh thành huế","Dừng ở Kinh thành Huế","1","audio-authored-dung-o-kinh-thanh-hue-e41a729eba","viet-family-city-hue-atm-imperial-city","when-to-use","phrase"
"dừng ở landmark 81","Dừng ở Landmark 81","1","audio-authored-dung-o-landmark-81-133cdefc4c","viet-family-city-hcmc-go-landmark-81","when-to-use","phrase"
"dừng ở lăng bác","Dừng ở Lăng Bác","1","audio-authored-dung-o-lang-bac-b510c56787","viet-family-city-hanoi-atm-ho-chi-minh-mausoleum","when-to-use","phrase"
"dừng ở làng đá non nước","Dừng ở Làng đá Non Nước","1","audio-authored-dung-o-lang-da-non-nuoc-b6397f3722","viet-family-city-danang-go-non-nuoc-stone-village","when-to-use","phrase"
"dừng ở lăng đồng khánh","Dừng ở Lăng Đồng Khánh","1","audio-authored-dung-o-lang-dong-khanh-cd29b5974c","viet-family-city-hue-atm-dong-khanh-tomb","when-to-use","phrase"
"dừng ở làng dừa cẩm thanh","Dừng ở Làng dừa Cẩm Thanh","1","audio-authored-dung-o-lang-dua-cam-thanh-ad2e913815","viet-family-city-hoian-atm-cam-thanh-coconut-village","when-to-use","phrase"
"dừng ở lăng gia long","Dừng ở Lăng Gia Long","1","audio-authored-dung-o-lang-gia-long-d1d58e0545","viet-family-city-hue-atm-gia-long-tomb","when-to-use","phrase"
"dừng ở làng gốm thanh hà","Dừng ở Làng gốm Thanh Hà","1","audio-authored-dung-o-lang-gom-thanh-ha-543707053f","viet-family-city-hoian-go-thanh-ha","when-to-use","phrase"
"dừng ở lăng khải định","Dừng ở Lăng Khải Định","1","audio-authored-dung-o-lang-khai-dinh-225b2cba19","viet-family-city-hue-atm-khai-dinh-tomb","when-to-use","phrase"
"dừng ở lăng minh mạng","Dừng ở Lăng Minh Mạng","1","audio-authored-dung-o-lang-minh-mang-80be78742d","viet-family-city-hue-atm-minh-mang-tomb","when-to-use","phrase"
"dừng ở làng mộc kim bồng","Dừng ở Làng mộc Kim Bồng","1","audio-authored-dung-o-lang-moc-kim-bong-6b07ea4125","viet-family-city-hoian-go-kim-bong-carpentry-village","when-to-use","phrase"
"dừng ở les jardins de la carambole","Dừng ở Les Jardins de la Carambole","1","audio-authored-dung-o-les-jardins-de-la-carambole-03f34e7e00","viet-family-city-hue-atm-les-jardins","when-to-use","phrase"
"dừng ở miếu quan công","Dừng ở Miếu Quan Công","1","audio-authored-dung-o-mieu-quan-cong-e00b96c7b1","viet-family-city-hoian-go-quan-cong-temple","when-to-use","phrase"
"dừng ở morning glory hội an","Dừng ở Morning Glory Hội An","1","audio-authored-dung-o-morning-glory-hoi-an-8afc3e0376","viet-family-city-hoian-go-morning-glory","when-to-use","phrase"
"dừng ở nén đà nẵng","Dừng ở Nén Đà Nẵng","1","audio-authored-dung-o-nen-da-nang-a8bde66025","viet-family-city-danang-go-nen","when-to-use","phrase"
"dừng ở ngũ hành sơn","Dừng ở Ngũ Hành Sơn","1","audio-authored-dung-o-ngu-hanh-son-d265ed4878","viet-family-city-danang-go-marble-mountains","when-to-use","phrase"
"dừng ở nhà cổ tấn ký","Dừng ở Nhà cổ Tấn Ký","1","audio-authored-dung-o-nha-co-tan-ky-781453b788","viet-family-city-hoian-go-tan-ky-old-house","when-to-use","phrase"
"dừng ở nhà hát lớn hà nội","Dừng ở Nhà hát Lớn Hà Nội","1","audio-authored-dung-o-nha-hat-lon-ha-noi-3bdee2b150","viet-family-city-hanoi-go-opera-house","when-to-use","phrase"
"dừng ở nhà hát thành phố","Dừng ở Nhà hát Thành phố","1","audio-authored-dung-o-nha-hat-thanh-pho-bf139c0758","viet-family-city-hcmc-go-opera-house","when-to-use","phrase"
"dừng ở nhà thờ con gà đà nẵng","Dừng ở Nhà thờ Con Gà Đà Nẵng","1","audio-authored-dung-o-nha-tho-con-ga-da-nang-fb2915ee93","viet-family-city-danang-atm-cathedral","when-to-use","phrase"
"dừng ở nhà thờ đức bà sài gòn","Dừng ở Nhà thờ Đức Bà Sài Gòn","1","audio-authored-dung-o-nha-tho-duc-ba-sai-gon-647afbcd46","viet-family-city-hcmc-go-notre-dame","when-to-use","phrase"
"dừng ở nhà thờ lớn hà nội","Dừng ở Nhà thờ Lớn Hà Nội","1","audio-authored-dung-o-nha-tho-lon-ha-noi-7137d00e3d","viet-family-city-hanoi-go-st-joseph-cathedral","when-to-use","phrase"
"dừng ở nhà thờ phủ cam","Dừng ở Nhà thờ Phủ Cam","1","audio-authored-dung-o-nha-tho-phu-cam-071b93c29c","viet-family-city-hue-go-phu-cam-church","when-to-use","phrase"
"dừng ở nhà tù hỏa lò","Dừng ở Nhà tù Hỏa Lò","1","audio-authored-dung-o-nha-tu-hoa-lo-5a2664225d","viet-family-city-hanoi-atm-hoa-lo-prison","when-to-use","phrase"
"dừng ở phở bát đàn","Dừng ở Phở Bát Đàn","1","audio-authored-dung-o-pho-bat-dan-f3446e5bd6","viet-family-city-hanoi-go-pho-bat-dan","when-to-use","phrase"
"dừng ở phố bùi viện","Dừng ở Phố Bùi Viện","1","audio-authored-dung-o-pho-bui-vien-8e360550f7","viet-family-city-hcmc-atm-bui-vien-street","when-to-use","phrase"
"dừng ở phố cổ bao vinh","Dừng ở Phố cổ Bao Vinh","1","audio-authored-dung-o-pho-co-bao-vinh-8e1af700e7","viet-family-city-hue-atm-bao-vinh-ancient-town","explore-next","phrase"
"dừng ở phố cổ hà nội","Dừng ở phố cổ Hà Nội","1","audio-authored-dung-o-pho-co-ha-noi-9506d5e669","viet-family-city-hanoi-atm-old-quarter","when-to-use","phrase"
"dừng ở phố cổ hội an","Dừng ở Phố cổ Hội An","1","audio-authored-dung-o-pho-co-hoi-an-0c9d613047","viet-family-city-hoian-stop-ancient-town","hero","hero"
"dừng ở phố đi bộ nguyễn đình chiểu","Dừng ở Phố đi bộ Nguyễn Đình Chiểu","1","audio-authored-dung-o-pho-di-bo-nguyen-dinh-chieu-97fd25f6e8","viet-family-city-hue-go-nguyen-dinh-chieu-street","when-to-use","phrase"
"dừng ở phố đi bộ nguyễn huệ","Dừng ở phố đi bộ Nguyễn Huệ","1","audio-authored-dung-o-pho-di-bo-nguyen-hue-3583dd105a","viet-family-city-hcmc-atm-nguyen-hue","when-to-use","phrase"
"dừng ở phố đường tàu hà nội","Dừng ở Phố đường tàu Hà Nội","1","audio-authored-dung-o-pho-duong-tau-ha-noi-9b7192ef4b","viet-family-city-hanoi-go-train-street","when-to-use","phrase"
"dừng ở phố hàng bạc","Dừng ở Phố Hàng Bạc","1","audio-authored-dung-o-pho-hang-bac-404ce0300f","viet-family-city-hanoi-atm-hang-bac-street","when-to-use","phrase"
"dừng ở phố hàng gai","Dừng ở Phố Hàng Gai","1","audio-authored-dung-o-pho-hang-gai-4ef482dd8d","viet-family-city-hanoi-atm-hang-gai-street","explore-next","phrase"
"dừng ở phố phạm ngũ lão","Dừng ở Phố Phạm Ngũ Lão","1","audio-authored-dung-o-pho-pham-ngu-lao-e517964405","viet-family-city-hcmc-go-pham-ngu-lao-street","when-to-use","phrase"
"dừng ở phố phan đình phùng","Dừng ở Phố Phan Đình Phùng","1","audio-authored-dung-o-pho-phan-dinh-phung-23e02f2531","viet-family-city-hanoi-go-phan-dinh-phung-street","when-to-use","phrase"
"dừng ở phố tạ hiện","Dừng ở Phố Tạ Hiện","1","audio-authored-dung-o-pho-ta-hien-61af86caad","viet-family-city-hanoi-go-ta-hien","when-to-use","phrase"
"dừng ở quận 1","Dừng ở Quận 1","1","audio-authored-dung-o-quan-1-eeeb37b26a","viet-family-city-hcmc-stop-district-1","hero","hero"
"dừng ở quảng trường ba đình","Dừng ở Quảng trường Ba Đình","1","audio-authored-dung-o-quang-truong-ba-dinh-6458a6819e","viet-family-city-hanoi-atm-ba-dinh-square","when-to-use","phrase"
"dừng ở rạn nam ô","Dừng ở Rạn Nam Ô","1","audio-authored-dung-o-ran-nam-o-40e78f4f19","viet-family-city-danang-go-nam-o-reef","when-to-use","phrase"
"dừng ở reaching out tea house","Dừng ở Reaching Out Tea House","1","audio-authored-dung-o-reaching-out-tea-house-78d411e6a4","viet-family-city-hoian-go-reach-out-tea-house","when-to-use","phrase"
"dừng ở rừng dừa bảy mẫu","Dừng ở Rừng dừa Bảy Mẫu","1","audio-authored-dung-o-rung-dua-bay-mau-438889b550","viet-family-city-hoian-atm-bay-mau-coconut-forest","when-to-use","phrase"
"dừng ở sân bay đà nẵng","Dừng ở Sân bay Đà Nẵng","1","audio-authored-dung-o-san-bay-da-nang-052c34e81c","viet-family-city-danang-atm-airport","when-to-use","phrase"
"dừng ở sân bay nội bài","Dừng ở Sân bay Nội Bài","1","audio-authored-dung-o-san-bay-noi-bai-4172210010","viet-family-city-hanoi-go-noi-bai-airport","when-to-use","phrase"
"dừng ở sân bay phú bài","Dừng ở Sân bay Phú Bài","1","audio-authored-dung-o-san-bay-phu-bai-239a867946","viet-family-city-hue-go-phu-bai-airport","when-to-use","phrase"
"dừng ở sông hàn","Dừng ở Sông Hàn","1","audio-authored-dung-o-song-han-3e3fd35208","viet-family-city-danang-atm-han-river","explore-next","phrase"
"dừng ở sông hoài","Dừng ở sông Hoài","1","audio-authored-dung-o-song-hoai-383e249ccb","viet-family-city-hoian-atm-hoai-river","when-to-use","phrase"
"dừng ở sông hương","Dừng ở Sông Hương","1","audio-authored-dung-o-song-huong-a6588c4838","viet-family-city-hue-go-perfume-river","when-to-use","phrase"
"dừng ở sông thu bồn","Dừng ở Sông Thu Bồn","1","audio-authored-dung-o-song-thu-bon-8c932c588a","viet-family-city-hoian-go-thu-bon-river","when-to-use","phrase"
"dừng ở tầm vị","Dừng ở Tầm Vị","1","audio-authored-dung-o-tam-vi-2bb295cff1","viet-family-city-hanoi-go-tam-vi","when-to-use","phrase"
"dừng ở tây hồ","Dừng ở Tây Hồ","1","audio-authored-dung-o-tay-ho-1c049299a3","viet-family-city-hanoi-go-tay-ho","when-to-use","phrase"
"dừng ở thánh địa mỹ sơn","Dừng ở Thánh địa Mỹ Sơn","1","audio-authored-dung-o-thanh-dia-my-son-9ffe1f3c8f","viet-family-city-hoian-go-my-son-sanctuary","when-to-use","phrase"
"dừng ở tòa nhà bitexco","Dừng ở Tòa nhà Bitexco","1","audio-authored-dung-o-toa-nha-bitexco-90e7c30977","viet-family-city-hcmc-atm-bitexco-tower","when-to-use","phrase"
"dừng ở văn miếu","Dừng ở Văn Miếu","1","audio-authored-dung-o-van-mieu-5b51993006","viet-family-city-hanoi-go-temple-literature","when-to-use","phrase"
"đường bạch đằng","Đường Bạch Đằng","1","audio-authored-duong-bach-dang-905007f3e8","viet-family-city-danang-atm-bach-dang-street","place-anchor","phrase"
"đường bạch đằng gần đây không?","Đường Bạch Đằng gần đây không?","1","audio-authored-duong-bach-dang-gan-day-khong-4b4756b094","viet-family-city-danang-atm-bach-dang-street","when-to-use","phrase"
"đường bạch đằng ở đâu?","Đường Bạch Đằng ở đâu?","1","audio-authored-duong-bach-dang-o-dau-7accb753ff","viet-family-city-danang-where-bach-dang-street","hero","hero"
"đường đồng khởi","Đường Đồng Khởi","1","audio-authored-duong-dong-khoi-c023621487","viet-family-city-hcmc-atm-dong-khoi-street","place-anchor","phrase"
"đường đồng khởi ở đâu?","Đường Đồng Khởi ở đâu?","1","audio-authored-duong-dong-khoi-o-dau-85f0b0c280","viet-family-city-hcmc-where-dong-khoi-street","hero","hero"
"đường lê lợi","Đường Lê Lợi","1","audio-authored-duong-le-loi-01f6855c42","viet-family-city-hue-atm-le-loi-street","place-anchor","phrase"
"đường lê lợi gần đây không?","Đường Lê Lợi gần đây không?","1","audio-authored-duong-le-loi-gan-day-khong-ff6f22ec59","viet-family-city-hue-atm-le-loi-street","when-to-use","phrase"
"đường lê lợi ở đâu?","Đường Lê Lợi ở đâu?","1","audio-authored-duong-le-loi-o-dau-e8a43e5e8c","viet-family-city-hue-atm-le-loi-street","explore-next","phrase"
"đường lê thánh tôn","Đường Lê Thánh Tôn","1","audio-authored-duong-le-thanh-ton-da11debdb4","viet-family-city-hcmc-go-le-thanh-ton-street","place-anchor","phrase"
"đường nguyễn trãi","Đường Nguyễn Trãi","1","audio-authored-duong-nguyen-trai-02c6b2e488","viet-family-city-hcmc-go-nguyen-trai-street","place-anchor","phrase"
"đường nguyễn văn linh","Đường Nguyễn Văn Linh","1","audio-authored-duong-nguyen-van-linh-2fa0fcb186","viet-family-city-danang-go-nguyen-van-linh-street","place-anchor","phrase"
"đường nguyễn văn linh gần đây không?","Đường Nguyễn Văn Linh gần đây không?","1","audio-authored-duong-nguyen-van-linh-gan-day-khong-63a70d6a49","viet-family-city-danang-go-nguyen-van-linh-street","when-to-use","phrase"
"đường nguyễn văn linh ở đâu?","Đường Nguyễn Văn Linh ở đâu?","1","audio-authored-duong-nguyen-van-linh-o-dau-04b68ce6df","viet-family-city-danang-go-nguyen-van-linh-street","when-to-use","phrase"
"đường pasteur","Đường Pasteur","1","audio-authored-duong-pasteur-67fc5488cf","viet-family-city-hcmc-go-pasteur-street","place-anchor","phrase"
"đường võ nguyên giáp","Đường Võ Nguyên Giáp","1","audio-authored-duong-vo-nguyen-giap-63dd6840e9","viet-family-city-danang-go-vo-nguyen-giap-street","place-anchor","phrase"
"đường võ nguyên giáp gần đây không?","Đường Võ Nguyên Giáp gần đây không?","1","audio-authored-duong-vo-nguyen-giap-gan-day-khong-8d519813c0","viet-family-city-danang-go-vo-nguyen-giap-street","when-to-use","phrase"
"đường võ nguyên giáp ở đâu?","Đường Võ Nguyên Giáp ở đâu?","1","audio-authored-duong-vo-nguyen-giap-o-dau-f4d3cdd20c","viet-family-city-danang-go-vo-nguyen-giap-street","when-to-use","phrase"
"faifo coffee","Faifo Coffee","1","audio-authored-faifo-coffee-7e9cf20535","viet-family-city-hoian-atm-faifo-coffee","place-anchor","phrase"
"faifo coffee ở đâu?","Faifo Coffee ở đâu?","1","audio-authored-faifo-coffee-o-dau-82ba7bcb2d","viet-family-city-hoian-atm-faifo-coffee","when-to-use","phrase"
"ga đà nẵng","Ga Đà Nẵng","1","audio-authored-ga-da-nang-47d24faee3","viet-family-city-danang-go-railway-station","place-anchor","phrase"
"ga huế","Ga Huế","1","audio-authored-ga-hue-de638a95f8","viet-family-city-hue-go-railway-station","place-anchor","phrase"
"ga huế ở đâu?","Ga Huế ở đâu?","1","audio-authored-ga-hue-o-dau-8d7e17b9fa","viet-family-city-hue-go-railway-station","when-to-use","phrase"
"hồ con rùa","Hồ Con Rùa","1","audio-authored-ho-con-rua-05c5dc7f57","viet-family-city-hcmc-go-turtle-lake","place-anchor","phrase"
"hồ con rùa ở đâu?","Hồ Con Rùa ở đâu?","1","audio-authored-ho-con-rua-o-dau-23d570c98b","viet-family-city-hcmc-go-turtle-lake","when-to-use","phrase"
"hồ hoàn kiếm","Hồ Hoàn Kiếm","1","audio-authored-ho-hoan-kiem-9dd14822a0","viet-family-city-hanoi-atm-hoan-kiem-lake","place-anchor","phrase"
"hồ hoàn kiếm ở đâu?","Hồ Hoàn Kiếm ở đâu?","1","audio-authored-ho-hoan-kiem-o-dau-14723bd69b","viet-family-city-hanoi-where-hoan-kiem","hero","hero"
"hồ tây","Hồ Tây","1","audio-authored-ho-tay-e93d0b9507","viet-family-city-hanoi-go-west-lake","place-anchor","phrase"
"hồ trúc bạch","Hồ Trúc Bạch","1","audio-authored-ho-truc-bach-2d9fcbf59f","viet-family-city-hanoi-go-truc-bach-lake","place-anchor","phrase"
"hồ trúc bạch ở đâu?","Hồ Trúc Bạch ở đâu?","1","audio-authored-ho-truc-bach-o-dau-330ab1e8e0","viet-family-city-hanoi-go-truc-bach-lake","when-to-use","phrase"
"hoàng thành thăng long","Hoàng thành Thăng Long","1","audio-authored-hoang-thanh-thang-long-ffe47b481c","viet-family-city-hanoi-atm-imperial-citadel","place-anchor","phrase"
"hoàng thành thăng long ở đâu?","Hoàng thành Thăng Long ở đâu?","1","audio-authored-hoang-thanh-thang-long-o-dau-4c5a202c93","viet-family-city-hanoi-atm-imperial-citadel","when-to-use","phrase"
"hội quán phúc kiến","Hội quán Phúc Kiến","1","audio-authored-hoi-quan-phuc-kien-9b940f7920","viet-family-city-hoian-atm-fujian-assembly-hall","place-anchor","phrase"
"hội quán phúc kiến ở đâu?","Hội quán Phúc Kiến ở đâu?","1","audio-authored-hoi-quan-phuc-kien-o-dau-90c14fc345","viet-family-city-hoian-atm-fujian-assembly-hall","when-to-use","phrase"
"khách sạn ở quận 1","Khách sạn ở Quận 1","1","audio-authored-khach-san-o-quan-1-f693507d24","viet-family-city-hcmc-atm-district-1","explore-next","phrase"
"kinh thành huế","Kinh thành Huế","1","audio-authored-kinh-thanh-hue-de5f6bd582","viet-family-city-hue-atm-imperial-city","place-anchor","phrase"
"kinh thành huế ở đâu?","Kinh thành Huế ở đâu?","1","audio-authored-kinh-thanh-hue-o-dau-61efeea7d0","viet-family-city-hue-atm-imperial-city","explore-next","phrase"
"landmark 81","Landmark 81","1","audio-authored-landmark-81-23977f8a15","viet-family-city-hcmc-go-landmark-81","place-anchor","phrase"
"landmark 81 ở đâu?","Landmark 81 ở đâu?","1","audio-authored-landmark-81-o-dau-1b89a21ced","viet-family-city-hcmc-go-landmark-81","when-to-use","phrase"
"lăng bác","Lăng Bác","1","audio-authored-lang-bac-8b842c6c9f","viet-family-city-hanoi-atm-ho-chi-minh-mausoleum","place-anchor","phrase"
"lăng bác ở đâu?","Lăng Bác ở đâu?","1","audio-authored-lang-bac-o-dau-71a11f02bd","viet-family-city-hanoi-atm-ho-chi-minh-mausoleum","explore-next","phrase"
"làng đá non nước","Làng đá Non Nước","1","audio-authored-lang-da-non-nuoc-8642dec883","viet-family-city-danang-go-non-nuoc-stone-village","place-anchor","phrase"
"làng đá non nước ở đâu?","Làng đá Non Nước ở đâu?","1","audio-authored-lang-da-non-nuoc-o-dau-5a10e84c93","viet-family-city-danang-go-non-nuoc-stone-village","when-to-use","phrase"
"lăng đồng khánh","Lăng Đồng Khánh","1","audio-authored-lang-dong-khanh-0a174d31f6","viet-family-city-hue-atm-dong-khanh-tomb","place-anchor","phrase"
"lăng đồng khánh ở đâu?","Lăng Đồng Khánh ở đâu?","1","audio-authored-lang-dong-khanh-o-dau-2aaf866384","viet-family-city-hue-atm-dong-khanh-tomb","explore-next","phrase"
"làng dừa cẩm thanh","Làng dừa Cẩm Thanh","1","audio-authored-lang-dua-cam-thanh-b392e21530","viet-family-city-hoian-atm-cam-thanh-coconut-village","place-anchor","phrase"
"làng dừa cẩm thanh ở đâu?","Làng dừa Cẩm Thanh ở đâu?","1","audio-authored-lang-dua-cam-thanh-o-dau-23fad27aa2","viet-family-city-hoian-atm-cam-thanh-coconut-village","when-to-use","phrase"
"lăng gia long","Lăng Gia Long","1","audio-authored-lang-gia-long-c74f2689ef","viet-family-city-hue-atm-gia-long-tomb","place-anchor","phrase"
