item_id,menu_type,category,subcategory,popular,vietnamese_item,english_translation,romanized_no_tones,sound_out,notes,at_a_glance,usually_includes,good_to_know,common_options,quick_say_vietnamese,quick_say_english,quick_say_sound_out,what_it_is,how_to_enjoy,how_locals_order,worth_knowing,regional_association,origin_posture,traveler_caution,helper_phrase_ids,order_line_audio_policy,editorial_status
drink-tra-atiso,Drink,Tea,,false,Trà atiso,Artichoke tea,Tra atiso,chah ah-tee-soh,,"Trà atiso is Đà Lạt artichoke tea, earthy, gently sweet, and tied to the highland city’s cool-weather produce culture.",artichoke tea | hot water or ice | sugar optional,"Can be naturally sweet or sweetened, depending on the shop.",hot | iced | less sugar | no ice,Cho tôi một ly trà atiso.,I’d like one glass of artichoke tea.,chaw toy moht lee chah ah-tee-soh,"Trà atiso is tea made from artichoke, often linked with Đà Lạt. Expect artichoke tea with a mellow herbal sweetness and lightly earthy finish.",Drink it hot or iced as a gentle herbal option rather than a sharp tea.,"Order trà atiso hot or iced, especially in Đà Lạt contexts. Ask ít đường if you want the earthy artichoke flavor instead of a sweet herbal drink.","Atiso, artichoke tea, is associated with Đà Lạt and tastes herbal, mellow, and slightly earthy.",Đà Lạt,regional-association,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-bi-dao,Drink,Tea,,false,Trà bí đao,Winter melon tea,Tra bi dao,chah bee dow,,"Trà bí đao is winter melon tea, dark, mellow, caramel-like, and part of Vietnam’s cooling herbal drink tradition.",winter melon tea | ice | sugar optional,"Bí đao is winter melon, not peach.",less sweet | no ice | cold bottle | takeaway,Cho tôi một ly trà bí đao.,I’d like one glass of winter melon tea.,chaw toy moht lee chah bee dow,"Trà bí đao is tea or drink made from bí đao, winter melon. Expect winter melon tea that is dark, mellow, caramel-like, and usually sweet over ice.",Order it cold and ask for less sugar if you want the herbal melon note clearer.,Order trà bí đao cold unless you want a hot herbal cup. Ask ít đường if you want the mellow winter-melon flavor clearer.,"Winter-melon tea is a popular cooling drink from bottles, street stalls, and casual cafés; it is usually dark, mellow, caramel-like, and sweet over ice.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-hoa-cuc,Drink,Tea,,false,Trà hoa cúc,Chrysanthemum tea,Tra hoa cuc,chah hwah kook,,"Trà hoa cúc is chrysanthemum tea, floral and gentle, often chosen when you want a calming herbal cup instead of caffeine punch.",chrysanthemum tea | hot water or ice | sugar optional,Often lightly sweetened.,hot | iced | less sugar | no ice,Cho tôi một ly trà hoa cúc.,I’d like one glass of chrysanthemum tea.,chaw toy moht lee chah hwah kook,"Trà hoa cúc is herbal tea made with chrysanthemum flowers. Expect chrysanthemum tea with a honeyed floral aroma, soft herbal body, and gentle sweetness.",Drink it hot for fragrance or iced for a cooling herbal cup.,"Order trà hoa cúc when you want a floral chrysanthemum tea, hot or iced. Ask ít đường if you want the light honeyed-herbal flavor to stay clean.","In Vietnamese tea shops and cafes, chrysanthemum tea is gentle, floral, and cooling; it is often chosen when coffee feels too heavy.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-bo,Drink,Smoothies,,true,Sinh tố bơ,Avocado smoothie,Sinh to bo,sing toh buh,,"Sinh tố bơ is Vietnam’s famous avocado smoothie, thick and creamy with condensed milk turning a savory fruit into dessert.",avocado | condensed milk | ice | milk optional,Rich and filling enough to count as a snack.,less sweet | less condensed milk | no ice | takeaway,Cho tôi một ly sinh tố bơ.,I’d like one glass of avocado smoothie.,chaw toy moht lee sing toh buh,"Sinh tố bơ is ripe avocado blended with ice, milk, or condensed milk. Expect avocado smoothie that is thick, buttery, creamy, and often sweetened with condensed milk.",Drink it with a straw or spoon; ask for less sugar if you want the avocado flavor more savory and mellow.,"Sinh tố bơ is meant to be thick and buttery, not a thin health shake. Ask less condensed milk or less sugar before blending if you want the avocado flavor more mellow.","In Vietnam, Sinh tố bơ is one of the most distinctive Vietnamese smoothie experiences for visitors who expect avocado to be salty.",,category-context,Usually contains dairy or condensed milk.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-xoai,Drink,Smoothies,,true,Sinh tố xoài,Mango smoothie,Sinh to xoai,sing toh swai,,"Sinh tố xoài is mango smoothie, thick, golden, tropical, and one of the easiest Vietnamese fruit drinks to fall for.",mango | ice | milk or condensed milk | sugar optional,Can be very sweet with condensed milk.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố xoài.,I’d like one glass of mango smoothie.,chaw toy moht lee sing toh swai,"Sinh tố xoài is ripe mango blended with ice and often milk or condensed milk. Expect mango smoothie that is fragrant, sunny, thick, and sweet-tart when the mango is ripe.",Ask for less sugar if the mango is already sweet; drink it before the ice thins the texture.,"Order sinh tố xoài when you want a rich fruit drink. Ask ít đường, không sữa đặc, or ít đá before blending to control sweetness and thickness.","Mango smoothie is a reliable way to taste ripe tropical fruit without choosing a mango at the market; it can be thick, creamy, and dessert-sweet.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-dau,Drink,Smoothies,,false,Sinh tố dâu,Strawberry smoothie,Sinh to dau,sing toh zow,,"Sinh tố dâu is strawberry smoothie, pink, creamy, sweet-tart, and a common fruit-café order in Vietnam.",strawberry | ice | milk or condensed milk | sugar optional,Usually sweeter and milkier than a fruit juice.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố dâu.,I’d like one glass of strawberry smoothie.,chaw toy moht lee sing toh zow,"Sinh tố dâu is strawberries blended with ice, milk, and sometimes condensed milk. Expect strawberry smoothie that is creamy, pink, sweet-tart, and often café-style rather than street-classic.",Ask for ít đường or ít đá before blending; drink it while the fruit is cold and bright.,"Sinh tố dâu is blended to order, so ask ít đường, ít sữa, or ít đá before the fruit hits the blender. The best version should taste like strawberry, not just cold condensed milk.","In Vietnam, Sinh tố dâu often hints at Đà Lạt fruit culture because the cool highlands are famous for strawberries.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-chuoi,Drink,Smoothies,,false,Sinh tố chuối,Banana smoothie,Sinh to chuoi,sing toh choo-ee,,"Sinh tố chuối is banana smoothie comfort, creamy and familiar, but usually sweeter and colder in Vietnamese café style.",banana | ice | milk or condensed milk | sugar optional,Good when you want a less tart fruit drink.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố chuối.,I’d like one glass of banana smoothie.,chaw toy moht lee sing toh choo-ee,"Sinh tố chuối is ripe banana blended with ice, milk, or condensed milk. Expect banana smoothie that is creamy, mellow, filling, and naturally sweet.",Order it when you want something gentle and substantial between meals.,"Sinh tố chuối is blended to order, so ask ít đường, ít sữa, or ít đá before the fruit hits the blender. The best version should taste like banana, not just cold condensed milk.","In Vietnam, Sinh tố chuối is a familiar fruit drink made Vietnamese by the ice-and-condensed-milk smoothie style.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-mang-cau,Drink,Smoothies,,true,Sinh tố mãng cầu,Soursop smoothie,Sinh to mang cau,sing toh mahng kow,,"Sinh tố mãng cầu is soursop smoothie, tangy, creamy, fragrant, and one of the more exciting tropical fruit drinks for visitors.",soursop | ice | condensed milk | sugar optional,The texture can be thick and pulpy.,less sweet | less milk | more ice | takeaway,Cho tôi một ly sinh tố mãng cầu.,I’d like one glass of soursop smoothie.,chaw toy moht lee sing toh mahng kow,"Sinh tố mãng cầu is mãng cầu blended with ice, milk, or condensed milk. Expect soursop smoothie that is creamy, tropical, tart, and almost sherbet-like.",Ask for less sugar if you like the fruit’s natural tang.,"Sinh tố mãng cầu has natural tartness, so ask less sugar only if you enjoy a sharper fruit taste. Less ice makes the smoothie thicker and more fragrant.","In Vietnam, Sinh tố mãng cầu introduces a fruit many visitors do not know before Vietnam: fragrant, soft, and sweet-sour.",,category-context,Usually contains dairy or condensed milk.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-dua,Drink,Smoothies,,false,Sinh tố dừa,Coconut smoothie,Sinh to dua,sing toh yoo-uh,,"Sinh tố dừa is coconut smoothie, rich and icy with a creamy tropical body that feels made for Vietnamese heat.",coconut | ice | milk or condensed milk | sugar optional,Ask about dairy if you avoid milk or condensed milk.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố dừa.,I’d like one glass of coconut smoothie.,chaw toy moht lee sing toh yoo-uh,"Sinh tố dừa is young coconut or coconut cream blended with ice and milk. Expect coconut smoothie that is creamy, icy, lightly nutty, and dessert-like.",Drink it slowly; coconut richness can make it feel heavier than juice.,"Sinh tố dừa is blended to order, so ask ít đường, ít sữa, or ít đá before the fruit hits the blender. The best version should taste like coconut, not just cold condensed milk.","In Vietnam, Sinh tố dừa shows how Vietnamese smoothie stalls turn coconut from a water drink into a creamy dessert cup.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-sapoche,Drink,Smoothies,,false,Sinh tố sapôchê,Sapodilla smoothie,Sinh to sapoche,sing toh sah-poh-chay,,"Sinh tố sapôchê uses sapodilla for a brown-sugar, pear-like smoothie that many visitors have never tasted before Vietnam.",sapodilla | ice | milk or condensed milk | sugar optional,Usually sweet even before added sugar.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố sapôchê.,I’d like one glass of sapodilla smoothie.,chaw toy moht lee sing toh sah-poh-chay,"Sinh tố sapôchê is sapoche blended with ice and milk. Expect sapodilla smoothie with brown-sugar, caramel, and pear-like notes in a thick creamy blend.",Order it when you want a fruit flavor that feels soft and caramel-like instead of sharp.,"Sinh tố sapôchê is blended to order, so ask ít đường, ít sữa, or ít đá before the fruit hits the blender. The best version should taste like sapodilla, not just cold condensed milk.","In Vietnam, Sinh tố sapôchê is a classic Vietnamese smoothie-shop flavor that can surprise visitors who have never tasted sapodilla.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-thanh-long,Drink,Smoothies,,false,Sinh tố thanh long,Dragon fruit smoothie,Sinh to thanh long,sing toh tanh lawng,,"Sinh tố thanh long turns dragon fruit into a pale, speckled smoothie, mild, cooling, and gentle beside stronger tropical fruits.",dragon fruit | ice | milk or condensed milk | sugar optional,Milder than mango or passion fruit.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố thanh long.,I’d like one glass of dragon fruit smoothie.,chaw toy moht lee sing toh tanh lawng,"Sinh tố thanh long is dragon fruit blended with ice and sometimes milk. Expect dragon fruit smoothie that is mild, refreshing, lightly sweet, and often beautifully pink or white.",Ask for less sugar if you want the gentle fruit flavor to stay clean.,"Order sinh tố thanh long when you want a mild, cooling smoothie. Ask whether it is red or white dragon fruit if color and flavor matter.","Thanh long, dragon fruit, is one of the most visible fruits in Vietnamese markets; smoothies can be mild white-flesh or brighter pink-flesh versions.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-chanh-day,Drink,Smoothies,,false,Sinh tố chanh dây,Passion fruit smoothie,Sinh to chanh day,sing toh chan zay,,"Sinh tố chanh dây blends passion fruit into a tart, floral smoothie that keeps its bright tropical perfume even with milk and ice.",passion fruit | ice | sugar | milk optional,Seeds or pulp may be part of the texture.,less sweet | no milk | more ice | takeaway,Cho tôi một ly sinh tố chanh dây.,I’d like one glass of passion fruit smoothie.,chaw toy moht lee sing toh chan zay,"Sinh tố chanh dây is passion fruit blended with ice, sugar, and sometimes milk. Expect passion fruit smoothie that is tart, floral, bright, and fragrant through the straw.",Keep some sugar unless you love sharp sour drinks; passion fruit can be intense.,"Sinh tố chanh dây has natural tartness, so ask less sugar only if you enjoy a sharper fruit taste. Less ice makes the smoothie thicker and more fragrant.","In Vietnam, Sinh tố chanh dây captures Vietnam’s love of bright tropical acidity, especially in hot-weather café drinks.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-dua-hau,Drink,Smoothies,,false,Sinh tố dưa hấu,Watermelon smoothie,Sinh to dua hau,sing toh yoo-uh how,,"Sinh tố dưa hấu is watermelon blended into a cold, light smoothie that stays more refreshing than creamy.",watermelon | ice | milk or condensed milk | sugar optional,Much lighter than avocado or coconut smoothies.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố dưa hấu.,I’d like one glass of watermelon smoothie.,chaw toy moht lee sing toh yoo-uh how,"Sinh tố dưa hấu is watermelon blended with ice and sometimes sugar. Expect watermelon smoothie that is icy, juicy, light, and thirst-quenching.",Ask for little or no sugar if the watermelon is ripe.,Order sinh tố dưa hấu when you want something cold and light. Ask ít đường or ít đá before blending if you want more fruit flavor.,"Watermelon smoothie is the blended version of a hot-day market fruit break: icy, light, and refreshing rather than creamy.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-mit,Drink,Smoothies,,false,Sinh tố mít,Jackfruit smoothie,Sinh to mit,sing toh meet,,"Sinh tố mít is jackfruit smoothie, bold, honeyed, tropical, and aromatic enough that you smell the fruit before you sip.",jackfruit | ice | milk or condensed milk | sugar optional,The flavor is strong and sweet.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố mít.,I’d like one glass of jackfruit smoothie.,chaw toy moht lee sing toh meet,"Sinh tố mít is ripe jackfruit blended with ice and milk. Expect jackfruit smoothie with a strong tropical perfume, honeyed sweetness, and creamy body.",Order it if you want a bold fruit aroma; jackfruit is not shy.,"Sinh tố mít is blended to order, so ask ít đường, ít sữa, or ít đá before the fruit hits the blender. The best version should taste like jackfruit, not just cold condensed milk.","In Vietnam, Sinh tố mít introduces mít, a fruit Vietnamese markets love and visitors often remember by scent first.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-du-du,Drink,Smoothies,,false,Sinh tố đu đủ,Papaya smoothie,Sinh to du du,sing toh doo doo,,"Sinh tố đu đủ turns papaya into a mellow orange smoothie, tropical, soft, and gently musky when the fruit is ripe.",papaya | ice | milk or condensed milk | sugar optional,Ask for less sugar if you prefer papaya’s natural sweetness.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố đu đủ.,I’d like one glass of papaya smoothie.,chaw toy moht lee sing toh doo doo,"Sinh tố đu đủ is ripe papaya blended with ice and milk. Expect papaya smoothie that is mellow, soft, musky-sweet, and creamy.","Choose it when you want something gentle, not tart.","Order sinh tố đu đủ when you want a creamy, gentle fruit drink. Ask ít đường or không sữa đặc if you want the papaya flavor less sweet.","At Vietnamese smoothie stalls, papaya shows the softer side of tropical fruit drinks: mellow, musky-sweet, soothing, and less flashy than mango.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-trai-cay,Drink,Smoothies,,false,Sinh tố trái cây,Mixed fruit smoothie,Sinh to trai cay,sing toh chai kay,,"Sinh tố trái cây is the mixed-fruit smoothie wildcard, where the stall’s ripe fruit, condensed milk, and ice decide the cup.",mixed fruit | ice | milk or condensed milk | sugar optional,Flavor changes by shop and season.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố trái cây.,I’d like one glass of mixed fruit smoothie.,chaw toy moht lee sing toh chai kay,"Sinh tố trái cây is seasonal fruit blended with ice, milk, or yogurt. Expect mixed-fruit smoothie with whatever is ripe: sweet, creamy, colorful, and sometimes surprising.",Ask what fruit is going in if you care about flavor or allergies.,"Sinh tố trái cây is blended to order, so ask ít đường, ít sữa, or ít đá before the fruit hits the blender. The best version should taste like mixed fruit, not just cold condensed milk.","In Vietnam, Sinh tố trái cây is a good way to let a Vietnamese smoothie stall show its freshest fruit of the day.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-rau-ma,Drink,Smoothies,,false,Sinh tố rau má,Pennywort smoothie,Sinh to rau ma,sing toh row mah,,"Sinh tố rau má blends pennywort into a thicker green drink, cooling and grassy but softer than straight rau má juice.",pennywort | water or ice | sugar optional | mung bean optional,The grassy flavor can surprise first-timers.,less sweet | no milk | with mung bean | takeaway,Cho tôi một ly sinh tố rau má.,I’d like one glass of pennywort smoothie.,chaw toy moht lee sing toh row mah,"Sinh tố rau má is rau má blended into a cold drink, sometimes creamy. Expect pennywort smoothie that is green, herbal, grassy, and often softened with milk or mung bean.",Order it when you want something earthy and cooling instead of fruity.,"Sinh tố rau má is earthy and green, especially if mung bean is added. Ask less sweet and no milk if you want the pennywort flavor clean instead of dessert-like.","In Vietnam, Sinh tố rau má shows Vietnam’s herbal refreshment lane, where leafy drinks can be as common as fruit drinks.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-viet-quat,Drink,Smoothies,,false,Sinh tố việt quất,Blueberry smoothie,Sinh to viet quat,sing toh vee-et kwat,,"Sinh tố việt quất is blueberry smoothie, more modern café than old street stall, sweet, creamy, and familiar for travelers.",blueberry | ice | milk or condensed milk | sugar optional,Usually familiar but sweet.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố việt quất.,I’d like one glass of blueberry smoothie.,chaw toy moht lee sing toh vee-et kwat,"Sinh tố việt quất is blueberries blended with ice, milk, or yogurt. Expect blueberry smoothie that is berry-sweet, creamy, and more modern café than market-stall classic.",Ask for less sugar if you want tart berry flavor.,"Sinh tố việt quất is blended to order, so ask ít đường, ít sữa, or ít đá before the fruit hits the blender. The best version should taste like blueberry, not just cold condensed milk.","In Vietnam, Sinh tố việt quất belongs to the newer café side of Vietnam’s smoothie menus rather than older street-stall fruit staples.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-dao,Drink,Smoothies,,false,Sinh tố đào,Peach smoothie,Sinh to dao,sing toh dow,,"Sinh tố đào is peach smoothie, soft, fragrant, and often more café-style than traditional street juice.",peach | ice | milk or condensed milk | sugar optional,May taste more like peach syrup than fresh fruit depending on the café.,less sugar | no condensed milk | less ice | takeaway,Cho tôi một ly sinh tố đào.,I’d like one glass of peach smoothie.,chaw toy moht lee sing toh dow,"Sinh tố đào is peach blended with ice, milk, or yogurt. Expect peach smoothie that is fragrant, soft, sweet, and café-style.",Order it less sweet if you want fruit instead of syrup.,"Sinh tố đào is blended to order, so ask ít đường, ít sữa, or ít đá before the fruit hits the blender. The best version should taste like peach, not just cold condensed milk.","In Vietnam, Sinh tố đào sits with modern Vietnamese café fruit drinks, where peach is often served cold, sweet, and perfumed.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-mia,Drink,Juices & fresh drinks,,true,Nước mía,Sugarcane juice,Nuoc mia,nook mee-ah,,"Nước mía is fresh sugarcane pressed to order, grassy, sweet, icy, and lifted by kumquat or lime at sidewalk machines.",sugarcane juice | ice | kumquat or lime,Best fresh and very cold.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước mía.,I’d like one glass of sugarcane juice.,chaw toy moht lee nook mee-ah,"Nước mía is sugarcane pressed to order and poured over ice. Expect fresh sugarcane juice that is sweet, grassy, icy, and lifted by kumquat or lime.",Drink it fresh from the press; citrus keeps the sweetness from feeling flat.,"Nước mía is pressed fresh, often with kumquat or lime for a bright edge. Ask no ice if you want it stronger, but drink it soon while the cane flavor is grassy and cold.","In Vietnam, Nước mía is one of Vietnam’s great hot-weather street drinks, especially near markets, schools, and roadside stalls.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-cam,Drink,Juices & fresh drinks,,true,Nước cam,Orange juice,Nuoc cam,nook kahm,,"Nước cam is fresh orange juice as Vietnamese stalls often serve it, bright, pulpy, sweet-tart, and adjustable by sugar and ice.",orange | water | ice | sugar optional,Sugar and ice are the two useful adjustments.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước cam.,I’d like one glass of orange juice.,chaw toy moht lee nook kahm,"Nước cam is fresh or chilled orange juice. Expect orange juice that is bright, pulpy, sweet-tart, and often adjusted with sugar or ice.","Ask for ít đường if the oranges are already sweet, and ít đá if you want more juice in the glass.",Order nước cam cold and decide sugar and ice before the glass is finished. Ask ít đường for less sugar or không đá if you want more orange juice and no ice.,"At fresh-juice stalls, nước cam is a good place to practice sugar and ice requests while still getting a tart, pulpy orange flavor.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-chanh,Drink,Juices & fresh drinks,,true,Nước chanh,Limeade,Nuoc chanh,nook chan,,"Nước chanh is Vietnam’s hot-day limeade, sharp with fresh lime, sweetened to order, and usually poured over plenty of ice.",lime | water | sugar | ice,Usually sweet unless you ask.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước chanh.,I’d like one glass of limeade.,chaw toy moht lee nook chan,"Nước chanh is fresh lime mixed with water, sugar, and ice. Expect limeade that is sharp, sweet, citrusy, and very refreshing over ice.",Ask for less sugar if you want a cleaner lime bite.,"Nước chanh is usually made or poured cold, so ask no sugar, less sugar, or no ice before the glass is finished. Fresh fruit versions taste best when the flavor stays tart, pulpy, or fragrant.","In Vietnam, Nước chanh is a simple Vietnamese café and street drink that turns lime into a hot-day reset.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-chanh-muoi,Drink,Juices & fresh drinks,,false,Chanh muối,Salted lime drink,Chanh muoi,chan moo-ee,,Chanh muối uses preserved salted lime for a sour-salty-sweet drink that feels more like Vietnamese refreshment than ordinary lemonade.,salted preserved lime | water | sugar | ice,The salty preserved-lime flavor may surprise you.,less sweet | less salty | no ice | takeaway,Cho tôi một ly chanh muối.,I’d like one glass of salted lime drink.,chaw toy moht lee chan moo-ee,"Chanh muối is preserved salted lime mixed with water, sugar, and ice or hot water. Expect salty preserved-lime drink that is sour, salty, sweet, and deeply refreshing once diluted.",Stir well; the preserved lime flavor is concentrated and should spread through the glass.,"Chanh muối is salty, sweet, and sour from preserved lime, so ask less salty or less sweet before it is stirred. It should refresh, not taste briny.","In Vietnam, Chanh muối is a classic Vietnamese salty-sour drink, loved for refreshment and comfort rather than pure sweetness.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-dua,Drink,Juices & fresh drinks,,true,Nước dừa,Fresh coconut water,Nuoc dua,nook yoo-uh,,"Nước dừa is young coconut water, clean and lightly sweet, a simple taste of tropical Vietnam at markets, beaches, and roadside stalls.",fresh coconut water | coconut flesh optional | ice optional,Usually not as sweet as bottled coconut drinks.,no ice | with coconut flesh | whole coconut | takeaway cup,Cho tôi một ly nước dừa.,I’d like one glass of fresh coconut water.,chaw toy moht lee nook yoo-uh,"Nước dừa is water from a young coconut, sometimes served in the coconut itself. Expect fresh coconut water that is clean, lightly sweet, nutty, and cooling.",Drink it cold and scoop the soft coconut flesh if it is offered.,"Nước dừa is often ordered as a whole coconut or takeaway cup. Ask for no ice and coconut flesh if you want the clean, lightly sweet coconut experience.","In Vietnam, Nước dừa is one of the simplest ways to taste tropical Vietnam at beaches, markets, and street carts.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-ep-dua-hau,Drink,Juices & fresh drinks,,false,Nước ép dưa hấu,Watermelon juice,Nuoc ep dua hau,nook ep yoo-uh how,,"Nước ép dưa hấu is watermelon juice for humid days, light, juicy, softly sweet, and usually best when freshly blended.",watermelon | water | ice | sugar optional,Best cold and freshly blended.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước ép dưa hấu.,I’d like one glass of watermelon juice.,chaw toy moht lee nook ep yoo-uh how,"Nước ép dưa hấu is fresh watermelon pressed or blended into juice. Expect watermelon juice that is light, juicy, icy, and softly sweet.",Ask for no sugar if the fruit is ripe.,"Nước ép dưa hấu is usually made or poured cold, so ask no sugar, less sugar, or no ice before the glass is finished. Fresh fruit versions taste best when the flavor stays tart, pulpy, or fragrant.","In Vietnam, Nước ép dưa hấu is a cooling drink for humid days when you want refreshment without cream or caffeine.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-ep-thom,Drink,Juices & fresh drinks,,false,Nước ép thơm,Pineapple juice,Nuoc ep thom,nook ep tum,,"Nước ép thơm is pineapple juice with tropical bite, golden sweetness, and enough tartness to stay refreshing in Vietnamese heat.",pineapple | water | ice | sugar optional,Can be tart.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước ép thơm.,I’d like one glass of pineapple juice.,chaw toy moht lee nook ep tum,"Nước ép thơm is fresh pineapple juice, often served over ice. Expect pineapple juice that is golden, tangy, fragrant, and sweet with a little tropical bite.",Ask for less sugar if you like pineapple’s natural acidity.,"Nước ép thơm is usually made or poured cold, so ask no sugar, less sugar, or no ice before the glass is finished. Fresh fruit versions taste best when the flavor stays tart, pulpy, or fragrant.","In Vietnam, Nước ép thơm shows how Vietnamese juice stalls turn market fruit into quick, bright refreshment.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-ep-oi,Drink,Juices & fresh drinks,,false,Nước ép ổi,Guava juice,Nuoc ep oi,nook ep oy,,"Nước ép ổi is guava juice, pale, fragrant, sweet-tart, and sometimes lightly gritty in the way fresh guava should be.",guava | water | ice | sugar optional,May be pulpy or lightly grainy.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước ép ổi.,I’d like one glass of guava juice.,chaw toy moht lee nook ep oy,"Nước ép ổi is fresh guava juice, sometimes strained, sometimes pulpy. Expect guava juice that is pale, fragrant, lightly gritty, and sweet-tart.",Drink it cold and expect a little texture if it is freshly made.,"Nước ép ổi is usually made or poured cold, so ask no sugar, less sugar, or no ice before the glass is finished. Fresh fruit versions taste best when the flavor stays tart, pulpy, or fragrant.","In Vietnam, Nước ép ổi introduces ổi, a common Vietnamese fruit often eaten with chili salt as well as juiced.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
