item_id,menu_type,category,popular,vietnamese_item,english_translation,sound_out,at_a_glance,usually_includes,good_to_know,quick_say_vietnamese,quick_say_english,helper_phrase_ids,order_line_audio_policy,editorial_status
food-banh-flan,Food,Desserts & sweets,true,Bánh flan,Caramel flan,bahn flan,"Bánh flan is Vietnamese caramel flan, usually silky custard with dark caramel and sometimes crushed ice or coffee.",egg custard | caramel | crushed ice optional | coffee optional,Some shops serve flan with coffee poured over ice. Ask if you want it plain.,Cho tôi một phần bánh flan.,I’d like one order of caramel flan.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-rau-cau-dua,Food,Desserts & sweets,false,Rau câu dừa,Coconut jelly,row cow yoo-uh,"Rau câu dừa is coconut jelly, often layered with clear coconut water jelly and creamy coconut milk jelly.",coconut jelly | coconut water | coconut milk | agar,"Rau câu means agar jelly. It should be clean, cool, and sliceable.",Cho tôi một phần rau câu dừa.,I’d like one order of coconut jelly.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-kem-dua,Food,Desserts & sweets,false,Kem dừa,Coconut ice cream,kem yoo-uh,"Kem dừa is coconut ice cream, often served in a coconut shell or cup with coconut flakes, peanuts, or jelly toppings.",coconut ice cream | coconut flakes | peanuts optional | jelly optional,"Ask no peanuts if needed. The best versions taste like coconut, not just vanilla with coconut bits.",Cho tôi một ly kem dừa.,I’d like one glass of coconut ice cream.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-ask-peanuts | menu-pack-to-go,text-only,handwritten-reviewed
food-banh-da-lon,Food,Desserts & sweets,false,Bánh da lợn,Layered pandan and mung bean cake,bahn zah luhn,"Bánh da lợn is a layered steamed cake, usually pandan-green and mung-bean-yellow, with a chewy tapioca-rice texture and gentle coconut sweetness.",tapioca-rice batter | pandan | mung bean | coconut milk | steamed layers,"The name means pig-skin cake because of the layered texture, not because it contains pork.",Cho tôi một phần bánh da lợn.,I’d like one order of layered pandan and mung bean cake.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-chuoi-nuong,Food,Desserts & sweets,false,Bánh chuối nướng,Baked banana cake,bahn choo-ee noong,"Bánh chuối nướng is baked banana cake, often dense, coconut-rich, and caramelized at the edges.",banana | coconut milk | bread or starch base | sugar,"This is not fluffy American banana bread. Expect a moist, custardy texture.",Cho tôi một phần bánh chuối nướng.,I’d like one order of baked banana cake.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-bo,Food,Desserts & sweets,false,Bánh bò,Honeycomb cake,bahn baw,"Bánh bò is honeycomb cake, a chewy steamed or baked rice cake with airy tunnels and gentle coconut sweetness.",rice flour | tapioca starch | coconut milk | yeast or leavening,The honeycomb texture is the point. It should bounce a little when you bite it.,Cho tôi một phần bánh bò.,I’d like one order of honeycomb cake.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-cam,Food,Desserts & sweets,false,Bánh cam,Sesame ball,bahn kahm,"Bánh cam is a fried sesame ball with a crisp chewy shell and sweet mung bean filling. It is snacky, round, and best fresh.",glutinous rice shell | mung bean filling | sesame | fried crust,The outside should be crisp-chewy while the filling stays soft. Freshness matters.,Cho tôi một phần bánh cam.,I’d like one order of sesame ball.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-pia,Food,Desserts & sweets,false,Bánh pía,Durian mung bean pastry,bahn pee-ah,"Bánh pía is a flaky southern pastry, often from Sóc Trăng, filled with mung bean, salted egg yolk, and sometimes durian.",flaky pastry | mung bean filling | salted egg yolk | durian optional,Ask about durian before buying if the aroma is a concern. The pastry can be rich and sweet-salty.,Cho tôi một phần bánh pía.,I’d like one order of durian mung bean pastry.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-see-menu | menu-pay-now,text-only,handwritten-reviewed
food-chuoi-nep-nuong,Food,Desserts & sweets,true,Chuối nếp nướng,Grilled banana with sticky rice,choo-ee nep noong,"Chuối nếp nướng is grilled banana wrapped in sticky rice, usually served with coconut sauce, peanuts, and sesame. It is smoky, chewy, and sweet.",banana | sticky rice | coconut sauce | peanuts | sesame,The grilled wrapper gives a toasty edge while the coconut sauce makes it dessert-rich.,Cho tôi một phần chuối nếp nướng.,I’d like one order of grilled banana with sticky rice.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-sauce-on-side | menu-ask-peanuts,text-only,handwritten-reviewed
food-banh-com,Food,Desserts & sweets,false,Bánh cốm,Green rice flakes cake,bahn kohm,"Bánh cốm is green young-rice cake, usually sticky and fragrant with mung bean filling. It is closely tied to Hanoi gift culture.",young green rice | mung bean filling | sugar | pandan-like aroma,"Cốm means young green rice flakes. The texture is sticky and chewy, not fluffy cake.",Cho tôi một phần bánh cốm.,I’d like one order of green rice flakes cake.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-banh-phu-the,Food,Desserts & sweets,false,Bánh phu thê,Husband-and-wife cake,bahn foo tay,"Bánh phu thê is a translucent chewy cake with mung bean and coconut, often wrapped for weddings or gifts.",tapioca-like wrapper | mung bean | coconut | sugar,The name means husband-and-wife cake. It is symbolic as much as snackable.,Cho tôi một phần bánh phu thê.,I’d like one order of husband-and-wife cake.,menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-sua-chua-nep-cam,Food,Desserts & sweets,false,Sữa chua nếp cẩm,Yogurt with black sticky rice,soo-uh choo-ah nep kahm,"Sữa chua nếp cẩm is yogurt with fermented black sticky rice. It is tangy, creamy, gently boozy-smelling, and chewy from the rice.",yogurt | black sticky rice | fermented rice syrup | ice optional,"The black sticky rice brings a fermented aroma and chew. It is dessert, not just a yogurt cup.",Cho tôi một ly sữa chua nếp cẩm.,I’d like one glass of yogurt with black sticky rice.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-trai-cay-dia,Food,Desserts & sweets,false,Trái cây dĩa,Mixed fruit plate,chai kay yee-ah,"Trái cây dĩa is a mixed fruit plate, usually fresh cut fruit served cold with salt-chili dip, yogurt, or syrup depending on the shop.",fresh fruit | ice optional | salt-chili dip optional | yogurt optional,"Dĩa means plate. Ask what fruit is included if you are avoiding durian, jackfruit, or anything very ripe.",Cho tôi một phần trái cây dĩa.,I’d like one order of mixed fruit plate.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-sauce-on-side | menu-pack-to-go,text-only,handwritten-reviewed
food-kem-bo,Food,Desserts & sweets,false,Kem bơ,Avocado ice cream,kem buh,"Kem bơ is avocado ice cream or avocado cream, famously associated with Đà Lạt-style dessert shops. It is creamy, green, and richer than a fruit smoothie.",avocado | ice cream | condensed milk | coconut optional,"Bơ means avocado here, not butter. Expect dessert creaminess rather than a savory avocado flavor.",Cho tôi một ly kem bơ.,I’d like one glass of avocado ice cream.,menu-less-sugar | menu-no-sugar | menu-no-ice | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-sua-da,Drink,Coffee,true,Cà phê sữa đá,Vietnamese iced milk coffee,kah fay soo-uh dah,"Cà phê sữa đá is Vietnam’s iconic iced milk coffee, balancing dark robusta bite with condensed milk and a hard chill from the ice.",robusta coffee | phin filter | condensed milk | ice,Strong and sweet; ask for less condensed milk or more ice if you want it lighter.,Cho tôi một ly cà phê sữa đá.,I’d like one glass of Vietnamese iced milk coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-den-da,Drink,Coffee,true,Cà phê đen đá,Vietnamese iced black coffee,kah fay den dah,"Cà phê đen đá is the stripped-down iced robusta order, bold, bitter-edged, and slowly softened by ice at sidewalk coffee tables.",robusta coffee | phin filter | ice,It can be much stronger than a typical iced Americano.,Cho tôi một ly cà phê đen đá.,I’d like one glass of Vietnamese iced black coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-sua-nong,Drink,Coffee,false,Cà phê sữa nóng,Hot Vietnamese milk coffee,kah fay soo-uh nawng,"Cà phê sữa nóng is hot phin coffee over condensed milk, sweet, fragrant, and stronger than its creamy look suggests.",robusta coffee | phin filter | condensed milk,Sweetness is built in; ask for less milk if the café can adjust it.,Cho tôi một ly cà phê sữa nóng.,I’d like one glass of hot Vietnamese milk coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-den-nong,Drink,Coffee,false,Cà phê đen nóng,Hot black coffee,kah fay den nawng,"Cà phê đen nóng is a small hot cup of Vietnamese robusta, smoky, concentrated, and meant for slow sipping rather than quick gulping.",robusta coffee | phin filter,Ask for sugar separately if you do not want it sweetened.,Cho tôi một ly cà phê đen nóng.,I’d like one glass of hot black coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-bac-xiu,Drink,Coffee,true,Bạc xỉu,Light milk coffee,bak see-ew,"Bạc xỉu is southern coffee comfort, with more milk than coffee and a creamy sweetness for people who want aroma without the full robusta punch.",robusta coffee | phin filter | condensed milk | fresh milk | ice optional,"It is usually sweet and gentle, not a strong coffee order.",Cho tôi một ly bạc xỉu.,I’d like one glass of light milk coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-trung,Drink,Coffee,true,Cà phê trứng,Egg coffee,kah fay choong,"Cà phê trứng is Hanoi egg coffee, with strong robusta under whipped egg cream and a 1946 milk-shortage story behind the cup.",robusta coffee | phin filter | egg cream | condensed milk,"Contains egg and is rich enough to treat like dessert. Served hot, it shows the Hanoi origin best because the egg cream stays thick and warm.",Cho tôi một ly cà phê trứng.,I’d like one glass of egg coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-cot-dua,Drink,Coffee,true,Cà phê cốt dừa,Coconut coffee,kah fay koht yoo-uh,"Cà phê cốt dừa turns strong Vietnamese coffee into a coconut-cream café treat, cold, rich, and especially welcome in beach-city heat.",robusta coffee | phin filter | coconut cream | ice,Usually sweet and creamy; ask before ordering if you avoid dairy or coconut cream.,Cho tôi một ly cà phê cốt dừa.,I’d like one glass of coconut coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-muoi,Drink,Coffee,true,Cà phê muối,Salt coffee,kah fay moo-ee,"Cà phê muối is Huế-style coffee creativity in a glass, using salted cream to make condensed-milk sweetness taste deeper and almost caramel-like.",robusta coffee | phin filter | salted cream | condensed milk,"It should taste gently salty, not briny.",Cho tôi một ly cà phê muối.,I’d like one glass of salt coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-phin,Drink,Coffee,false,Cà phê phin,Vietnamese drip coffee,kah fay fin,"Cà phê phin is the slow metal-filter ritual behind many Vietnamese coffee orders, letting a strong cup change drip by drip.",robusta coffee | phin filter,Ask whether it comes black or with condensed milk.,Cho tôi một ly cà phê phin.,I’d like one glass of Vietnamese drip coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-sua-tuoi,Drink,Coffee,false,Cà phê sữa tươi,Coffee with fresh milk,kah fay soo-uh too-ee,"Cà phê sữa tươi is fresh-milk coffee for a cleaner dairy finish, a modern alternative to Vietnam’s heavier condensed-milk style.",robusta coffee | phin filter | fresh milk | ice optional,Still ask about sugar; fresh milk does not always mean unsweetened.,Cho tôi một ly cà phê sữa tươi.,I’d like one glass of coffee with fresh milk.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-da-xay,Drink,Coffee,false,Cà phê đá xay,Blended iced coffee,kah fay dah sai,"Cà phê đá xay belongs to Vietnam’s newer café style, blending coffee, ice, and milk into a cold shake while keeping a roasted coffee edge.",coffee | ice | milk or cream | sugar optional,"Often sweet, cold, and filling.",Cho tôi một ly cà phê đá xay.,I’d like one glass of blended iced coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-latte,Drink,Coffee,false,Cà phê latte,Latte,kah fay lah-tay,"Cà phê latte sits in Vietnam’s contemporary café lane, softer and milkier than phin coffee but often built on the same local coffee culture.",espresso-style coffee | steamed or fresh milk,Ask whether it is hot or iced; menus can vary.,Cho tôi một ly cà phê latte.,I’d like one glass of latte.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-espresso,Drink,Coffee,false,Cà phê espresso,Espresso,kah fay ess-press-oh,"Cà phê espresso is the modern café shortcut for a sharp coffee hit, often still carrying Vietnam’s firm robusta bitterness.",espresso coffee | small cup,"It may still use Vietnamese robusta, so expect a firm bitter edge.",Cho tôi một ly cà phê espresso.,I’d like one glass of espresso.,menu-less-sugar | menu-no-sugar | menu-pay-now,text-only,handwritten-reviewed
drink-ca-phe-mocha,Drink,Coffee,false,Cà phê mocha,Mocha coffee,kah fay moh-kah,Cà phê mocha is a dessert-leaning café drink where chocolate and milk soften Vietnamese coffee’s roasted bite.,coffee | milk | chocolate,Usually sweet and milky.,Cho tôi một ly cà phê mocha.,I’d like one glass of mocha coffee.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-da,Drink,Tea,true,Trà đá,Iced tea,chah dah,"Trà đá is everyday iced tea, light, plain, and so common in Vietnam that it often appears before you even order.",tea | ice,"Usually unsweetened, but bottled versions can be different.",Cho tôi một ly trà đá.,I’d like one glass of iced tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-nong,Drink,Tea,false,Trà nóng,Hot tea,chah nawng,"Trà nóng is hot tea, simple and hospitable, the kind of small cup that anchors meals, homes, and shop counters across Vietnam.",tea,Ask before adding sugar; plain hot tea is often served without it.,Cho tôi một ly trà nóng.,I’d like one glass of hot tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-xanh,Drink,Tea,false,Trà xanh,Green tea,chah sanh,"Trà xanh is green tea, grassy, lightly bitter, and clean when plain, but often sweetened on bottled or café menus.",green tea | hot water or ice | sugar optional,Ask for no sugar if you want it unsweetened.,Cho tôi một ly trà xanh.,I’d like one glass of green tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-sen,Drink,Tea,false,Trà sen,Lotus tea,chah sen,"Trà sen is lotus tea, softly floral and especially tied to northern refinement rather than loud fruit sweetness.",tea | lotus scent | hot water or ice | sugar optional,Usually best plain or lightly sweetened.,Cho tôi một ly trà sen.,I’d like one glass of lotus tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-lai,Drink,Tea,false,Trà lài,Jasmine tea,chah lie,"Trà lài is jasmine tea, fragrant and clean, part of the Vietnamese habit of using tea for welcome, pause, and conversation.",jasmine tea | hot water or ice | sugar optional,Can be plain or sweetened depending on the shop.,Cho tôi một ly trà lài.,I’d like one glass of jasmine tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-gung,Drink,Tea,false,Trà gừng,Ginger tea,chah goong,"Trà gừng is ginger tea for warmth and comfort, spicy in the throat, lightly sweet, and especially welcome after rain or heavy food.",ginger | tea or hot water | sugar or honey optional,Ask about sugar if you want it less sweet.,Cho tôi một ly trà gừng.,I’d like one glass of ginger tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-tac,Drink,Tea,true,Trà tắc,Kumquat iced tea,chah tak,"Trà tắc is kumquat iced tea, sharp, citrusy, lightly bitter from the peel, and very Vietnamese as a street-café cooler.",tea | kumquat | ice | sugar,Usually sweet unless you ask otherwise.,Cho tôi một ly trà tắc.,I’d like one glass of kumquat iced tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-chanh,Drink,Tea,true,Trà chanh,Lemon tea,chah chan,"Trà chanh is lemon tea with a Hanoi street-hangout feeling, tart, sweet, icy, and made for low stools and long chats.",tea | lemon or lime | ice | sugar,Sweetness can be high by default.,Cho tôi một ly trà chanh.,I’d like one glass of lemon tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-dao,Drink,Tea,true,Trà đào,Peach tea,chah dow,"Trà đào is peach tea, fragrant and sweet over ice, a modern café favorite rather than an old ritual tea.",tea | peach | ice | sugar optional,Usually sweet and not the same as plain tea.,Cho tôi một ly trà đào.,I’d like one glass of peach tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-vai,Drink,Tea,false,Trà vải,Lychee tea,chah vai,"Trà vải is lychee tea, floral, sweet, and cooling, a modern café drink where fruit perfume matters as much as tea.",tea | lychee | ice | sugar optional,"May include canned lychee, syrup, or jelly depending on the café.",Cho tôi một ly trà vải.,I’d like one glass of lychee tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-sua,Drink,Tea,true,Trà sữa,Milk tea,chah soo-uh,"Trà sữa is Vietnam’s youth-café milk tea lane, creamy, sweet, tannic, and ordered by sugar, ice, and toppings.",tea | milk | sugar | ice,Ask for less sugar if you do not want it dessert-sweet.,Cho tôi một ly trà sữa.,I’d like one glass of milk tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-sua-tran-chau,Drink,Tea,true,Trà sữa trân châu,Bubble milk tea,chah soo-uh chan chow,"Trà sữa trân châu adds chewy pearls to milk tea, making texture just as important as sweetness or tea flavor.",tea | milk | tapioca pearls | ice | sugar,The pearls make it filling.,Cho tôi một ly trà sữa trân châu.,I’d like one glass of bubble milk tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-o-long,Drink,Tea,false,Trà ô long,Oolong tea,chah oh lawng,"Trà ô long is oolong tea, roasted, honeyed, or floral depending on the brew, and useful when plain tea still wants aroma.",oolong tea | hot water or ice | sugar optional,Ask whether it is plain tea or a sweet café drink.,Cho tôi một ly trà ô long.,I’d like one glass of oolong tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-atiso,Drink,Tea,false,Trà atiso,Artichoke tea,chah ah-tee-soh,"Trà atiso is Đà Lạt artichoke tea, earthy, gently sweet, and tied to the highland city’s cool-weather produce culture.",artichoke tea | hot water or ice | sugar optional,"Can be naturally sweet or sweetened, depending on the shop.",Cho tôi một ly trà atiso.,I’d like one glass of artichoke tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-bi-dao,Drink,Tea,false,Trà bí đao,Winter melon tea,chah bee dow,"Trà bí đao is winter melon tea, dark, mellow, caramel-like, and part of Vietnam’s cooling herbal drink tradition.",winter melon tea | ice | sugar optional,"Bí đao is winter melon, not peach.",Cho tôi một ly trà bí đao.,I’d like one glass of winter melon tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-tra-hoa-cuc,Drink,Tea,false,Trà hoa cúc,Chrysanthemum tea,chah hwah kook,"Trà hoa cúc is chrysanthemum tea, floral and gentle, often chosen when you want a calming herbal cup instead of caffeine punch.",chrysanthemum tea | hot water or ice | sugar optional,Often lightly sweetened.,Cho tôi một ly trà hoa cúc.,I’d like one glass of chrysanthemum tea.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-bo,Drink,Smoothies,true,Sinh tố bơ,Avocado smoothie,sing toh buh,"Sinh tố bơ is Vietnam’s famous avocado smoothie, thick and creamy with condensed milk turning a savory fruit into dessert.",avocado | condensed milk | ice | milk optional,Rich and filling enough to count as a snack.,Cho tôi một ly sinh tố bơ.,I’d like one glass of avocado smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-xoai,Drink,Smoothies,true,Sinh tố xoài,Mango smoothie,sing toh swai,"Sinh tố xoài is mango smoothie, thick, golden, tropical, and one of the easiest Vietnamese fruit drinks to fall for.",mango | ice | milk or condensed milk | sugar optional,Can be very sweet with condensed milk.,Cho tôi một ly sinh tố xoài.,I’d like one glass of mango smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-dau,Drink,Smoothies,false,Sinh tố dâu,Strawberry smoothie,sing toh zow,"Sinh tố dâu is strawberry smoothie, pink, creamy, sweet-tart, and a common fruit-café order in Vietnam.",strawberry | ice | milk or condensed milk | sugar optional,Usually sweeter and milkier than a fruit juice.,Cho tôi một ly sinh tố dâu.,I’d like one glass of strawberry smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-chuoi,Drink,Smoothies,false,Sinh tố chuối,Banana smoothie,sing toh choo-ee,"Sinh tố chuối is banana smoothie comfort, creamy and familiar, but usually sweeter and colder in Vietnamese café style.",banana | ice | milk or condensed milk | sugar optional,Good when you want a less tart fruit drink.,Cho tôi một ly sinh tố chuối.,I’d like one glass of banana smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-mang-cau,Drink,Smoothies,true,Sinh tố mãng cầu,Soursop smoothie,sing toh mahng kow,"Sinh tố mãng cầu is soursop smoothie, tangy, creamy, fragrant, and one of the more exciting tropical fruit drinks for visitors.",soursop | ice | condensed milk | sugar optional,The texture can be thick and pulpy.,Cho tôi một ly sinh tố mãng cầu.,I’d like one glass of soursop smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-dua,Drink,Smoothies,false,Sinh tố dừa,Coconut smoothie,sing toh yoo-uh,"Sinh tố dừa is coconut smoothie, rich and icy with a creamy tropical body that feels made for Vietnamese heat.",coconut | ice | milk or condensed milk | sugar optional,Ask about dairy if you avoid milk or condensed milk.,Cho tôi một ly sinh tố dừa.,I’d like one glass of coconut smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-sapoche,Drink,Smoothies,false,Sinh tố sapôchê,Sapodilla smoothie,sing toh sah-poh-chay,"Sinh tố sapôchê uses sapodilla for a brown-sugar, pear-like smoothie that many visitors have never tasted before Vietnam.",sapodilla | ice | milk or condensed milk | sugar optional,Usually sweet even before added sugar.,Cho tôi một ly sinh tố sapôchê.,I’d like one glass of sapodilla smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-thanh-long,Drink,Smoothies,false,Sinh tố thanh long,Dragon fruit smoothie,sing toh tanh lawng,"Sinh tố thanh long turns dragon fruit into a pale, speckled smoothie, mild, cooling, and gentle beside stronger tropical fruits.",dragon fruit | ice | milk or condensed milk | sugar optional,Milder than mango or passion fruit.,Cho tôi một ly sinh tố thanh long.,I’d like one glass of dragon fruit smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-chanh-day,Drink,Smoothies,false,Sinh tố chanh dây,Passion fruit smoothie,sing toh chan zay,"Sinh tố chanh dây blends passion fruit into a tart, floral smoothie that keeps its bright tropical perfume even with milk and ice.",passion fruit | ice | sugar | milk optional,Seeds or pulp may be part of the texture.,Cho tôi một ly sinh tố chanh dây.,I’d like one glass of passion fruit smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-dua-hau,Drink,Smoothies,false,Sinh tố dưa hấu,Watermelon smoothie,sing toh yoo-uh how,"Sinh tố dưa hấu is watermelon blended into a cold, light smoothie that stays more refreshing than creamy.",watermelon | ice | milk or condensed milk | sugar optional,Much lighter than avocado or coconut smoothies.,Cho tôi một ly sinh tố dưa hấu.,I’d like one glass of watermelon smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-mit,Drink,Smoothies,false,Sinh tố mít,Jackfruit smoothie,sing toh meet,"Sinh tố mít is jackfruit smoothie, bold, honeyed, tropical, and aromatic enough that you smell the fruit before you sip.",jackfruit | ice | milk or condensed milk | sugar optional,The flavor is strong and sweet.,Cho tôi một ly sinh tố mít.,I’d like one glass of jackfruit smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-du-du,Drink,Smoothies,false,Sinh tố đu đủ,Papaya smoothie,sing toh doo doo,"Sinh tố đu đủ turns papaya into a mellow orange smoothie, tropical, soft, and gently musky when the fruit is ripe.",papaya | ice | milk or condensed milk | sugar optional,Ask for less sugar if you prefer papaya’s natural sweetness.,Cho tôi một ly sinh tố đu đủ.,I’d like one glass of papaya smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-trai-cay,Drink,Smoothies,false,Sinh tố trái cây,Mixed fruit smoothie,sing toh chai kay,"Sinh tố trái cây is the mixed-fruit smoothie wildcard, where the stall’s ripe fruit, condensed milk, and ice decide the cup.",mixed fruit | ice | milk or condensed milk | sugar optional,Flavor changes by shop and season.,Cho tôi một ly sinh tố trái cây.,I’d like one glass of mixed fruit smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sinh-to-rau-ma,Drink,Smoothies,false,Sinh tố rau má,Pennywort smoothie,sing toh row mah,"Sinh tố rau má blends pennywort into a thicker green drink, cooling and grassy but softer than straight rau má juice.",pennywort | water or ice | sugar optional | mung bean optional,The grassy flavor can surprise first-timers.,Cho tôi một ly sinh tố rau má.,I’d like one glass of pennywort smoothie.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
