phrase_id,scenario_id,family_id,family_title,english_text,target_text,pronunciation,audio_key,audio_status,status,context,search_aliases,notes
,phone-internet-power,phone-wifi-password,Wi-Fi password,What is the Wi-Fi password?,Pass Wi-Fi là gì?,pas wai-fai la zee,phone-wifi-common,ready,approved,Use this as a common mixed-language alternative you may hear back.,wifi password|pass wifi,premium recognition variant
,phone-internet-power,phone-sim,SIM cards,Do you sell SIM cards?,Có bán SIM không?,koh ban sim khong,phone-2,ready,approved,Use this in convenience stores or phone shops when you still need a SIM.,sell sim|sim cards,new starter family
,phone-internet-power,phone-battery-dead,Battery dead,My phone battery is dead,Điện thoại tôi hết pin rồi,dyen thoai toy het pin roy,phone-3,ready,approved,Use this before asking for a charger or outlet.,battery dead|phone dead,new starter family
,phone-internet-power,phone-charger,Charger,Do you have a charger?,Có sạc không?,koh sahk khong,phone-4,ready,approved,Use this when you need any charger before you explain more detail.,charger,new starter family
,phone-internet-power,phone-charge-here,Charge my phone here,Can I charge my phone here?,Tôi sạc điện thoại ở đây được không?,toy sahk dyen thoai uh day dook khong,phone-5,ready,approved,Use this when the place has power and you need permission or a spot to charge.,charge phone here|plug in,resolved hold-review replacement
,phone-internet-power,phone-data-topup,Data top-up,I need a data top-up,Tôi cần nạp thêm dữ liệu,toy gun nap them yoo lee-ew,phone-6,ready,approved,Use this when your SIM works but the data balance is gone.,top up data|data top up,premium-only phone family
,phone-internet-power,phone-esim,eSIM not working,My eSIM is not working,eSIM của tôi không hoạt động,ee-sim koo-ah toy khong hwat dohng,phone-7,ready,approved,Use this when the eSIM setup failed or stopped working.,esim not working|esim,premium-only phone family
,bathroom-personal-needs,bathroom-where,Bathroom,Where is the bathroom?,Nhà vệ sinh ở đâu?,nya veh sinh uh dow,bath-1,ready,approved,Use this when you need the restroom immediately.,bathroom|toilet|restroom,new starter family
,bathroom-personal-needs,bathroom-paper,Toilet paper,Do you have toilet paper?,Có giấy vệ sinh không?,koh zai veh sinh khong,bath-2,ready,approved,Use this when the restroom is missing toilet paper.,toilet paper,new starter family
,bathroom-personal-needs,bathroom-use,Use the bathroom,Can I use the bathroom?,Tôi dùng nhà vệ sinh được không?,toy zoong nya veh sinh dook khong,bathroom-use,ready,approved,Use this when the bathroom exists but you need permission to use it.,use the bathroom|can i use the bathroom,resolved hold-review primary
,bathroom-personal-needs,bathroom-soap,Soap,Do you have soap?,Có xà phòng không?,koh sa fong khong,bath-3,ready,approved,Use this when the sink area is missing soap.,soap,new starter family
,bathroom-personal-needs,bathroom-wash-hands,Wash my hands,Can I wash my hands here?,Tôi rửa tay ở đây được không?,toy zoo-ah tai uh day dook khong,bath-4,ready,approved,Use this when you only need a sink or hand-washing spot.,wash my hands,new starter family
,bathroom-personal-needs,bathroom-water,I need water,I need water,Tôi cần nước,toy gun nook,bath-5,ready,approved,Use this when drinking water or rinse water is the immediate need.,water,new starter family
,bathroom-personal-needs,bathroom-shower,Shower,Is there a shower here?,Ở đây có chỗ tắm không?,uh day koh choh tam khong,bath-6,ready,approved,"Use this at gyms, hostels, transit lounges, or overnight stops.",shower,premium-only bathroom family
,emergency-safety,emergency-police,Call the police,Call the police,Gọi công an,goy kong an,emergency-1,ready,approved,Use this when police help is needed right now.,call police|police,new starter family
,emergency-safety,emergency-ambulance,Call an ambulance,Call an ambulance,Gọi xe cứu thương,goy seh koo-ah thu-ong,emergency-2,ready,approved,Use this when someone needs urgent medical transport.,call ambulance|ambulance,new starter family
,emergency-safety,emergency-passport,I lost my passport,I lost my passport,Tôi mất hộ chiếu,toy mut hoh chee-u,emergency-3,ready,approved,Use this when you need immediate help after losing your passport.,lost passport|passport,new starter family
,emergency-safety,emergency-not-safe,I feel unsafe,I feel unsafe,Tôi cảm thấy không an toàn,toy kahm thai khong an toan,emergency-4,ready,approved,Use this when the situation feels unsafe and you need help quickly.,not safe|unsafe,resolved hold-review replacement
,emergency-safety,emergency-emergency,Emergency,This is an emergency,Đây là trường hợp khẩn cấp,day la troong hop khun kup,emergency-emergency,ready,approved,Use this when the first thing people need to know is that the situation is urgent.,this is an emergency|emergency,resolved hold-review primary
,emergency-safety,emergency-emergency,Emergency,Help!,Cứu tôi với!,koo toy voy,emergency-5,ready,approved,Use this when you need immediate attention in a real emergency.,help,resolved hold-review urgent variant
,emergency-safety,emergency-hospital,Nearest hospital,Where is the nearest hospital?,Bệnh viện gần nhất ở đâu?,beng vyen gun nyut uh dow,emergency-hospital,ready,approved,Use this when the urgent need is reaching a hospital quickly.,nearest hospital|hospital,resolved hold-review primary
,emergency-safety,emergency-stolen-bag,My bag was stolen,My bag was stolen,Túi của tôi bị lấy mất,too-ee koo-ah toy bee lay mut,emergency-6,ready,approved,"Use this when the problem is theft, not just misplacing the bag.",bag was stolen|stolen bag,premium-only emergency family
,emergency-safety,emergency-embassy,I need the embassy,I need the embassy,Tôi cần đại sứ quán,toy gun dai soo kwan,emergency-7,ready,approved,Use this when the next step is embassy or consulate help.,embassy|consulate,premium-only emergency family
,social-small-talk,social-from-us,I'm from the United States,I’m from the United States,Tôi đến từ Mỹ,toy den too mee,smalltalk-1,ready,approved,Use this in light conversation after someone asks where you are from.,from the united states|from america,legacy small talk primary
,social-small-talk,social-from-uk,I'm from England,I’m from England,Tôi từ Anh,toy too anh,smalltalk-2,ready,approved,Use this as a simple nationality answer in small talk.,from england|from uk,legacy small talk primary
,social-small-talk,social-first-time,First time here,This is my first time,Đây là lần đầu của tôi,day la lun dow koo-ah toy,smalltalk-3,ready,approved,Use this when someone asks whether you have visited before.,first time,legacy small talk primary
,social-small-talk,social-like-vietnam,I like Vietnam,I like Vietnam,Tôi thích Việt Nam,toy thik vyet nam,smalltalk-4,ready,approved,Use this when the conversation turns to the trip itself.,i like vietnam,legacy small talk primary
,social-small-talk,social-food-good,The food is so good,The food is so good,Đồ ăn ngon quá,doh an ngon gwah,smalltalk-5,ready,approved,Use this in friendly conversation with restaurant staff or locals.,food is good,legacy small talk primary
,social-small-talk,social-weather-hot,The weather is so hot,The weather is so hot,Thời tiết nóng quá,thoy tyet nong gwah,smalltalk-6,ready,approved,Use this in casual conversation during hot days or long walks.,weather hot,legacy small talk primary
,social-small-talk,social-how-are-you,How are you?,How are you?,Bạn khỏe không?,ban khoe khong,smalltalk-7,ready,approved,Use this in light conversation after greeting someone.,how are you,legacy small talk primary
,social-small-talk,social-how-long,How long are you staying?,How long are you staying?,Bạn ở đây bao lâu?,ban uh day bao low,social-8,ready,approved,Use this when the conversation has already become friendly and mutual.,how long are you staying,premium-only social family
,social-small-talk,social-recommend,What do you recommend?,What do you recommend here?,Bạn gợi ý gì ở đây?,ban goy ee zee uh day,social-9,ready,approved,Use this when you want a friendly recommendation after the first exchange.,what do you recommend|recommend here,premium-only social family
,sightseeing-activities,sight-ticket,Ticket price,How much is the ticket?,Vé bao nhiêu?,veh bao nyew,sight-1,ready,approved,Use this before you commit to an attraction or activity.,ticket price|ticket,new starter family
,sightseeing-activities,sight-start,Where do we start?,Where do we start?,Bắt đầu ở đâu?,bat dow uh dow,sight-2,ready,approved,"Use this at tours, activity desks, or museum entrances.",where do we start|start here,new starter family
,sightseeing-activities,sight-photos,Can I take photos?,Can I take photos here?,Tôi chụp hình ở đây được không?,toy choop hinh uh day dook khong,sight-3,ready,approved,Use this before you take out the camera in restricted places.,take photos|photos,new starter family
,sightseeing-activities,sight-close,Closing time,What time does it close?,Mấy giờ đóng cửa?,may zyuh dong koo-ah,sight-4,ready,approved,Use this when you need to plan the visit window.,what time close|closing time,new starter family
,sightseeing-activities,sight-meeting-point,Meeting point,Where is the meeting point?,Điểm gặp ở đâu?,deeym gap uh dow,sight-5,ready,approved,"Use this before a tour, boat, or day trip starts.",meeting point,new starter family
,sightseeing-activities,sight-book-in-advance,Book in advance?,Do I need to book in advance?,Tôi cần đặt trước không?,toy gun dat chooc khong,sight-6,ready,approved,Use this when you need to know whether the activity sells out or must be reserved early.,book in advance|reserve,premium-only sightseeing family
,local-services-everyday-tasks,service-water,Bottle of water,A bottle of water please,Cho tôi chai nước,cho toy chai nook,store-1,ready,approved,Use this for a fast convenience-store water stop.,bottle of water|water,legacy service primary
,local-services-everyday-tasks,service-bag,Bag,Do you have a bag?,Có túi không?,koh too-ee khong,store-2,ready,approved,Use this when the item needs a bag or you forgot to ask at checkout.,bag,legacy service primary
,local-services-everyday-tasks,service-tissues,Tissues,Tissues please,Cho tôi khăn giấy,cho toy khan zai,store-3,ready,approved,Use this when you need tissues at a store or counter.,tissues,legacy service primary
,local-services-everyday-tasks,service-sunscreen,Sunscreen,Where is the sunscreen?,Ở đâu có kem chống nắng?,uh dow koh kem chong nang,store-4,ready,approved,"Use this when you need the exact aisle or shelf, not general help.",sunscreen,legacy service primary
,local-services-everyday-tasks,service-open-this,Open this,Please open this for me,Mở cái này giúp tôi,muh gai nai zoop toy,store-5,ready,approved,Use this when packaging or a bottle cap is the problem.,open this for me,legacy service primary
,local-services-everyday-tasks,service-card,Pay by card?,Can I pay by card?,Tôi quẹt thẻ được không?,toy quet teh dook khong,store-6,ready,approved,Use this before checkout if you are not sure cards are accepted.,pay by card|card,legacy service primary
