phrase_id,family_id,family_title,scenario_id,scenario_title,english_text,target_text,pronunciation,audio_key,audio_status,access_tier,variant_role,context,search_aliases,city_id,city_name,place_id,place_name,city_library_kind,city_page_kind,place_kind,content_role,notes
city-hue-place-museum-commissioned-porcelains,city-hue-place-museum-commissioned-porcelains,Museum of Nguyen Dynasty Commissioned Porcelains pronunciation,city-guides,City Guides,Museum of Nguyen Dynasty Commissioned Porcelains,Bảo tàng Đồ sứ ký kiểu thời Nguyễn,bao tang do su ky kieu thoi nguyen,,planned,premium,say-first,"Museum of Nguyen Dynasty Commissioned Porcelains is worth a stop if you want Hue to feel more layered than the streets outside. Expect porcelain display cases with blue-and-white bowls, quiet gallery light, Vietnamese display details.",Hue | Huế | Museum of Nguyen Dynasty Commissioned Porcelains | Bảo tàng Đồ sứ ký kiểu thời Nguyễn,hue,Hue,hue-museum-commissioned-porcelains,Museum of Nguyen Dynasty Commissioned Porcelains,place,place,museum,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=intermediate; kind=place; pageKind=place; placeKind=museum; place=hue-museum-commissioned-porcelains; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-nam-giao-esplanade,city-hue-place-nam-giao-esplanade,Nam Giao Esplanade pronunciation,city-guides,City Guides,Nam Giao Esplanade,Đàn Nam Giao,dan nam giao,,planned,premium,say-first,"Nam Giao Esplanade is worth knowing in Hue because it brings architecture, views, local pride, and history in visual form into the trip. Expect open ritual terrace with old brick, trees, and soft ceremonial geometry.",Hue | Huế | Nam Giao Esplanade | Đàn Nam Giao,hue,Hue,hue-nam-giao-esplanade,Nam Giao Esplanade,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-nam-giao-esplanade; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-ngo-mon-gate,city-hue-place-ngo-mon-gate,Ngo Mon Gate pronunciation,city-guides,City Guides,Ngo Mon Gate,Ngọ Môn,ngo mon,,planned,premium,say-first,"Ngo Mon Gate is the grand front gate of Hue's Imperial City, the first visual cue that you are entering Vietnam's old royal capital: walls, courtyards, ceremony, and layered history.",Hue | Huế | Ngo Mon Gate | Ngọ Môn,hue,Hue,hue-ngo-mon-gate,Ngo Mon Gate,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-ngo-mon-gate; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-ngu-binh-mountain,city-hue-place-ngu-binh-mountain,Ngu Binh Mountain pronunciation,city-guides,City Guides,Ngu Binh Mountain,Núi Ngự Bình,nui ngu binh,,planned,premium,say-first,"Ngu Binh Mountain is worth knowing in Hue because it brings the city opening beyond buildings and traffic into the trip. Expect distant Ngu Binh Mountain behind Hue rooftops and river, soft morning haze.",Hue | Huế | Ngu Binh Mountain | Núi Ngự Bình,hue,Hue,hue-ngu-binh-mountain,Ngu Binh Mountain,place,place,nature,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=nature; place=hue-ngu-binh-mountain; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-nguyen-dinh-chieu-street,city-hue-place-nguyen-dinh-chieu-street,Nguyen Dinh Chieu Walking Street pronunciation,city-guides,City Guides,Nguyen Dinh Chieu Walking Street,Phố đi bộ Nguyễn Đình Chiểu,foh dee bo ngween dinh chieu,audio-authored-pho-di-bo-nguyen-dinh-chieu-44a42a9d42,ready,premium,say-first,"Nguyen Dinh Chieu Walking Street is worth recognizing because a named street can make Hue feel walkable before arrival. Expect riverside pedestrian street at dusk with lanterns, food stalls, and bridge lights.",Hue | Huế | Nguyen Dinh Chieu Walking Street | Phố đi bộ Nguyễn Đình Chiểu,hue,Hue,hue-nguyen-dinh-chieu-street,Nguyen Dinh Chieu Walking Street,place,place,street,,city-library-v1; city=hue; subcategory=neighborhoods-streets; difficulty=beginner; kind=place; pageKind=place; placeKind=street; place=hue-nguyen-dinh-chieu-street; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-nha-nhac-royal-court-music,city-hue-place-nha-nhac-royal-court-music,Hue Royal Court Music pronunciation,city-guides,City Guides,Hue Royal Court Music,Nhã nhạc cung đình Huế,nha nhac cung dinh hue,,planned,premium,say-first,"Hue Royal Court Music is worth knowing in Hue because it brings living performance culture rather than a static monument into the trip. Expect Royal musicians in traditional costumes on a small lacquered stage, warm indoor light.",Hue | Huế | Hue Royal Court Music | Nhã nhạc cung đình Huế,hue,Hue,hue-nha-nhac-royal-court-music,Hue Royal Court Music,place,place,experience,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=experience; place=hue-nha-nhac-royal-court-music; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-night-market,city-hue-place-night-market,Hue Night Market pronunciation,city-guides,City Guides,Hue Night Market,Chợ đêm Huế,chuh dem hweh,audio-authored-cho-dem-hue-4bf5e32962,ready,premium,say-first,"Hue Night Market is worth knowing in Hue because it brings the city shifting from daytime movement into food, lights, and browsing into the trip. Expect Night market stalls by the river, lantern glow, snacks and souvenirs.",Hue | Huế | Hue Night Market | Chợ đêm Huế,hue,Hue,hue-night-market,Hue Night Market,place,place,market,,city-library-v1; city=hue; subcategory=shopping-markets; difficulty=beginner; kind=place; pageKind=place; placeKind=market; place=hue-night-market; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-nine-dynastic-urns,city-hue-place-nine-dynastic-urns,Nine Dynastic Urns pronunciation,city-guides,City Guides,Nine Dynastic Urns,Cửu Đỉnh,cuu dinh,,planned,premium,say-first,"Nine Dynastic Urns is worth knowing in Hue because it brings architecture, views, local pride, and history in visual form into the trip. Expect bronze dynastic urns lined in a royal courtyard with carved relief detail.",Hue | Huế | Nine Dynastic Urns | Cửu Đỉnh,hue,Hue,hue-nine-dynastic-urns,Nine Dynastic Urns,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-nine-dynastic-urns; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-northern-bus-station,city-hue-place-northern-bus-station,Hue Northern Bus Station pronunciation,city-guides,City Guides,Hue Northern Bus Station,Bến xe phía Bắc Huế,ben xe phia bac hue,,planned,premium,say-first,"Hue Northern Bus Station sits on the practical edge of the old capital, where shaded benches, local signs, onward streets, and citadel-side Hue start to replace the highway.",Hue | Huế | Hue Northern Bus Station | Bến xe phía Bắc Huế,hue,Hue,hue-northern-bus-station,Hue Northern Bus Station,place,place,station,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=place; pageKind=place; placeKind=station; place=hue-northern-bus-station; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-perfume-river,city-hue-place-perfume-river,Perfume River pronunciation,city-guides,City Guides,Perfume River,Sông Hương,song huong,audio-authored-song-huong-c35e0a05ca,ready,premium,say-first,"The Perfume River helps Huế make sense when a boat ride has a destination: Thiên Mụ Pagoda, a confirmed price, a clear duration, and a return plan.",Hue | Huế | Perfume River | Sông Hương,hue,Hue,hue-perfume-river,Perfume River,place,place,river,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=river; place=hue-perfume-river; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-perfume-river-dragon-boat,city-hue-place-perfume-river-dragon-boat,Perfume River dragon boat pronunciation,city-guides,City Guides,Perfume River dragon boat,Thuyền rồng sông Hương,thuyen rong song huong,,planned,premium,say-first,"Perfume River dragon boat is worth knowing in Hue because it brings water travel as part of the place rather than only transport into the trip. Expect Hue dragon boat moored on the Perfume River, colorful dragon prow, morning mist.",Hue | Huế | Perfume River dragon boat | Thuyền rồng sông Hương,hue,Hue,hue-perfume-river-dragon-boat,Perfume River dragon boat,place,place,experience,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=experience; place=hue-perfume-river-dragon-boat; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-pham-ngu-lao-street,city-hue-place-pham-ngu-lao-street,Pham Ngu Lao Street pronunciation,city-guides,City Guides,Pham Ngu Lao Street,Đường Phạm Ngũ Lão,duong pham ngu lao,,planned,premium,say-first,"Pham Ngu Lao Street is worth recognizing because a named street can make Hue feel walkable before arrival. Expect compact visitor street with cafes, guesthouse signs, scooters, and warm evening light.",Hue | Huế | Pham Ngu Lao Street | Đường Phạm Ngũ Lão,hue,Hue,hue-pham-ngu-lao-street,Pham Ngu Lao Street,place,place,street,,city-library-v1; city=hue; subcategory=neighborhoods-streets; difficulty=beginner; kind=place; pageKind=place; placeKind=street; place=hue-pham-ngu-lao-street; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-phu-bai-airport,city-hue-place-phu-bai-airport,Phu Bai Airport pronunciation,city-guides,City Guides,Phu Bai Airport,Sân bay Phú Bài,sun bay foo bai,audio-authored-san-bay-phu-bai-d5c67cd22a,ready,premium,say-first,"Phu Bai Airport is Hue's soft arrival edge: warm air, low arrival hall doors, local signs, and the road toward the Perfume River and old royal capital.",Hue | Huế | Phu Bai Airport | Sân bay Phú Bài,hue,Hue,hue-phu-bai-airport,Phu Bai Airport,place,place,airport,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=place; pageKind=place; placeKind=airport; place=hue-phu-bai-airport; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-phu-cam-church,city-hue-place-phu-cam-church,Phu Cam Church pronunciation,city-guides,City Guides,Phu Cam Church,Nhà thờ Phủ Cam,nyah thuh phu cam,audio-authored-nha-tho-phu-cam-aa283c1b46,ready,premium,say-first,"Phu Cam Church is worth approaching slowly because worship, architecture, incense, and local memory shape the visit. Expect modern cathedral facade on a hill, muted sky.",Hue | Huế | Phu Cam Church | Nhà thờ Phủ Cam,hue,Hue,hue-phu-cam-church,Phu Cam Church,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-phu-cam-church; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-phu-hau-market,city-hue-place-phu-hau-market,Phu Hau Market pronunciation,city-guides,City Guides,Phu Hau Market,Chợ Phú Hậu,cho phu hau,,planned,premium,say-first,"Phu Hau Market is worth browsing because it shows Hue through stalls, snacks, goods, color, and everyday buying rhythm. Expect small Hue market entry area with vendor umbrellas, baskets, and river-neighborhood light.",Hue | Huế | Phu Hau Market | Chợ Phú Hậu,hue,Hue,hue-phu-hau-market,Phu Hau Market,place,place,market,,city-library-v1; city=hue; subcategory=shopping-markets; difficulty=beginner; kind=place; pageKind=place; placeKind=market; place=hue-phu-hau-market; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-railway-station,city-hue-place-railway-station,Hue Railway Station pronunciation,city-guides,City Guides,Hue Railway Station,Ga Huế,ga hweh,audio-authored-ga-hue-de638a95f8,ready,premium,say-first,"Hue Railway Station feels like an old-capital arrival scene: shaded platforms, yellow station light, local signs, and the Perfume River city waiting beyond the doors.",Hue | Huế | Hue Railway Station | Ga Huế,hue,Hue,hue-railway-station,Hue Railway Station,place,place,station,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=place; pageKind=place; placeKind=station; place=hue-railway-station; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-royal-antiquities-museum,city-hue-place-royal-antiquities-museum,Hue Museum of Royal Antiquities pronunciation,city-guides,City Guides,Hue Museum of Royal Antiquities,Bảo tàng Cổ vật Cung đình Huế,bow tahng co vat cung dinh hweh,audio-authored-bao-tang-co-vat-cung-dinh-hue-f79a38abcb,ready,premium,say-first,"Hue Museum of Royal Antiquities is worth a stop if you want Hue to feel more layered than the streets outside. Expect long An Palace museum exterior with carved timber, garden edge, and museum signs.",Hue | Huế | Hue Museum of Royal Antiquities | Bảo tàng Cổ vật Cung đình Huế,hue,Hue,hue-royal-antiquities-museum,Hue Museum of Royal Antiquities,place,place,museum,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=intermediate; kind=place; pageKind=place; placeKind=museum; place=hue-royal-antiquities-museum; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-royal-court-music-show,city-hue-place-royal-court-music-show,Royal court music show pronunciation,city-guides,City Guides,Royal court music show,Biểu diễn nhã nhạc cung đình,bieu dien nha nhac cung dinh,,planned,premium,say-first,"Royal court music show is worth knowing in Hue because it brings living performance culture rather than a static monument into the trip. Expect small royal court music performance with musicians, lacquer stage, and warm audience glow.",Hue | Huế | Royal court music show | Biểu diễn nhã nhạc cung đình,hue,Hue,hue-royal-court-music-show,Royal court music show,place,place,experience,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=experience; place=hue-royal-court-music-show; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-ru-cha-mangrove,city-hue-place-ru-cha-mangrove,Ru Cha Mangrove Forest pronunciation,city-guides,City Guides,Ru Cha Mangrove Forest,Rú Chá,ru cha,,planned,premium,say-first,"Ru Cha Mangrove Forest is worth knowing in Hue because it brings the city opening beyond buildings and traffic into the trip. Expect Mangrove walkway and water channels, tangled roots, soft green light.",Hue | Huế | Ru Cha Mangrove Forest | Rú Chá,hue,Hue,hue-ru-cha-mangrove,Ru Cha Mangrove Forest,place,place,nature,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=nature; place=hue-ru-cha-mangrove; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-song-huong-floating-restaurant,city-hue-place-song-huong-floating-restaurant,Song Huong Floating Restaurant pronunciation,city-guides,City Guides,Song Huong Floating Restaurant,Nhà hàng nổi Sông Hương,nha hang noi song huong,,planned,premium,say-first,"Song Huong Floating Restaurant is worth considering when a meal should feel like part of the itinerary, not just fuel between sights. Expect Floating restaurant on the Perfume River at dusk, reflections, bridge lights in distance.",Hue | Huế | Song Huong Floating Restaurant | Nhà hàng nổi Sông Hương,hue,Hue,hue-song-huong-floating-restaurant,Song Huong Floating Restaurant,place,restaurant,restaurant,everyday,city-library-v1; city=hue; subcategory=food-coffee; difficulty=beginner; kind=place; pageKind=restaurant; placeKind=restaurant; contentRole=everyday; place=hue-song-huong-floating-restaurant; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-songlab,city-hue-place-songlab,Sống Platform - SốngLab pronunciation,city-guides,City Guides,Sống Platform - SốngLab,Sống Platform - SốngLab,song platform - songlab,,planned,premium,say-first,"Sống Platform - SốngLab shows Hue's contemporary culture side: dark gallery rooms, digital light, local motifs, and a modern creative space beside the city's older imperial story.",Hue | Huế | Sống Platform - SốngLab,hue,Hue,hue-songlab,Sống Platform - SốngLab,place,place,museum,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=museum; place=hue-songlab; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-southern-bus-station,city-hue-place-southern-bus-station,Hue Southern Bus Station pronunciation,city-guides,City Guides,Hue Southern Bus Station,Bến xe phía Nam Huế,ben xe phia nam hue,,planned,premium,say-first,"Hue Southern Bus Station is a city-edge arrival scene: shaded waiting areas, local signs, slower streets, and the old capital beginning to reappear beyond the road.",Hue | Huế | Hue Southern Bus Station | Bến xe phía Nam Huế,hue,Hue,hue-southern-bus-station,Hue Southern Bus Station,place,place,station,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=place; pageKind=place; placeKind=station; place=hue-southern-bus-station; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-tam-giang-lagoon,city-hue-place-tam-giang-lagoon,Tam Giang Lagoon pronunciation,city-guides,City Guides,Tam Giang Lagoon,Phá Tam Giang,pha tam giang,,planned,premium,say-first,"Tam Giang Lagoon is a Huế countryside half-day that needs sunrise or sunset timing, a dock, a boat length, a round-trip plan, life-jacket questions, and same-day weather.",Hue | Huế | Tam Giang Lagoon | Phá Tam Giang,hue,Hue,hue-tam-giang-lagoon,Tam Giang Lagoon,place,place,nature,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=nature; place=hue-tam-giang-lagoon; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-tay-loc-market,city-hue-place-tay-loc-market,Tay Loc Market pronunciation,city-guides,City Guides,Tay Loc Market,Chợ Tây Lộc,cho tay loc,,planned,premium,say-first,"Tay Loc Market is worth browsing because it shows Hue through stalls, snacks, goods, color, and everyday buying rhythm. Expect market aisles with vegetables, butcher counters, Citadel-side street atmosphere.",Hue | Huế | Tay Loc Market | Chợ Tây Lộc,hue,Hue,hue-tay-loc-market,Tay Loc Market,place,place,market,,city-library-v1; city=hue; subcategory=shopping-markets; difficulty=beginner; kind=place; pageKind=place; placeKind=market; place=hue-tay-loc-market; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-thai-hoa-palace,city-hue-place-thai-hoa-palace,Thai Hoa Palace pronunciation,city-guides,City Guides,Thai Hoa Palace,Điện Thái Hòa,dien thai hoa,,planned,premium,say-first,"Thai Hoa Palace is worth visiting because it makes history physical through architecture, gates, courtyards, and memory. Expect restored palace hall with gilded interior hints, red columns, quiet gallery light.",Hue | Huế | Thai Hoa Palace | Điện Thái Hòa,hue,Hue,hue-thai-hoa-palace,Thai Hoa Palace,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-thai-hoa-palace; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-thanh-cafe,city-hue-place-thanh-cafe,Thanh Cafe pronunciation,city-guides,City Guides,Thanh Cafe,Thành Cafe,thanh cafe,,planned,premium,say-first,"Thanh Cafe is worth saving for Hue's cafe rhythm: coffee, ice, sweetness, design, and a slower pause in the day. Expect tiled Hue cafe interior with porcelain-inlay details, iced coffee.",Hue | Huế | Thanh Cafe | Thành Cafe,hue,Hue,hue-thanh-cafe,Thanh Cafe,place,restaurant,cafe,cafe,city-library-v1; city=hue; subcategory=food-coffee; difficulty=beginner; kind=place; pageKind=restaurant; placeKind=cafe; contentRole=cafe; place=hue-thanh-cafe; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-thanh-toan-bridge,city-hue-place-thanh-toan-bridge,Thanh Toan Bridge pronunciation,city-guides,City Guides,Thanh Toan Bridge,Cầu ngói Thanh Toàn,cow ngoi thanh toan,audio-authored-cau-ngoi-thanh-toan-6e6b5a9eec,ready,premium,say-first,"Thanh Toan Bridge is worth knowing in Hue because it brings architecture, views, local pride, and history in visual form into the trip. Expect tile-roof covered bridge over a small canal, village houses, bicycles nearby.",Hue | Huế | Thanh Toan Bridge | Cầu ngói Thanh Toàn,hue,Hue,hue-thanh-toan-bridge,Thanh Toan Bridge,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-thanh-toan-bridge; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-the-mieu-temple,city-hue-place-the-mieu-temple,The Mieu Temple pronunciation,city-guides,City Guides,The Mieu Temple,Thế Miếu,the mieu,,planned,premium,say-first,"The Mieu Temple is worth approaching slowly because worship, architecture, incense, and local memory shape the visit. Expect temple courtyard with red lacquer, tiled roofs, and bronze urns nearby.",Hue | Huế | The Mieu Temple | Thế Miếu,hue,Hue,hue-the-mieu-temple,The Mieu Temple,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-the-mieu-temple; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-thien-mu,city-hue-place-thien-mu,Thien Mu Pagoda pronunciation,city-guides,City Guides,Thien Mu Pagoda,Chùa Thiên Mụ,choo-ah tee-en moo,audio-authored-chua-thien-mu-701da3ec1f,ready,premium,say-first,"Thien Mu Pagoda is worth approaching slowly because worship, architecture, incense, and local memory shape the visit. Expect seven-tier pagoda above the Perfume River with frangipani trees and soft overcast sky.",Hue | Huế | Thien Mu Pagoda | Chùa Thiên Mụ,hue,Hue,hue-thien-mu-pagoda,Thien Mu Pagoda,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-thien-mu-pagoda; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-thieu-tri-tomb,city-hue-place-thieu-tri-tomb,Tomb of Thieu Tri pronunciation,city-guides,City Guides,Tomb of Thieu Tri,Lăng Thiệu Trị,lang thieu tri,,planned,premium,say-first,"Tomb of Thieu Tri is worth visiting because it makes history physical through architecture, gates, courtyards, and memory. Expect low royal tomb structures in open countryside with mountains faint behind it.",Hue | Huế | Tomb of Thieu Tri | Lăng Thiệu Trị,hue,Hue,hue-thieu-tri-tomb,Tomb of Thieu Tri,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-thieu-tri-tomb; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-thuy-bieu-village,city-hue-place-thuy-bieu-village,Thuy Bieu Village pronunciation,city-guides,City Guides,Thuy Bieu Village,Làng Thủy Biều,lang thuy bieu,,planned,premium,say-first,"Thuy Bieu Village is worth knowing in Hue because it brings local craft, village rhythm, and slower daily life into the trip. Expect leafy village lane with pomelo trees, bicycle, and garden walls near Hue.",Hue | Huế | Thuy Bieu Village | Làng Thủy Biều,hue,Hue,hue-thuy-bieu-village,Thuy Bieu Village,place,place,village,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=village; place=hue-thuy-bieu-village; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-thuy-xuan-incense-village,city-hue-place-thuy-xuan-incense-village,Thuy Xuan Incense Village pronunciation,city-guides,City Guides,Thuy Xuan Incense Village,Làng hương Thủy Xuân,lang huong thuy swan,audio-authored-lang-huong-thuy-xuan-a4e21804da,ready,premium,say-first,"Thủy Xuân Incense Village is the Huế craft stop where bright incense fans become more than a photo: bamboo sticks, scented paste, color, and handwork line the tomb-and-hill route.",Hue | Huế | Thuy Xuan Incense Village | Làng hương Thủy Xuân,hue,Hue,hue-thuy-xuan-incense-village,Thuy Xuan Incense Village,place,place,village,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=village; place=hue-thuy-xuan-incense-village; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-tinh-gia-vien,city-hue-place-tinh-gia-vien,Tinh Gia Vien Restaurant pronunciation,city-guides,City Guides,Tinh Gia Vien Restaurant,Tịnh Gia Viên,tinh gia vien,,planned,premium,say-first,"Tinh Gia Vien Restaurant is worth considering when a meal should feel like part of the itinerary, not just fuel between sights. Expect Hue garden-house restaurant courtyard with carved wood, foliage, and small plated dishes.",Hue | Huế | Tinh Gia Vien Restaurant | Tịnh Gia Viên,hue,Hue,hue-tinh-gia-vien,Tinh Gia Vien Restaurant,place,restaurant,restaurant,everyday,city-library-v1; city=hue; subcategory=food-coffee; difficulty=beginner; kind=place; pageKind=restaurant; placeKind=restaurant; contentRole=everyday; place=hue-tinh-gia-vien; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-toa-kham-boat-station,city-hue-place-toa-kham-boat-station,Toa Kham Boat Station pronunciation,city-guides,City Guides,Toa Kham Boat Station,Bến thuyền Tòa Khâm,ben thuyen toa kham,,planned,premium,say-first,"Toa Kham Boat Station is worth knowing in Hue because it brings the city opening onto a river route rather than a road route into the trip. Expect river steps, boat noses, skyline edges, and the change from street movement to water movement.",Hue | Huế | Toa Kham Boat Station | Bến thuyền Tòa Khâm,hue,Hue,hue-toa-kham-boat-station,Toa Kham Boat Station,place,place,port,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=place; pageKind=place; placeKind=port; place=hue-toa-kham-boat-station; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-truong-tien,city-hue-place-truong-tien,Truong Tien Bridge pronunciation,city-guides,City Guides,Truong Tien Bridge,Cầu Trường Tiền,cow chuong tee-en,audio-authored-cau-truong-tien-457b4dcf02,ready,premium,say-first,"Truong Tien Bridge is worth knowing in Hue because it brings architecture, views, local pride, and history in visual form into the trip. Expect arched white bridge over the Perfume River at evening river light with city lights.",Hue | Huế | Truong Tien Bridge | Cầu Trường Tiền,hue,Hue,hue-truong-tien-bridge,Truong Tien Bridge,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-truong-tien-bridge; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-truong-tien-plaza,city-hue-place-truong-tien-plaza,Trang Tien Plaza Hue pronunciation,city-guides,City Guides,Trang Tien Plaza Hue,Trung tâm thương mại Trường Tiền,trung tam thuong mai truong tien,,planned,premium,say-first,"Trang Tien Plaza Hue is worth knowing in Hue because it brings modern shopping and a polished indoor break from heat, rain, or street movement into the trip. Expect modern shopping-center facade near a Hue street, subdued signs, scooters outside.",Hue | Huế | Trang Tien Plaza Hue | Trung tâm thương mại Trường Tiền,hue,Hue,hue-truong-tien-plaza,Trang Tien Plaza Hue,place,place,market,,city-library-v1; city=hue; subcategory=shopping-markets; difficulty=beginner; kind=place; pageKind=place; placeKind=market; place=hue-truong-tien-plaza; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-tu-duc-tomb,city-hue-place-tu-duc-tomb,Tomb of Tu Duc pronunciation,city-guides,City Guides,Tomb of Tu Duc,Lăng Tự Đức,lang tuh duk,audio-authored-lang-tu-duc-da4ab18573,ready,premium,say-first,"Tomb of Tu Duc is worth visiting because it makes history physical through architecture, gates, courtyards, and memory. Expect mossy imperial tomb courtyard with lake edge, stone steps, and quiet pine canopy.",Hue | Huế | Tomb of Tu Duc | Lăng Tự Đức,hue,Hue,hue-tu-duc-tomb,Tomb of Tu Duc,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-tu-duc-tomb; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-tu-hieu-pagoda,city-hue-place-tu-hieu-pagoda,Tu Hieu Pagoda pronunciation,city-guides,City Guides,Tu Hieu Pagoda,Chùa Từ Hiếu,choo-ah tuh hieu,audio-authored-chua-tu-hieu-d2a26763e6,ready,premium,say-first,"Tu Hieu Pagoda is worth approaching slowly because worship, architecture, incense, and local memory shape the visit. Expect shaded monastery gate with moss, trees, and a calm stone path.",Hue | Huế | Tu Hieu Pagoda | Chùa Từ Hiếu,hue,Hue,hue-tu-hieu-pagoda,Tu Hieu Pagoda,place,place,landmark,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=landmark; place=hue-tu-hieu-pagoda; editorialImport=viet-city-handwritten-copy-2026-05-18
