"phrase_id","scenario_id","family_id","family_title","family_summary","audio_key","english_text","target_text","canonical_target_text","pronunciation","access_tier","variant_role","context","you_may_hear","search_aliases","warning_note_type","audio_status","emoji","notes","status"
"v500-time-date-book-can-i-choose-my-seat","time-dates-booking","v500-time-date-book-can-i-choose-my-seat","Can I choose my seat","Ask this when you need can i choose my seat.","v500-time-date-book-can-i-choose-my-seat","Can I choose my seat?","TÃ´i cÃ³ thá»ƒ chá»n chá»— ngá»“i cá»§a mÃ¬nh khÃ´ng?","TÃ´i cÃ³ thá»ƒ chá»n chá»— ngá»“i cá»§a mÃ¬nh khÃ´ng?","Toi co the chon cho ngoi cua minh khong","premium","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","can i choose my seat?|can i choose my seat","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-time-date-book-how-long-is-the-wait","time-dates-booking","v500-time-date-book-how-long-is-the-wait","How long is the wait","Ask this when you need how long is the wait.","v500-time-date-book-how-long-is-the-wait","How long is the wait?","Thá»i gian chá» Ä‘á»£i lÃ  bao lÃ¢u?","Thá»i gian chá» Ä‘á»£i lÃ  bao lÃ¢u?","Thoi gian cho doi la bao lau","premium","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","how long is the wait?|how long is the wait","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Queues, Waiting & Availability / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-time-date-book-when-is-the-next-one","time-dates-booking","v500-time-date-book-when-is-the-next-one","When is the next one","Ask this when you need when is the next one.","v500-time-date-book-when-is-the-next-one","When is the next one?","Láº§n tiáº¿p theo lÃ  khi nÃ o?","Láº§n tiáº¿p theo lÃ  khi nÃ o?","Lan tiep theo la khi nao","premium","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","when is the next one?|when is the next one","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Times & Schedules / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-time-date-book-can-i-change-the-date","time-dates-booking","v500-time-date-book-can-i-change-the-date","Can I change the date","Ask this when you need can i change the date.","v500-time-date-book-can-i-change-the-date","Can I change the date?","TÃ´i cÃ³ thá»ƒ thay Ä‘á»•i ngÃ y Ä‘Æ°á»£c khÃ´ng?","TÃ´i cÃ³ thá»ƒ thay Ä‘á»•i ngÃ y Ä‘Æ°á»£c khÃ´ng?","Toi co the thay doi ngay duoc khong","premium","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","can i change the date?|can i change the date","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-time-date-book-can-i-change-the-time","time-dates-booking","v500-time-date-book-can-i-change-the-time","Can I change the time","Ask this when you need can i change the time.","v500-time-date-book-can-i-change-the-time","Can I change the time?","TÃ´i cÃ³ thá»ƒ thay Ä‘á»•i thá»i gian Ä‘Æ°á»£c khÃ´ng?","TÃ´i cÃ³ thá»ƒ thay Ä‘á»•i thá»i gian Ä‘Æ°á»£c khÃ´ng?","Toi co the thay doi thoi gian duoc khong","premium","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","can i change the time?|can i change the time","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-time-date-book-how-long-does-it-take","time-dates-booking","v500-time-date-book-how-long-does-it-take","How long does it take","Ask this when you need how long does it take.","v500-time-date-book-how-long-does-it-take","How long does it take?","Pháº£i máº¥t bao lÃ¢u?","Pháº£i máº¥t bao lÃ¢u?","Phai mat bao lau","premium","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","how long does it take?|how long does it take","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Times & Schedules / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-time-date-book-is-there-a-change-fee","time-dates-booking","v500-time-date-book-is-there-a-change-fee","Is there a change fee","Ask this when you need is there a change fee.","v500-time-date-book-is-there-a-change-fee","Is there a change fee?","CÃ³ phÃ­ thay Ä‘á»•i khÃ´ng?","CÃ³ phÃ­ thay Ä‘á»•i khÃ´ng?","Co phi thay doi khong","premium","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","is there a change fee?|is there a change fee","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-time-date-book-i-booked-the-wrong-date","time-dates-booking","v500-time-date-book-i-booked-the-wrong-date","I booked the wrong date","Use this when you need to explain that i booked the wrong date.","v500-time-date-book-i-booked-the-wrong-date","I booked the wrong date","TÃ´i Ä‘Ã£ Ä‘áº·t sai ngÃ y","TÃ´i Ä‘Ã£ Ä‘áº·t sai ngÃ y","Toi da dat sai ngay","premium","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","i booked the wrong date","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-time-date-book-i-booked-the-wrong-time","time-dates-booking","v500-time-date-book-i-booked-the-wrong-time","I booked the wrong time","Use this when you need to explain that i booked the wrong time.","v500-time-date-book-i-booked-the-wrong-time","I booked the wrong time","TÃ´i Ä‘Ã£ Ä‘áº·t sai thá»i gian","TÃ´i Ä‘Ã£ Ä‘áº·t sai thá»i gian","Toi da dat sai thoi gian","premium","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","i booked the wrong time","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-shop-can-you-put-it-in-a-bag","shopping","v500-shop-can-you-put-it-in-a-bag","Can you put it in a bag","Ask this when you need can you put it in a bag.","v500-shop-can-you-put-it-in-a-bag","Can you put it in a bag?","Báº¡n cÃ³ thá»ƒ bá» nÃ³ vÃ o tÃºi Ä‘Æ°á»£c khÃ´ng?","Báº¡n cÃ³ thá»ƒ bá» nÃ³ vÃ o tÃºi Ä‘Æ°á»£c khÃ´ng?","Ban co the bo no vao tui duoc khong","premium","say-first","Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","","can you put it in a bag?|can you put it in a bag","","planned","ðŸ›ï¸","autonomous-500 cleanup historical source-lane record: Shopping & Markets / Returns, Packing & Delivery / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-shop-can-you-show-me-another-one","shopping","v500-shop-can-you-show-me-another-one","Can you show me another one","Ask this when you need can you show me another one.","v500-shop-can-you-show-me-another-one","Can you show me another one?","Báº¡n cÃ³ thá»ƒ cho tÃ´i xem má»™t cÃ¡i khÃ¡c Ä‘Æ°á»£c khÃ´ng?","Báº¡n cÃ³ thá»ƒ cho tÃ´i xem má»™t cÃ¡i khÃ¡c Ä‘Æ°á»£c khÃ´ng?","Ban co the cho toi xem mot cai khac duoc khong","premium","say-first","Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","","can you show me another one?|can you show me another one","","planned","ðŸ›ï¸","autonomous-500 cleanup historical source-lane record: Shopping & Markets / Browsing & Availability / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-shop-is-this-new","shopping","v500-shop-is-this-new","Is this new","Ask this when you need is this new.","v500-shop-is-this-new","Is this new?","CÃ¡i nÃ y cÃ³ má»›i khÃ´ng?","CÃ¡i nÃ y cÃ³ má»›i khÃ´ng?","Cai nay co moi khong","premium","say-first","Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","","is this new?|is this new","","planned","ðŸ›ï¸","autonomous-500 cleanup historical source-lane record: Shopping & Markets / Quality, Condition & Authenticity / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-shop-can-i-touch-it","shopping","v500-shop-can-i-touch-it","Can I touch it","Ask this when you need can i touch it.","v500-shop-can-i-touch-it","Can I touch it?","TÃ´i cÃ³ thá»ƒ cháº¡m vÃ o nÃ³ Ä‘Æ°á»£c khÃ´ng?","TÃ´i cÃ³ thá»ƒ cháº¡m vÃ o nÃ³ Ä‘Æ°á»£c khÃ´ng?","Toi co the cham vao no duoc khong","premium","say-first","Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","","can i touch it?|can i touch it","","planned","ðŸ›ï¸","autonomous-500 cleanup historical source-lane record: Shopping & Markets / Browsing & Availability / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-shop-this-is-too-big","shopping","v500-shop-this-is-too-big","This is too big","Use this when you need to say this is too big.","v500-shop-this-is-too-big","This is too big","CÃ¡i nÃ y quÃ¡ lá»›n","CÃ¡i nÃ y quÃ¡ lá»›n","Cai nay qua lon","premium","say-first","Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","","this is too big","","planned","ðŸ›ï¸","autonomous-500 cleanup historical source-lane record: Shopping & Markets / Sizes, Colors & Trying On / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-shop-can-i-return-it","shopping","v500-shop-can-i-return-it","Can I return it","Ask this when you need can i return it.","v500-shop-can-i-return-it","Can I return it?","TÃ´i cÃ³ thá»ƒ tráº£ láº¡i nÃ³ Ä‘Æ°á»£c khÃ´ng?","TÃ´i cÃ³ thá»ƒ tráº£ láº¡i nÃ³ Ä‘Æ°á»£c khÃ´ng?","Toi co the tra lai no duoc khong","premium","say-first","Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","","can i return it?|can i return it","","planned","ðŸ›ï¸","autonomous-500 cleanup historical source-lane record: Shopping & Markets / Returns, Packing & Delivery / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-shop-do-you-have-this","shopping","v500-shop-do-you-have-this","Do you have this","Ask this when you need do you have this.","v500-shop-do-you-have-this","Do you have this?","Báº¡n cÃ³ cÃ¡i nÃ y khÃ´ng?","Báº¡n cÃ³ cÃ¡i nÃ y khÃ´ng?","Ban co cai nay khong","premium","say-first","Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","","do you have this?|do you have this","","planned","ðŸ›ï¸","autonomous-500 cleanup historical source-lane record: Shopping & Markets / Browsing & Availability / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-shop-this-is-too-small","shopping","v500-shop-this-is-too-small","This is too small","Use this when you need to say this is too small.","v500-shop-this-is-too-small","This is too small","CÃ¡i nÃ y quÃ¡ nhá»","CÃ¡i nÃ y quÃ¡ nhá»","Cai nay qua nho","premium","say-first","Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","","this is too small","","planned","ðŸ›ï¸","autonomous-500 cleanup historical source-lane record: Shopping & Markets / Sizes, Colors & Trying On / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-shop-okay-ill-take-it","shopping","v500-shop-okay-ill-take-it","Okay, Iâ€™ll take it","Use this when you need to say okay, iâ€™ll take it.","v500-shop-okay-ill-take-it","Okay, Iâ€™ll take it","ÄÆ°á»£c rá»“i, tÃ´i sáº½ láº¥y nÃ³","ÄÆ°á»£c rá»“i, tÃ´i sáº½ láº¥y nÃ³","Duoc roi toi se lay no","premium","say-first","Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","","okay, iâ€™ll take it|okay i ll take it","","planned","ðŸ›ï¸","autonomous-500 cleanup historical source-lane record: Shopping & Markets / Market Bargaining / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-my-phone-got-wet","phone-internet-power","v500-phon-inte-powe-my-phone-got-wet","My phone got wet","Use this when you need to explain that my phone got wet.","v500-phon-inte-powe-my-phone-got-wet","My phone got wet","Äiá»‡n thoáº¡i cá»§a tÃ´i bá»‹ Æ°á»›t","Äiá»‡n thoáº¡i cá»§a tÃ´i bá»‹ Æ°á»›t","Dien thoai cua toi bi uot","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","my phone got wet","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / Phone Repair & Accessories / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-my-screen-is-broken","phone-internet-power","v500-phon-inte-powe-my-screen-is-broken","My screen is broken","Use this when you need to explain that my screen is broken.","v500-phon-inte-powe-my-screen-is-broken","My screen is broken","MÃ n hÃ¬nh cá»§a tÃ´i bá»‹ há»ng","MÃ n hÃ¬nh cá»§a tÃ´i bá»‹ há»ng","Man hinh cua toi bi hong","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","my screen is broken","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / Phone Repair & Accessories / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-can-i-use-the-wi-fi","phone-internet-power","v500-phon-inte-powe-can-i-use-the-wi-fi","Can I use the Wi-Fi","Ask this when you need can i use the wi-fi.","v500-phon-inte-powe-can-i-use-the-wi-fi","Can I use the Wi-Fi?","TÃ´i cÃ³ thá»ƒ sá»­ dá»¥ng Wi-Fi khÃ´ng?","TÃ´i cÃ³ thá»ƒ sá»­ dá»¥ng Wi-Fi khÃ´ng?","Toi co the su dung Wi-Fi khong","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","can i use the wi-fi?|can i use the wi fi","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-can-i-borrow-a-charger","phone-internet-power","v500-phon-inte-powe-can-i-borrow-a-charger","Can I borrow a charger","Ask this when you need can i borrow a charger.","v500-phon-inte-powe-can-i-borrow-a-charger","Can I borrow a charger?","TÃ´i cÃ³ thá»ƒ mÆ°á»£n bá»™ sáº¡c Ä‘Æ°á»£c khÃ´ng?","TÃ´i cÃ³ thá»ƒ mÆ°á»£n bá»™ sáº¡c Ä‘Æ°á»£c khÃ´ng?","Toi co the muon bo sac duoc khong","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","can i borrow a charger?|can i borrow a charger","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / Calls, Messages & Charging / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-i-need-a-charging-cable","phone-internet-power","v500-phon-inte-powe-i-need-a-charging-cable","I need a charging cable","Use this when you need to explain that i need a charging cable.","v500-phon-inte-powe-i-need-a-charging-cable","I need a charging cable","TÃ´i cáº§n má»™t cÃ¡p sáº¡c","TÃ´i cáº§n má»™t cÃ¡p sáº¡c","Toi can mot cap sac","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","i need a charging cable","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / Phone Repair & Accessories / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-can-i-make-a-phone-call","phone-internet-power","v500-phon-inte-powe-can-i-make-a-phone-call","Can I make a phone call","Ask this when you need can i make a phone call.","v500-phon-inte-powe-can-i-make-a-phone-call","Can I make a phone call?","TÃ´i cÃ³ thá»ƒ gá»i Ä‘iá»‡n thoáº¡i Ä‘Æ°á»£c khÃ´ng?","TÃ´i cÃ³ thá»ƒ gá»i Ä‘iá»‡n thoáº¡i Ä‘Æ°á»£c khÃ´ng?","Toi co the goi dien thoai duoc khong","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","can i make a phone call?|can i make a phone call","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / Calls, Messages & Charging / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-please-write-the-password","phone-internet-power","v500-phon-inte-powe-please-write-the-password","Please write the password","Use this when you need direct help with the next step.","v500-phon-inte-powe-please-write-the-password","Please write the password","Vui lÃ²ng viáº¿t máº­t kháº©u","Vui lÃ²ng viáº¿t máº­t kháº©u","Vui long viet mat khau","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","please write the password","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-the-internet-is-very-slow","phone-internet-power","v500-phon-inte-powe-the-internet-is-very-slow","The internet is very slow","Use this when you need to say the internet is very slow.","v500-phon-inte-powe-the-internet-is-very-slow","The internet is very slow","Internet ráº¥t cháº­m","Internet ráº¥t cháº­m","Internet rat cham","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","the internet is very slow","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-where-can-i-fix-my-phone","phone-internet-power","v500-phon-inte-powe-where-can-i-fix-my-phone","Where can I fix my phone","Ask this when you need where can i fix my phone.","v500-phon-inte-powe-where-can-i-fix-my-phone","Where can I fix my phone?","TÃ´i cÃ³ thá»ƒ sá»­a Ä‘iá»‡n thoáº¡i á»Ÿ Ä‘Ã¢u?","TÃ´i cÃ³ thá»ƒ sá»­a Ä‘iá»‡n thoáº¡i á»Ÿ Ä‘Ã¢u?","Toi co the sua dien thoai o dau","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","where can i fix my phone?|where can i fix my phone","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / Phone Repair & Accessories / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-can-you-install-it-for-me","phone-internet-power","v500-phon-inte-powe-can-you-install-it-for-me","Can you install it for me","Ask this when you need can you install it for me.","v500-phon-inte-powe-can-you-install-it-for-me","Can you install it for me?","Báº¡n cÃ³ thá»ƒ cÃ i Ä‘áº·t nÃ³ cho tÃ´i Ä‘Æ°á»£c khÃ´ng?","Báº¡n cÃ³ thá»ƒ cÃ i Ä‘áº·t nÃ³ cho tÃ´i Ä‘Æ°á»£c khÃ´ng?","Ban co the cai dat no cho toi duoc khong","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","can you install it for me?|can you install it for me","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-how-many-days-is-it-valid","phone-internet-power","v500-phon-inte-powe-how-many-days-is-it-valid","How many days is it valid","Ask this when you need how many days is it valid.","v500-phon-inte-powe-how-many-days-is-it-valid","How many days is it valid?","CÃ³ hiá»‡u lá»±c trong bao nhiÃªu ngÃ y?","CÃ³ hiá»‡u lá»±c trong bao nhiÃªu ngÃ y?","Co hieu luc trong bao nhieu ngay","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","how many days is it valid?|how many days is it valid","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-can-you-activate-it-for-me","phone-internet-power","v500-phon-inte-powe-can-you-activate-it-for-me","Can you activate it for me","Ask this when you need can you activate it for me.","v500-phon-inte-powe-can-you-activate-it-for-me","Can you activate it for me?","Báº¡n cÃ³ thá»ƒ kÃ­ch hoáº¡t nÃ³ cho tÃ´i Ä‘Æ°á»£c khÃ´ng?","Báº¡n cÃ³ thá»ƒ kÃ­ch hoáº¡t nÃ³ cho tÃ´i Ä‘Æ°á»£c khÃ´ng?","Ban co the kich hoat no cho toi duoc khong","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","can you activate it for me?|can you activate it for me","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-can-you-restart-the-router","phone-internet-power","v500-phon-inte-powe-can-you-restart-the-router","Can you restart the router","Ask this when you need can you restart the router.","v500-phon-inte-powe-can-you-restart-the-router","Can you restart the router?","Báº¡n cÃ³ thá»ƒ khá»Ÿi Ä‘á»™ng láº¡i bá»™ Ä‘á»‹nh tuyáº¿n khÃ´ng?","Báº¡n cÃ³ thá»ƒ khá»Ÿi Ä‘á»™ng láº¡i bá»™ Ä‘á»‹nh tuyáº¿n khÃ´ng?","Ban co the khoi dong lai bo dinh tuyen khong","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","can you restart the router?|can you restart the router","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-phon-inte-powe-i-need-a-sim-card-with-data","phone-internet-power","v500-phon-inte-powe-i-need-a-sim-card-with-data","I need a SIM card with data","Use this when you need to explain that i need a sim card with data.","v500-phon-inte-powe-i-need-a-sim-card-with-data","I need a SIM card with data","TÃ´i cáº§n má»™t tháº» SIM cÃ³ dá»¯ liá»‡u","TÃ´i cáº§n má»™t tháº» SIM cÃ³ dá»¯ liá»‡u","Toi can mot the SIM co du lieu","premium","say-first","Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.","","i need a sim card with data","","planned","ðŸ“±","autonomous-500 cleanup historical source-lane record: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-bath-pers-need-where-is-the-toilet","bathroom-personal-needs","v500-bath-pers-need-where-is-the-toilet","Where is the toilet","Ask this when you need where is the toilet.","v500-bath-pers-need-where-is-the-toilet","Where is the toilet?","NhÃ  vá»‡ sinh á»Ÿ Ä‘Ã¢u?","NhÃ  vá»‡ sinh á»Ÿ Ä‘Ã¢u?","Nha ve sinh o dau","premium","say-first","Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.","","where is the toilet?|where is the toilet","","planned","ðŸš»","autonomous-500 cleanup historical source-lane record: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-bath-pers-need-where-can-i-buy-shampoo","bathroom-personal-needs","v500-bath-pers-need-where-can-i-buy-shampoo","Where can I buy shampoo","Ask this when you need where can i buy shampoo.","v500-bath-pers-need-where-can-i-buy-shampoo","Where can I buy shampoo?","TÃ´i cÃ³ thá»ƒ mua dáº§u gá»™i á»Ÿ Ä‘Ã¢u?","TÃ´i cÃ³ thá»ƒ mua dáº§u gá»™i á»Ÿ Ä‘Ã¢u?","Toi co the mua dau goi o dau","premium","say-first","Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.","","where can i buy shampoo?|where can i buy shampoo","","planned","ðŸš»","autonomous-500 cleanup historical source-lane record: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-bath-pers-need-where-can-i-wash-my-hands","bathroom-personal-needs","v500-bath-pers-need-where-can-i-wash-my-hands","Where can I wash my hands","Ask this when you need where can i wash my hands.","v500-bath-pers-need-where-can-i-wash-my-hands","Where can I wash my hands?","TÃ´i cÃ³ thá»ƒ rá»­a tay á»Ÿ Ä‘Ã¢u?","TÃ´i cÃ³ thá»ƒ rá»­a tay á»Ÿ Ä‘Ã¢u?","Toi co the rua tay o dau","premium","say-first","Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.","","where can i wash my hands?|where can i wash my hands","","planned","ðŸš»","autonomous-500 cleanup historical source-lane record: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-bath-pers-need-do-you-have-hand-sanitizer","bathroom-personal-needs","v500-bath-pers-need-do-you-have-hand-sanitizer","Do you have hand sanitizer","Ask this when you need do you have hand sanitizer.","v500-bath-pers-need-do-you-have-hand-sanitizer","Do you have hand sanitizer?","Báº¡n cÃ³ nÆ°á»›c rá»­a tay khÃ´ khÃ´ng?","Báº¡n cÃ³ nÆ°á»›c rá»­a tay khÃ´ khÃ´ng?","Ban co nuoc rua tay kho khong","premium","say-first","Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.","","do you have hand sanitizer?|do you have hand sanitizer","","planned","ðŸš»","autonomous-500 cleanup historical source-lane record: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-bath-pers-need-where-can-i-buy-toothpaste","bathroom-personal-needs","v500-bath-pers-need-where-can-i-buy-toothpaste","Where can I buy toothpaste","Ask this when you need where can i buy toothpaste.","v500-bath-pers-need-where-can-i-buy-toothpaste","Where can I buy toothpaste?","TÃ´i cÃ³ thá»ƒ mua kem Ä‘Ã¡nh rÄƒng á»Ÿ Ä‘Ã¢u?","TÃ´i cÃ³ thá»ƒ mua kem Ä‘Ã¡nh rÄƒng á»Ÿ Ä‘Ã¢u?","Toi co the mua kem danh rang o dau","premium","say-first","Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.","","where can i buy toothpaste?|where can i buy toothpaste","","planned","ðŸš»","autonomous-500 cleanup historical source-lane record: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-bath-pers-need-is-there-a-public-bathroom-nearby","bathroom-personal-needs","v500-bath-pers-need-is-there-a-public-bathroom-nearby","Is there a public bathroom nearby","Ask this when you need is there a public bathroom nearby.","v500-bath-pers-need-is-there-a-public-bathroom-nearby","Is there a public bathroom nearby?","CÃ³ phÃ²ng táº¯m cÃ´ng cá»™ng nÃ o gáº§n Ä‘Ã¢y khÃ´ng?","CÃ³ phÃ²ng táº¯m cÃ´ng cá»™ng nÃ o gáº§n Ä‘Ã¢y khÃ´ng?","Co phong tam cong cong nao gan day khong","premium","say-first","Use this for urgent bathroom, hygiene, or small comfort needs that still matter on the road.","","is there a public bathroom nearby?|is there a public bathroom nearby","","planned","ðŸš»","autonomous-500 cleanup historical source-lane record: Daily Practical Needs / Bathroom & Hygiene / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
