priority,status,pageID,title,profile,currentHeroImageName,targetHeroImageName,assetPath,targetAssetPath,currentPx,targetPx,targetRepoPx,sourceMasterPx,targetComponent,focalPoint,safeZone,currentIssue,nextAction,generationPrompt,negativePrompt,proofRequired,sourceOwnership,receiptOrProof,notes
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-banh-xeo,Bánh xèo ở Thành phố Hồ Chí Minh / Southern sizzling pancake,dish,HeroCityHcmc,HeroCityHcmcPlaceBanhXeo,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bánh xèo ở Thành phố Hồ Chí Minh / Southern sizzling pancake as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Crispy bánh xèo with shrimp, pork, herbs, dipping sauce, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-bia-hoi,Bia hơi Hà Nội / Fresh beer,dish,HeroCityHanoi,HeroCityHanoiPlaceBiaHoi,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bia hơi Hà Nội / Fresh beer as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Hanoi bia hơi street corner with small stools and glasses, evening, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-bo-la-lot,Bò lá lốt ở Thành phố Hồ Chí Minh / Beef in betel leaves,dish,HeroCityHcmc,HeroCityHcmcPlaceBoLaLot,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bò lá lốt ở Thành phố Hồ Chí Minh / Beef in betel leaves as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Grilled bò lá lốt rolls with herbs and rice paper, realistic street-food photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-bot-chien,Bột chiên ở Thành phố Hồ Chí Minh / Fried rice-flour cakes,dish,HeroCityHcmc,HeroCityHcmcPlaceBotChien,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bột chiên ở Thành phố Hồ Chí Minh / Fried rice-flour cakes as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Bột chiên sizzling on flat griddle with egg and green onions, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-dong-ba-bun-bo,Bún bò chợ Đông Ba ở Huế / Bun bo at Dong Ba Market,dish,HeroCityHue,HeroCityHuePlaceDongBaBunBo,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bún bò chợ Đông Ba ở Huế / Bun bo at Dong Ba Market as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic market noodle stall with bún bò bowls, steam, and Dong Ba market background.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-bun-bo-city,Bún bò Huế / Bun bo Hue,dish,HeroCityHue,HeroCityHuePlaceBunBoCity,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bún bò Huế / Bun bo Hue as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic bowl of bún bò Huế with lemongrass broth, herbs, lime, and Hue tabletop.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-bun-cha-ca,Bún chả cá ở Đà Nẵng / Fish-cake noodle soup,dish,HeroCityDanang,HeroCityDanangPlaceBunChaCa,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bún chả cá ở Đà Nẵng / Fish-cake noodle soup as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic owned asset: clear broth noodle bowl with fish cakes, dill, tomato, and herbs, simple metal table.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-bun-cha,Bún chả ở Hà Nội / Bun cha,dish,HeroCityHanoi,HeroCityHanoiPlaceBunCha,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bún chả ở Hà Nội / Bun cha as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Bowl of bún chả with grilled pork, vermicelli, herbs, Hanoi street table, photorealistic.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-bun-hen,Bún hến ở Huế / Bun hen,dish,HeroCityHue,HeroCityHuePlaceBunHen,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bún hến ở Huế / Bun hen as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic bowl of bún hến with small clams, shredded herbs, peanuts, and chili oil.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-bun-thang,Bún thang ở Hà Nội / Bun thang,dish,HeroCityHanoi,HeroCityHanoiPlaceBunThang,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bún thang ở Hà Nội / Bun thang as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Bowl of bún thang with shredded egg, chicken, herbs, realistic Hanoi food photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-bun-thit-nuong,Bún thịt nướng ở Huế / Bun thit nuong,dish,HeroCityHue,HeroCityHuePlaceBunThitNuong,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bún thịt nướng ở Huế / Bun thit nuong as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Photorealistic Hue bún thịt nướng bowl with grilled pork, herbs, pickled vegetables, and light sauce.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-bun-thit-nuong,Bún thịt nướng ở Thành phố Hồ Chí Minh / Grilled pork vermicelli,dish,HeroCityHcmc,HeroCityHcmcPlaceBunThitNuong,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Bún thịt nướng ở Thành phố Hồ Chí Minh / Grilled pork vermicelli as an appetizing Vietnamese dish close-up with clean natural light and room for the masthead fade. Specific subject guidance: Bowl of bún thịt nướng with herbs, peanuts, grilled pork, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
