priority,pageID,title,profile,sectionID,kind,text,audioKey
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chi-duong-duoc-khong,Giúp tôi chỉ đường được không? / Can you show me the way?,singlePhrase,practice-pairs,phrase,Giúp tôi gọi số này được không?,audio-authored-giup-toi-goi-so-nay-duoc-khong-50ff48af00
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chi-duong-duoc-khong,Giúp tôi chỉ đường được không? / Can you show me the way?,singlePhrase,explore-next,phrase,Giúp tôi nhập mã này được không?,audio-authored-giup-toi-nhap-ma-nay-duoc-khong-66460fb8f3
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chi-duong-duoc-khong,Giúp tôi chỉ đường được không? / Can you show me the way?,singlePhrase,explore-next,phrase,Giúp tôi viết địa chỉ được không?,audio-authored-giup-toi-viet-dia-chi-duoc-khong-c79cc17713
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chi-tren-ban-do-duoc-khong,Chỉ giúp tôi trên bản đồ được không? / Can you point it out on the map?,singlePhrase,practice-pairs,phrase,Đợi tôi một chút được không?,audio-authored-doi-toi-mot-chut-duoc-khong-2d2e618a9c
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chi-tren-ban-do-duoc-khong,Chỉ giúp tôi trên bản đồ được không? / Can you point it out on the map?,singlePhrase,practice-pairs,phrase,Đưa tôi về khách sạn giúp tôi được không?,audio-authored-dua-toi-ve-khach-san-giup-toi-duoc-khong-d775b9b019
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chi-tren-ban-do-duoc-khong,Chỉ giúp tôi trên bản đồ được không? / Can you point it out on the map?,singlePhrase,practice-pairs,phrase,Dừng ở đây giúp tôi được không?,audio-authored-dung-o-day-giup-toi-duoc-khong-2c02230768
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chi-tren-ban-do-duoc-khong,Chỉ giúp tôi trên bản đồ được không? / Can you point it out on the map?,singlePhrase,explore-next,phrase,Giúp tôi kiểm tra đường này được không?,audio-authored-giup-toi-kiem-tra-duong-nay-duoc-khong-a8b7ea25a0
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chi-tren-ban-do-duoc-khong,Chỉ giúp tôi trên bản đồ được không? / Can you point it out on the map?,singlePhrase,explore-next,phrase,Giúp tôi tránh đường cao tốc được không?,audio-authored-giup-toi-tranh-duong-cao-toc-duoc-khong-48d45b91f9
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chia-hoa-don-duoc-khong,Giúp tôi chia hóa đơn được không? / Can you help me split the bill?,singlePhrase,practice-pairs,phrase,Giúp tôi xác nhận cổng ra được không?,audio-authored-giup-toi-xac-nhan-cong-ra-duoc-khong-288a8fb2ee
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chia-hoa-don-duoc-khong,Giúp tôi chia hóa đơn được không? / Can you help me split the bill?,singlePhrase,practice-pairs,phrase,Giúp tôi xác nhận địa chỉ được không?,audio-authored-giup-toi-xac-nhan-dia-chi-duoc-khong-822461812d
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chia-hoa-don-duoc-khong,Giúp tôi chia hóa đơn được không? / Can you help me split the bill?,singlePhrase,practice-pairs,phrase,Giúp tôi xác nhận giờ đón được không?,audio-authored-giup-toi-xac-nhan-gio-don-duoc-khong-d1187e703e
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chia-hoa-don-duoc-khong,Giúp tôi chia hóa đơn được không? / Can you help me split the bill?,singlePhrase,explore-next,phrase,Giúp tôi xác nhận số điện thoại được không?,audio-authored-giup-toi-xac-nhan-so-dien-thoai-duoc-khong-e845302ad9
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chia-hoa-don-duoc-khong,Giúp tôi chia hóa đơn được không? / Can you help me split the bill?,singlePhrase,explore-next,phrase,Giúp tôi xác nhận số phòng được không?,audio-authored-giup-toi-xac-nhan-so-phong-duoc-khong-40c24c5390
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-cho-toi-hoa-don-duoc-khong,Cho tôi hóa đơn được không? / Can I have the receipt?,singlePhrase,hero,hero,Cho tôi hóa đơn được không?,audio-authored-cho-toi-hoa-don-duoc-khong-c9845c66c0
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chup-anh-giup-toi-duoc-khong,Chụp ảnh giúp tôi được không? / Can you take a photo for me?,singlePhrase,practice-pairs,phrase,Giúp tôi đổi tiền được không?,audio-authored-giup-toi-doi-tien-duoc-khong-6ae9e914d6
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chup-anh-giup-toi-duoc-khong,Chụp ảnh giúp tôi được không? / Can you take a photo for me?,singlePhrase,practice-pairs,phrase,Giúp tôi in vé này được không?,audio-authored-giup-toi-in-ve-nay-duoc-khong-7cf5b9647c
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chup-anh-giup-toi-duoc-khong,Chụp ảnh giúp tôi được không? / Can you take a photo for me?,singlePhrase,practice-pairs,phrase,Giúp tôi kiểm tra đặt phòng được không?,audio-authored-giup-toi-kiem-tra-dat-phong-duoc-khong-9d24d17e21
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chup-anh-giup-toi-duoc-khong,Chụp ảnh giúp tôi được không? / Can you take a photo for me?,singlePhrase,explore-next,phrase,Giúp tôi kiểm tra vé được không?,audio-authored-giup-toi-kiem-tra-ve-duoc-khong-8c3f0999ee
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-chup-anh-giup-toi-duoc-khong,Chụp ảnh giúp tôi được không? / Can you take a photo for me?,singlePhrase,explore-next,phrase,Giúp tôi scan mã QR được không?,audio-authored-giup-toi-scan-ma-qr-duoc-khong-55e373ab6c
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dat-ban-toi-nay-duoc-khong,Giúp tôi đặt bàn tối nay được không? / Can you help me book a table tonight?,singlePhrase,hero,hero,Giúp tôi đặt bàn tối nay được không?,audio-authored-giup-toi-dat-ban-toi-nay-duoc-khong-d3e3d57d89
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dat-ban-toi-nay-duoc-khong,Giúp tôi đặt bàn tối nay được không? / Can you help me book a table tonight?,singlePhrase,practice-pairs,phrase,Giúp tôi đặt tour ngày mai được không?,audio-authored-giup-toi-dat-tour-ngay-mai-duoc-khong-2cccabdd67
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dat-ban-toi-nay-duoc-khong,Giúp tôi đặt bàn tối nay được không? / Can you help me book a table tonight?,singlePhrase,practice-pairs,phrase,Giúp tôi kiểm tra giờ đóng cửa được không?,audio-authored-giup-toi-kiem-tra-gio-dong-cua-duoc-khong-06c6ccc56d
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dat-ban-toi-nay-duoc-khong,Giúp tôi đặt bàn tối nay được không? / Can you help me book a table tonight?,singlePhrase,practice-pairs,phrase,Giúp tôi kiểm tra giờ mở cửa được không?,audio-authored-giup-toi-kiem-tra-gio-mo-cua-duoc-khong-4e8a4dff73
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dat-ban-toi-nay-duoc-khong,Giúp tôi đặt bàn tối nay được không? / Can you help me book a table tonight?,singlePhrase,explore-next,phrase,Giúp tôi mua vé vào cửa được không?,audio-authored-giup-toi-mua-ve-vao-cua-duoc-khong-14fe14b417
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dat-ban-toi-nay-duoc-khong,Giúp tôi đặt bàn tối nay được không? / Can you help me book a table tonight?,singlePhrase,explore-next,phrase,Giúp tôi tìm điểm đón được không?,audio-authored-giup-toi-tim-diem-don-duoc-khong-e4ade1fbec
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dat-tour-ngay-mai-duoc-khong,Giúp tôi đặt tour ngày mai được không? / Can you help me book a tour tomorrow?,singlePhrase,practice-pairs,phrase,Giúp tôi gửi hành lý được không?,audio-authored-giup-toi-gui-hanh-ly-duoc-khong-9a0de71fb8
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dich-cau-nay-duoc-khong,Giúp tôi dịch câu này được không? / Can you help me translate this sentence?,singlePhrase,hero,hero,Giúp tôi dịch câu này được không?,audio-authored-giup-toi-dich-cau-nay-duoc-khong-c865b6be9f
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dich-cau-nay-duoc-khong,Giúp tôi dịch câu này được không? / Can you help me translate this sentence?,singlePhrase,practice-pairs,phrase,Đưa tôi đến bệnh viện giúp tôi được không?,audio-authored-dua-toi-den-benh-vien-giup-toi-duoc-khong-29c15299bb
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dich-cau-nay-duoc-khong,Giúp tôi dịch câu này được không? / Can you help me translate this sentence?,singlePhrase,practice-pairs,phrase,Giúp tôi gọi bác sĩ được không?,audio-authored-giup-toi-goi-bac-si-duoc-khong-d567620eb9
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dich-cau-nay-duoc-khong,Giúp tôi dịch câu này được không? / Can you help me translate this sentence?,singlePhrase,practice-pairs,phrase,Giúp tôi gọi cảnh sát được không?,audio-authored-giup-toi-goi-canh-sat-duoc-khong-4718de3784
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dich-cau-nay-duoc-khong,Giúp tôi dịch câu này được không? / Can you help me translate this sentence?,singlePhrase,explore-next,phrase,Nói chậm lại giúp tôi được không?,audio-authored-noi-cham-lai-giup-toi-duoc-khong-fb8f96e5c4
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-dich-cau-nay-duoc-khong,Giúp tôi dịch câu này được không? / Can you help me translate this sentence?,singlePhrase,explore-next,phrase,Nói lại lần nữa giúp tôi được không?,audio-authored-noi-lai-lan-nua-giup-toi-duoc-khong-50ef2fd607
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-mon-nay-duoc-khong,Giúp tôi đổi món này được không? / Can you help me change this dish?,singlePhrase,hero,hero,Giúp tôi đổi món này được không?,audio-authored-giup-toi-doi-mon-nay-duoc-khong-248f751802
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-mon-nay-duoc-khong,Giúp tôi đổi món này được không? / Can you help me change this dish?,singlePhrase,practice-pairs,phrase,Giúp tôi đóng gói món này được không?,audio-authored-giup-toi-dong-goi-mon-nay-duoc-khong-efadee62a6
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-mon-nay-duoc-khong,Giúp tôi đổi món này được không? / Can you help me change this dish?,singlePhrase,explore-next,phrase,Giúp tôi giữ bàn này được không?,audio-authored-giup-toi-giu-ban-nay-duoc-khong-b2616497dd
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-mon-nay-duoc-khong,Giúp tôi đổi món này được không? / Can you help me change this dish?,singlePhrase,explore-next,phrase,Giúp tôi làm lại món này được không?,audio-authored-giup-toi-lam-lai-mon-nay-duoc-khong-549ab7dac8
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-ngay-dat-tour-duoc-khong,Giúp tôi đổi ngày đặt tour được không? / Can you help me change the tour date?,singlePhrase,hero,hero,Giúp tôi đổi ngày đặt tour được không?,audio-authored-giup-toi-doi-ngay-dat-tour-duoc-khong-dfd0f32411
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-ngay-dat-tour-duoc-khong,Giúp tôi đổi ngày đặt tour được không? / Can you help me change the tour date?,singlePhrase,practice-pairs,phrase,Cho tôi biên lai được không?,audio-authored-cho-toi-bien-lai-duoc-khong-e2561d29ad
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-ngay-dat-tour-duoc-khong,Giúp tôi đổi ngày đặt tour được không? / Can you help me change the tour date?,singlePhrase,practice-pairs,phrase,Giúp tôi gọi taxi được không?,audio-authored-giup-toi-goi-taxi-duoc-khong-1d0f4f0e50
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-ngay-dat-tour-duoc-khong,Giúp tôi đổi ngày đặt tour được không? / Can you help me change the tour date?,singlePhrase,practice-pairs,phrase,Giúp tôi gọi xe công nghệ được không?,audio-authored-giup-toi-goi-xe-cong-nghe-duoc-khong-465f80600f
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-ngay-dat-tour-duoc-khong,Giúp tôi đổi ngày đặt tour được không? / Can you help me change the tour date?,singlePhrase,explore-next,phrase,Giúp tôi hủy đặt tour được không?,audio-authored-giup-toi-huy-dat-tour-duoc-khong-964d741e8d
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-ngay-dat-tour-duoc-khong,Giúp tôi đổi ngày đặt tour được không? / Can you help me change the tour date?,singlePhrase,explore-next,phrase,Giúp tôi kiểm tra lại tổng tiền được không?,audio-authored-giup-toi-kiem-tra-lai-tong-tien-duoc-khong-799f4b5783
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-sang-the-duoc-khong,Giúp tôi đổi sang thẻ được không? / Can you help me switch to card?,singlePhrase,practice-pairs,phrase,Giúp tôi kích hoạt eSIM được không?,audio-authored-giup-toi-kich-hoat-esim-duoc-khong-186b4b4482
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-sang-the-duoc-khong,Giúp tôi đổi sang thẻ được không? / Can you help me switch to card?,singlePhrase,explore-next,phrase,Giúp tôi mở khóa cửa được không?,audio-authored-giup-toi-mo-khoa-cua-duoc-khong-9aed50676d
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-doi-tien-duoc-khong,Giúp tôi đổi tiền được không? / Can you help me exchange money?,singlePhrase,explore-next,phrase,Giúp tôi tìm hành lý được không?,audio-authored-giup-toi-tim-hanh-ly-duoc-khong-b28de4656a
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-gui-buu-thiep-duoc-khong,Giúp tôi gửi bưu thiếp được không? / Can you help me send a postcard?,singlePhrase,hero,hero,Giúp tôi gửi bưu thiếp được không?,audio-authored-giup-toi-gui-buu-thiep-duoc-khong-759b9c982f
P2_planned_audio,viet-family-vpe-help-action-anh-chi-giup-toi-in-ve-nay-duoc-khong,Giúp tôi in vé này được không? / Can you help me print this ticket?,singlePhrase,practice-pairs,phrase,Giúp tôi mở cửa phòng được không?,audio-authored-giup-toi-mo-cua-phong-duoc-khong-bf904314f1
P2_planned_audio,viet-family-vpe-likely-replies-ban-nay-con-trong,Bàn này còn trống / This table is available,singlePhrase,practice-pairs,phrase,Có thịt heo,audio-authored-co-thit-heo-4bd81e4ef7
P2_planned_audio,viet-family-vpe-likely-replies-ban-nay-con-trong,Bàn này còn trống / This table is available,singlePhrase,practice-pairs,phrase,Không có đậu phộng,audio-authored-khong-co-dau-phong-89839ca872
P2_planned_audio,viet-family-vpe-likely-replies-ban-nay-con-trong,Bàn này còn trống / This table is available,singlePhrase,practice-pairs,phrase,Món này cay,audio-authored-mon-nay-cay-6faa0700e6
P2_planned_audio,viet-family-vpe-likely-replies-ban-nay-con-trong,Bàn này còn trống / This table is available,singlePhrase,explore-next,phrase,Ở bên trái,audio-authored-o-ben-trai-ca1634a376
P2_planned_audio,viet-family-vpe-likely-replies-ban-nay-con-trong,Bàn này còn trống / This table is available,singlePhrase,explore-next,phrase,Tính tiền ở quầy,audio-authored-tinh-tien-o-quay-6db664b73e
P2_planned_audio,viet-family-vpe-likely-replies-chi-nhan-tien-mat,Chỉ nhận tiền mặt / Cash only,singlePhrase,practice-pairs,phrase,Mạng yếu,audio-authored-mang-yeu-cf4004305e
P2_planned_audio,viet-family-vpe-likely-replies-chi-nhan-tien-mat,Chỉ nhận tiền mặt / Cash only,singlePhrase,practice-pairs,phrase,Mật khẩu ở đây,audio-authored-mat-khau-o-day-79842cb508
P2_planned_audio,viet-family-vpe-likely-replies-chi-nhan-tien-mat,Chỉ nhận tiền mặt / Cash only,singlePhrase,explore-next,phrase,Máy bị lỗi,audio-authored-may-bi-loi-bb50fe7e84
P2_planned_audio,viet-family-vpe-likely-replies-cho-mot-chut,Chờ một chút / Wait a moment,singlePhrase,practice-pairs,phrase,Còn,audio-authored-con-75f5cf26ec
P2_planned_audio,viet-family-vpe-likely-replies-cho-mot-chut,Chờ một chút / Wait a moment,singlePhrase,practice-pairs,phrase,Đúng rồi,audio-authored-dung-roi-030334c5fa
P2_planned_audio,viet-family-vpe-likely-replies-cho-mot-chut,Chờ một chút / Wait a moment,singlePhrase,practice-pairs,phrase,Hết rồi,audio-authored-het-roi-05417ff796
P2_planned_audio,viet-family-vpe-likely-replies-cho-mot-chut,Chờ một chút / Wait a moment,singlePhrase,explore-next,phrase,Không có,audio-authored-khong-co-8d5f260f89
P2_planned_audio,viet-family-vpe-likely-replies-cho-mot-chut,Chờ một chút / Wait a moment,singlePhrase,explore-next,phrase,Không được,audio-authored-khong-duoc-6eb02f1bf7
P2_planned_audio,viet-family-vpe-likely-replies-co-thit-heo,Có thịt heo / It has pork,singlePhrase,practice-pairs,phrase,Ở bên phải,audio-authored-o-ben-phai-a84855380c
P2_planned_audio,viet-family-vpe-likely-replies-di-thang,Đi thẳng / Go straight,singlePhrase,practice-pairs,phrase,Ở phía trước,audio-authored-o-phia-truoc-6b58ad6f27
P2_planned_audio,viet-family-vpe-likely-replies-di-thang,Đi thẳng / Go straight,singlePhrase,practice-pairs,phrase,Ở tầng hai,audio-authored-o-tang-hai-4871d37d1c
P2_planned_audio,viet-family-vpe-likely-replies-di-thang,Đi thẳng / Go straight,singlePhrase,practice-pairs,phrase,Ở tầng một,audio-authored-o-tang-mot-22b9c64918
P2_planned_audio,viet-family-vpe-likely-replies-dong-cua-roi,Đóng cửa rồi / It is closed now,singlePhrase,hero,hero,Đóng cửa rồi,audio-authored-dong-cua-roi-ecb1159d12
P2_planned_audio,viet-family-vpe-likely-replies-dong-cua-roi,Đóng cửa rồi / It is closed now,singlePhrase,practice-pairs,phrase,Ngày mai quay lại,audio-authored-ngay-mai-quay-lai-2acb817dcd
P2_planned_audio,viet-family-vpe-likely-replies-dong-cua-roi,Đóng cửa rồi / It is closed now,singlePhrase,explore-next,phrase,Quẹt thẻ được,audio-authored-quet-the-duoc-6d6f66d5c1
P2_planned_audio,viet-family-vpe-likely-replies-dong-cua-roi,Đóng cửa rồi / It is closed now,singlePhrase,explore-next,phrase,Thanh toán ở kia,audio-authored-thanh-toan-o-kia-f3d3ddc24f
P2_planned_audio,viet-family-vpe-likely-replies-gan-day,Gần đây / It is nearby,singlePhrase,hero,hero,Gần đây,audio-authored-gan-day-5c3d644b14
P2_planned_audio,viet-family-vpe-likely-replies-gan-day,Gần đây / It is nearby,singlePhrase,explore-next,phrase,Mất khoảng năm phút,audio-authored-mat-khoang-nam-phut-7c4a86a54e
P2_planned_audio,viet-family-vpe-likely-replies-gan-day,Gần đây / It is nearby,singlePhrase,explore-next,phrase,Xa lắm,audio-authored-xa-lam-91a9486a7f
P2_planned_audio,viet-family-vpe-likely-replies-khoang-muoi-phut,Khoảng mười phút / About ten minutes,singlePhrase,practice-pairs,phrase,Mở cửa rồi,audio-authored-mo-cua-roi-44c2da304a
P2_planned_audio,viet-family-vpe-likely-replies-o-phia-sau,Ở phía sau / It is behind,singlePhrase,hero,hero,Ở phía sau,audio-authored-o-phia-sau-3f53289dab
P2_planned_audio,viet-family-vpe-near-place-atm-gan-day-khong,ATM gần đây không? / Is an ATM nearby?,singlePhrase,hero,hero,ATM gần đây không?,audio-authored-atm-gan-day-khong-0bb25e1a77
P2_planned_audio,viet-family-vpe-near-place-atm-gan-day-khong,ATM gần đây không? / Is an ATM nearby?,singlePhrase,practice-pairs,phrase,bến tàu gần đây không?,audio-authored-ben-tau-gan-day-khong-4ef6c4a9d6
P2_planned_audio,viet-family-vpe-near-place-atm-gan-day-khong,ATM gần đây không? / Is an ATM nearby?,singlePhrase,practice-pairs,phrase,bến xe gần đây không?,audio-authored-ben-xe-gan-day-khong-3ec49147d5
P2_planned_audio,viet-family-vpe-near-place-atm-gan-day-khong,ATM gần đây không? / Is an ATM nearby?,singlePhrase,practice-pairs,phrase,cửa ra gần đây không?,audio-authored-cua-ra-gan-day-khong-9be709f393
P2_planned_audio,viet-family-vpe-near-place-atm-gan-day-khong,ATM gần đây không? / Is an ATM nearby?,singlePhrase,explore-next,phrase,ga tàu gần đây không?,audio-authored-ga-tau-gan-day-khong-25aa4d70e7
P2_planned_audio,viet-family-vpe-near-place-atm-gan-day-khong,ATM gần đây không? / Is an ATM nearby?,singlePhrase,explore-next,phrase,sân bay gần đây không?,audio-authored-san-bay-gan-day-khong-61e6f92aa0
P2_planned_audio,viet-family-vpe-near-place-atm-gan-day-khong,ATM gần đây không? / Is an ATM nearby?,singlePhrase,explore-next,phrase,bãi biển gần đây không?,audio-authored-bai-bien-gan-day-khong-4e0b02d342
P2_planned_audio,viet-family-vpe-near-place-atm-gan-day-khong,ATM gần đây không? / Is an ATM nearby?,singlePhrase,explore-next,phrase,bãi đậu xe gần đây không?,audio-authored-bai-dau-xe-gan-day-khong-1aa5163998
P2_planned_audio,viet-family-vpe-near-place-atm-gan-day-khong,ATM gần đây không? / Is an ATM nearby?,singlePhrase,explore-next,phrase,bãi gửi xe máy gần đây không?,audio-authored-bai-gui-xe-may-gan-day-khong-3a610a20fb
P2_planned_audio,viet-family-vpe-near-place-atm-gan-day-khong,ATM gần đây không? / Is an ATM nearby?,singlePhrase,explore-next,phrase,bàn hướng dẫn gần đây không?,audio-authored-ban-huong-dan-gan-day-khong-aa5641b020
P2_planned_audio,viet-family-vpe-near-place-bai-bien-gan-day-khong,bãi biển gần đây không? / Is the beach nearby?,singlePhrase,practice-pairs,phrase,bảo tàng gần đây không?,audio-authored-bao-tang-gan-day-khong-b11ea38e89
P2_planned_audio,viet-family-vpe-near-place-bai-bien-gan-day-khong,bãi biển gần đây không? / Is the beach nearby?,singlePhrase,practice-pairs,phrase,chùa gần đây không?,audio-authored-chua-gan-day-khong-eb4f7af1b4
P2_planned_audio,viet-family-vpe-near-place-bai-bien-gan-day-khong,bãi biển gần đây không? / Is the beach nearby?,singlePhrase,practice-pairs,phrase,nhà thờ gần đây không?,audio-authored-nha-tho-gan-day-khong-f7437fce98
P2_planned_audio,viet-family-vpe-near-place-bai-bien-gan-day-khong,bãi biển gần đây không? / Is the beach nearby?,singlePhrase,explore-next,phrase,phố đi bộ gần đây không?,audio-authored-pho-di-bo-gan-day-khong-b84b403c36
P2_planned_audio,viet-family-vpe-near-place-bai-bien-gan-day-khong,bãi biển gần đây không? / Is the beach nearby?,singlePhrase,explore-next,phrase,trung tâm thương mại gần đây không?,audio-authored-trung-tam-thuong-mai-gan-day-khong-edacd39d01
P2_planned_audio,viet-family-vpe-near-place-ban-huong-dan-gan-day-khong,bàn hướng dẫn gần đây không? / Is the help desk nearby?,singlePhrase,practice-pairs,phrase,cây nước nóng gần đây không?,audio-authored-cay-nuoc-nong-gan-day-khong-5241157efb
P2_planned_audio,viet-family-vpe-near-place-ban-huong-dan-gan-day-khong,bàn hướng dẫn gần đây không? / Is the help desk nearby?,singlePhrase,practice-pairs,phrase,máy in gần đây không?,audio-authored-may-in-gan-day-khong-219cec042d
P2_planned_audio,viet-family-vpe-near-place-ban-huong-dan-gan-day-khong,bàn hướng dẫn gần đây không? / Is the help desk nearby?,singlePhrase,practice-pairs,phrase,máy photocopy gần đây không?,audio-authored-may-photocopy-gan-day-khong-21ca0520ec
P2_planned_audio,viet-family-vpe-near-place-ban-huong-dan-gan-day-khong,bàn hướng dẫn gần đây không? / Is the help desk nearby?,singlePhrase,explore-next,phrase,phòng y tế gần đây không?,audio-authored-phong-y-te-gan-day-khong-f7ba02cc13
P2_planned_audio,viet-family-vpe-near-place-ban-huong-dan-gan-day-khong,bàn hướng dẫn gần đây không? / Is the help desk nearby?,singlePhrase,explore-next,phrase,quầy giữ đồ gần đây không?,audio-authored-quay-giu-do-gan-day-khong-356b5f8224
P2_planned_audio,viet-family-vpe-near-place-bao-tang-gan-day-khong,bảo tàng gần đây không? / Is the museum nearby?,singlePhrase,practice-pairs,phrase,bưu điện gần đây không?,audio-authored-buu-dien-gan-day-khong-ee119c7f2d
P2_planned_audio,viet-family-vpe-near-place-buu-dien-gan-day-khong,bưu điện gần đây không? / Is the post office nearby?,singlePhrase,practice-pairs,phrase,cổng lên máy bay gần đây không?,audio-authored-cong-len-may-bay-gan-day-khong-c2d301ea51
P2_planned_audio,viet-family-vpe-near-place-buu-dien-gan-day-khong,bưu điện gần đây không? / Is the post office nearby?,singlePhrase,practice-pairs,phrase,khu lấy hành lý gần đây không?,audio-authored-khu-lay-hanh-ly-gan-day-khong-33d3a8d382
P2_planned_audio,viet-family-vpe-near-place-buu-dien-gan-day-khong,bưu điện gần đây không? / Is the post office nearby?,singlePhrase,practice-pairs,phrase,máy bán vé gần đây không?,audio-authored-may-ban-ve-gan-day-khong-c2ac65c623
P2_planned_audio,viet-family-vpe-near-place-buu-dien-gan-day-khong,bưu điện gần đây không? / Is the post office nearby?,singlePhrase,explore-next,phrase,ngân hàng gần đây không?,audio-authored-ngan-hang-gan-day-khong-1b0490e131
P2_planned_audio,viet-family-vpe-near-place-buu-dien-gan-day-khong,bưu điện gần đây không? / Is the post office nearby?,singlePhrase,explore-next,phrase,quầy vé gần đây không?,audio-authored-quay-ve-gan-day-khong-e03995eea9
P2_planned_audio,viet-family-vpe-near-place-cau-gan-day-khong,cầu gần đây không? / Is the bridge nearby?,singlePhrase,hero,hero,cầu gần đây không?,audio-authored-cau-gan-day-khong-fc1f0b89b3
P2_planned_audio,viet-family-vpe-near-place-cau-gan-day-khong,cầu gần đây không? / Is the bridge nearby?,singlePhrase,practice-pairs,phrase,công viên gần đây không?,audio-authored-cong-vien-gan-day-khong-d3fe787bd7
P2_planned_audio,viet-family-vpe-near-place-cau-gan-day-khong,cầu gần đây không? / Is the bridge nearby?,singlePhrase,practice-pairs,phrase,hiệu kính thuốc gần đây không?,audio-authored-hieu-kinh-thuoc-gan-day-khong-3a8cd51a95
P2_planned_audio,viet-family-vpe-near-place-cau-gan-day-khong,cầu gần đây không? / Is the bridge nearby?,singlePhrase,practice-pairs,phrase,hồ gần đây không?,audio-authored-ho-gan-day-khong-56cdd851ab
P2_planned_audio,viet-family-vpe-near-place-cau-gan-day-khong,cầu gần đây không? / Is the bridge nearby?,singlePhrase,explore-next,phrase,sông gần đây không?,audio-authored-song-gan-day-khong-9bcf44e236
P2_planned_audio,viet-family-vpe-near-place-cau-gan-day-khong,cầu gần đây không? / Is the bridge nearby?,singlePhrase,explore-next,phrase,tiệm giặt ủi gần đây không?,audio-authored-tiem-giat-ui-gan-day-khong-349ecc65d7
P2_planned_audio,viet-family-vpe-near-place-cho-ngoi-gan-day-khong,chỗ ngồi gần đây không? / Is a seat nearby?,singlePhrase,hero,hero,chỗ ngồi gần đây không?,audio-authored-cho-ngoi-gan-day-khong-25b02cce96
P2_planned_audio,viet-family-vpe-near-place-cho-ngoi-gan-day-khong,chỗ ngồi gần đây không? / Is a seat nearby?,singlePhrase,practice-pairs,phrase,đường chính gần đây không?,audio-authored-duong-chinh-gan-day-khong-351bc17ee6
P2_planned_audio,viet-family-vpe-near-place-cho-ngoi-gan-day-khong,chỗ ngồi gần đây không? / Is a seat nearby?,singlePhrase,explore-next,phrase,lối sang đường gần đây không?,audio-authored-loi-sang-duong-gan-day-khong-f446f531da
