patch_id,page_id,phrase_id,review_status,import_approval,operation,target_id,target_order,current_value,proposed_value,reason_for_change,new_linked_phrase_required,canonical_target_id,audio_policy,asset_policy,validator_rule,jojo_question
B001-REL-104,viet-phrase-city-danang-place-vo-nguyen-giap-street,city-danang-place-vo-nguyen-giap-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:b357987443ef4c20,0,"{""target_id"":""viet-phrase-city-danang-go-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-city-danang-go-vo-nguyen-giap-street"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-city-danang-go-vo-nguyen-giap-street"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-vo-nguyen-giap-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-105,viet-phrase-city-danang-place-vo-nguyen-giap-street,city-danang-place-vo-nguyen-giap-street,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:b539e16bc8c02b10,0,"{""target_id"":""viet-phrase-ves-to-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-ves-to-vo-nguyen-giap-street"",""relation_type"":""see_also"",""display_label"":""Show the driver"",""reason"":""Authored Show the driver row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-to-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-ves-to-vo-nguyen-giap-street"",""display_label"":""Show the driver"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-ves-to-vo-nguyen-giap-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-106,viet-phrase-city-danang-place-vo-nguyen-giap-street,city-danang-place-vo-nguyen-giap-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:bab2dab424cbd21f,0,"{""target_id"":""viet-phrase-ves-is-this-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-ves-is-this-vo-nguyen-giap-street"",""relation_type"":""see_also"",""display_label"":""Confirm"",""reason"":""Authored Confirm row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-is-this-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-ves-is-this-vo-nguyen-giap-street"",""display_label"":""Confirm"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-is-this-vo-nguyen-giap-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-107,viet-phrase-city-danang-place-vo-nguyen-giap-street,city-danang-place-vo-nguyen-giap-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:77ff484685fa1dfb,1,"{""target_id"":""viet-phrase-city-danang-near-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-city-danang-near-vo-nguyen-giap-street"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-near-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-city-danang-near-vo-nguyen-giap-street"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-near-vo-nguyen-giap-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-108,viet-phrase-city-danang-place-vo-nguyen-giap-street,city-danang-place-vo-nguyen-giap-street,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:ac4a4c2402fa8957,2,"{""target_id"":""viet-phrase-city-danang-where-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-city-danang-where-vo-nguyen-giap-street"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-where-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-city-danang-where-vo-nguyen-giap-street"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-city-danang-where-vo-nguyen-giap-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-109,viet-phrase-city-danang-go-ba-na-hills,city-danang-go-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:1b6ee2cc94385fd6,0,"{""target_id"":""viet-phrase-city-danang-place-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-place-ba-na-hills"",""relation_type"":""see_also"",""display_label"":""Place anchor"",""reason"":""Authored Place anchor row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-place-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-place-ba-na-hills"",""display_label"":""Place anchor"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-place-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-110,viet-phrase-city-danang-go-ba-na-hills,city-danang-go-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:a46961569b11138c,0,"{""target_id"":""viet-phrase-city-danang-where-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-where-ba-na-hills"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-where-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-where-ba-na-hills"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-city-danang-where-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-111,viet-phrase-city-danang-go-ba-na-hills,city-danang-go-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,DEMOTE_RELATION_REVIEW_ONLY,relation:bad585f55a2dbfa9,0,"{""target_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""display_label"":""Explore next"",""relation_type"":""see_also"",""sort_order"":90,""suppress"":false}",ATM help is secondary to the core page task.,,viet-phrase-city-danang-atm-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-112,viet-phrase-city-danang-go-ba-na-hills,city-danang-go-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:86a78a9bab7e934d,1,"{""target_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-eat-near-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-113,viet-phrase-city-danang-go-ba-na-hills,city-danang-go-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:53262aa8917a5cd6,2,"{""target_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-stop-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-114,viet-phrase-city-danang-where-ba-na-hills,city-danang-where-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:30ffccebae864c70,0,"{""target_id"":""viet-phrase-city-danang-place-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-place-ba-na-hills"",""relation_type"":""see_also"",""display_label"":""Place anchor"",""reason"":""Authored Place anchor row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-place-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-place-ba-na-hills"",""display_label"":""Place anchor"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-place-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-115,viet-phrase-city-danang-where-ba-na-hills,city-danang-where-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:3f7ad396afe60aaa,0,"{""target_id"":""viet-phrase-ves-where-cable-car"",""target_page_id"":""viet-phrase-ves-where-cable-car"",""relation_type"":""see_also"",""display_label"":""Recovery"",""reason"":""Authored Recovery row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-where-cable-car"",""target_page_id"":""viet-phrase-ves-where-cable-car"",""display_label"":""Recovery"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-ves-where-cable-car,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-116,viet-phrase-city-danang-where-ba-na-hills,city-danang-where-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:72f8668e01ec5007,0,"{""target_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-stop-ba-na-hills"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-stop-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-117,viet-phrase-city-danang-where-ba-na-hills,city-danang-where-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,DEMOTE_RELATION_REVIEW_ONLY,relation:c44141c42a1b7824,0,"{""target_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-atm-ba-na-hills"",""display_label"":""Explore next"",""relation_type"":""see_also"",""sort_order"":90,""suppress"":false}",ATM help is secondary to the core page task.,,viet-phrase-city-danang-atm-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-118,viet-phrase-city-danang-where-ba-na-hills,city-danang-where-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:262ddae71ea05b78,1,"{""target_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-eat-near-ba-na-hills"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-eat-near-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-119,viet-phrase-city-danang-where-ba-na-hills,city-danang-where-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:ba1a3a8321b74727,1,"{""target_id"":""viet-phrase-repair-1"",""target_page_id"":""viet-phrase-repair-1"",""relation_type"":""see_also"",""display_label"":""Recovery"",""reason"":""Authored Recovery row links these phrase pages.""}","{""target_id"":""viet-phrase-repair-1"",""target_page_id"":""viet-phrase-repair-1"",""display_label"":""Recovery"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-repair-1,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-120,viet-phrase-city-danang-where-ba-na-hills,city-danang-where-ba-na-hills,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:a8a8956161be38d4,2,"{""target_id"":""viet-phrase-city-danang-go-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-go-ba-na-hills"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-ba-na-hills"",""target_page_id"":""viet-phrase-city-danang-go-ba-na-hills"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-ba-na-hills,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-121,viet-phrase-city-danang-ticket-marble-mountains,city-danang-ticket-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:0495ba8ea84da38f,0,"{""target_id"":""viet-phrase-city-danang-go-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-go-marble-mountains"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-go-marble-mountains"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-marble-mountains,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-122,viet-phrase-city-danang-ticket-marble-mountains,city-danang-ticket-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:6e353f3922f0ac83,0,"{""target_id"":""viet-phrase-city-danang-place-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-place-marble-mountains"",""relation_type"":""see_also"",""display_label"":""Place anchor"",""reason"":""Authored Place anchor row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-place-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-place-marble-mountains"",""display_label"":""Place anchor"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-place-marble-mountains,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-123,viet-phrase-city-danang-ticket-marble-mountains,city-danang-ticket-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:a2e88f2344c76550,0,"{""target_id"":""viet-phrase-city-danang-go-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-go-dragon-bridge"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-go-dragon-bridge"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-124,viet-phrase-city-danang-ticket-marble-mountains,city-danang-ticket-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:1963531ada0663c1,1,"{""target_id"":""viet-phrase-city-danang-stop-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-stop-marble-mountains"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-stop-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-stop-marble-mountains"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-stop-marble-mountains,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-125,viet-phrase-city-danang-ticket-marble-mountains,city-danang-ticket-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:40c141ebc57d88a2,2,"{""target_id"":""viet-phrase-city-danang-time-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-time-marble-mountains"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-time-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-time-marble-mountains"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-time-marble-mountains,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-126,viet-phrase-city-danang-go-dragon-bridge,city-danang-go-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,DEMOTE_RELATION_REVIEW_ONLY,relation:cecf8808e82b34b6,0,"{""target_id"":""viet-phrase-city-danang-atm-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-atm-dragon-bridge"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-atm-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-atm-dragon-bridge"",""display_label"":""Explore next"",""relation_type"":""see_also"",""sort_order"":90,""suppress"":false}",ATM help is secondary to the core page task.,,viet-phrase-city-danang-atm-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-127,viet-phrase-city-danang-go-dragon-bridge,city-danang-go-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:e96ce6bf63b39650,0,"{""target_id"":""viet-phrase-city-danang-place-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-place-dragon-bridge"",""relation_type"":""see_also"",""display_label"":""Place anchor"",""reason"":""Authored Place anchor row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-place-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-place-dragon-bridge"",""display_label"":""Place anchor"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-place-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-128,viet-phrase-city-danang-go-dragon-bridge,city-danang-go-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:ff73142f41a2a33e,0,"{""target_id"":""viet-phrase-city-danang-where-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-where-dragon-bridge"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-where-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-where-dragon-bridge"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-city-danang-where-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-129,viet-phrase-city-danang-go-dragon-bridge,city-danang-go-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:c55208941cd00ee0,1,"{""target_id"":""viet-phrase-city-danang-eat-near-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-eat-near-dragon-bridge"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-eat-near-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-eat-near-dragon-bridge"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-eat-near-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-130,viet-phrase-city-danang-go-dragon-bridge,city-danang-go-dragon-bridge,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:50f601bd79f53003,2,"{""target_id"":""viet-phrase-city-danang-stop-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-stop-dragon-bridge"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-stop-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-stop-dragon-bridge"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-stop-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-131,viet-phrase-city-danang-near-nguyen-van-linh-street,city-danang-near-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:2f932f2cbaee3343,0,"{""target_id"":""viet-phrase-city-danang-place-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-place-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""Place anchor"",""reason"":""Authored Place anchor row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-place-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-place-nguyen-van-linh-street"",""display_label"":""Place anchor"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-place-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-132,viet-phrase-city-danang-near-nguyen-van-linh-street,city-danang-near-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:7092cb30c0063295,0,"{""target_id"":""viet-phrase-city-danang-bach-dang-route"",""target_page_id"":""viet-phrase-city-danang-bach-dang-route"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-bach-dang-route"",""target_page_id"":""viet-phrase-city-danang-bach-dang-route"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-bach-dang-route,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-133,viet-phrase-city-danang-near-nguyen-van-linh-street,city-danang-near-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:d5158b4cb95020d8,0,"{""target_id"":""viet-phrase-city-danang-go-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-go-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-go-nguyen-van-linh-street"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-134,viet-phrase-city-danang-near-nguyen-van-linh-street,city-danang-near-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:e1e95a7d1063795a,0,"{""target_id"":""viet-phrase-ves-can-you-show-me-politeness"",""target_page_id"":""viet-phrase-ves-can-you-show-me-politeness"",""relation_type"":""see_also"",""display_label"":""Recovery"",""reason"":""Authored Recovery row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-can-you-show-me-politeness"",""target_page_id"":""viet-phrase-ves-can-you-show-me-politeness"",""display_label"":""Recovery"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-can-you-show-me-politeness,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-135,viet-phrase-city-danang-near-nguyen-van-linh-street,city-danang-near-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:4e1759f914a7060f,1,"{""target_id"":""viet-phrase-city-danang-stop-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-stop-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-stop-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-stop-nguyen-van-linh-street"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-stop-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-136,viet-phrase-city-danang-near-nguyen-van-linh-street,city-danang-near-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:b7ef29a63bc5b57b,1,"{""target_id"":""viet-phrase-ves-to-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-ves-to-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""Recovery"",""reason"":""Authored Recovery row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-to-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-ves-to-nguyen-van-linh-street"",""display_label"":""Recovery"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-to-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-137,viet-phrase-city-danang-near-nguyen-van-linh-street,city-danang-near-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:9b1d8818229972d6,2,"{""target_id"":""viet-phrase-city-danang-where-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-where-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""When to use it"",""reason"":""Authored When to use it row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-where-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-where-nguyen-van-linh-street"",""display_label"":""When to use it"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-city-danang-where-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
